alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,186,40,50,0,50,0.0,0.08375209380234507,0.0,0.0,0,0,betting,all,2417
0.1,186,40,50,0,50,0.0,0.08375209380234507,0.0,0.0,0,0,betting,all,2417
0.15,186,40,50,0,50,0.0,0.08375209380234507,0.0,0.0,0,0,betting,all,2417
0.2,186,40,50,0,50,0.0,0.08375209380234507,0.0,0.0,0,0,betting,all,2417
0.05,186,37,51,1,50,0.0196078431372549,0.07012622720897616,0.005376344086021506,0.0,0,1,betting,all,2580
0.1,186,37,51,1,50,0.0196078431372549,0.07012622720897616,0.005376344086021506,0.0,0,1,betting,all,2580
0.15,186,37,51,1,50,0.0196078431372549,0.07012622720897616,0.005376344086021506,0.0,0,1,betting,all,2580
0.2,186,37,51,1,50,0.0196078431372549,0.07012622720897616,0.005376344086021506,0.0,0,1,betting,all,2580
0.05,186,40,55,1,54,0.01818181818181818,0.09045226130653267,0.005376344086021506,0.0,0,2,betting,all,3073
0.1,186,55,84,6,78,0.07142857142857142,0.1306532663316583,0.00931899641577061,0.0,0,2,betting,all,3073
0.15,186,61,93,8,85,0.08602150537634409,0.1423785594639866,0.013799283154121862,0.0,0,2,betting,all,3073
0.2,186,69,109,10,99,0.09174311926605505,0.1658291457286432,0.0166410650281618,0.0,0,2,betting,all,3073
0.05,186,44,70,3,67,0.04285714285714286,0.1268939393939394,0.005376344086021506,0.0,0,3,betting,all,2837
0.1,186,49,76,4,72,0.05263157894736842,0.13636363636363635,0.010752688172043012,0.0,0,3,betting,all,2837
0.15,186,53,81,5,76,0.06172839506172839,0.14393939393939395,0.013440860215053764,0.0,0,3,betting,all,2837
0.2,186,55,97,8,89,0.08247422680412371,0.16856060606060605,0.01971326164874552,0.0,0,3,betting,all,2837
0.05,186,34,58,0,58,0.0,0.090625,0.0,0.0,0,4,betting,all,2525
0.1,186,43,68,1,67,0.014705882352941176,0.1046875,0.005376344086021506,0.0,0,4,betting,all,2525
0.15,186,48,79,3,76,0.0379746835443038,0.11875,0.010752688172043012,0.0,0,4,betting,all,2525
0.2,186,51,86,3,83,0.03488372093023256,0.1296875,0.010752688172043012,0.0,0,4,betting,all,2525
