method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,103.8,0.04761306796602911,0.15738178786533288,0.6023521780967712
score_oracle,0.1,171.2,0.09821253026368115,0.24691229547050994,0.4689308047294617
score_oracle,0.15,225.0,0.1481911489987618,0.3076281713109942,0.3935734510421753
score_oracle,0.2,277.0,0.1993055260892427,0.3596929216479567,0.3359728574752808
