method,alpha,total_rejections,fdp,recall
betting,0.05,8.043631020876083,0.017684734335027874,0.02102188664902215
betting,0.1,15.073154945133417,0.02939556724967601,0.028763914236261613
betting,0.15,19.29248558377069,0.033927706677311285,0.03368857092957025
betting,0.2,26.912822222873615,0.039870372467426744,0.0455222860603626
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,0.0,0.0,0.0
pvalue_bh,0.05,27.763285108214408,0.03956728926413557,0.031959000867219166
pvalue_bh,0.1,25.71964229922337,0.03868026167194651,0.029603628969118913
pvalue_bh,0.15,23.638950907347812,0.03269255547788561,0.0236922779149673
pvalue_bh,0.2,23.388031127053,0.03846638543651969,0.027797993823680242
