seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
11,3590,1197,1197,101612,32066,33837,30263,30826.10832120289,"{'num_fit_null': 96363, 'num_fit_tp': 5249, 'num_bins_realized': 80, 'max_phi': 14.72054831944117, 'fit_null_phi_mean': 1.0}"
