bin,left,right,null_count,tp_count,p0,p1,raw_phi,phi
0,0.0500114373862743,0.050707831140607514,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
1,0.050707831140607514,0.051325959619134616,65,12,0.013374485596707819,0.009389671361502348,0.7020585048754063,0.7020585048754063
2,0.051325959619134616,0.05187389128841451,70,7,0.01440329218106996,0.005477308294209703,0.38028169014084506,0.38028169014084506
3,0.05187389128841451,0.05240171980112789,74,2,0.015226337448559672,0.001564945226917058,0.10277883517320137,0.10277883517320137
4,0.05240171980112789,0.0529826402198523,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
5,0.0529826402198523,0.05359888868406412,73,4,0.015020576131687243,0.003129890453834116,0.20837352884429866,0.20837352884429866
6,0.05359888868406412,0.05427712900564072,74,2,0.015226337448559672,0.001564945226917058,0.10277883517320137,0.10277883517320137
7,0.05427712900564072,0.05474195405840868,68,9,0.013991769547325103,0.007042253521126761,0.5033140016570008,0.5033140016570008
8,0.05474195405840868,0.05544055597856635,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
9,0.05544055597856635,0.056058875285088995,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
10,0.056058875285088995,0.05678155366331336,66,10,0.013580246913580247,0.00782472613458529,0.5761843790012804,0.5761843790012804
11,0.05678155366331336,0.057609260454773874,76,1,0.015637860082304528,0.000782472613458529,0.050037064492216454,0.050037064492216454
12,0.057609260454773874,0.05818747598677867,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
13,0.05818747598677867,0.0589916222728788,72,4,0.014814814814814815,0.003129890453834116,0.2112676056338028,0.2112676056338028
14,0.0589916222728788,0.059870413737371495,75,2,0.015432098765432098,0.001564945226917058,0.10140845070422536,0.10140845070422536
15,0.059870413737371495,0.060639271885156616,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
16,0.060639271885156616,0.06146468203514814,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
17,0.06146468203514814,0.062359699048101826,70,6,0.01440329218106996,0.004694835680751174,0.32595573440643866,0.32595573440643866
18,0.062359699048101826,0.06320659071207042,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
19,0.06320659071207042,0.06404752284288402,73,4,0.015020576131687243,0.003129890453834116,0.20837352884429866,0.20837352884429866
20,0.06404752284288402,0.06490819761529558,74,2,0.015226337448559672,0.001564945226917058,0.10277883517320137,0.10277883517320137
21,0.06490819761529558,0.06603891979902976,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
22,0.06603891979902976,0.06691447952762242,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
23,0.06691447952762242,0.06776693314313882,73,4,0.015020576131687243,0.003129890453834116,0.20837352884429866,0.20837352884429866
24,0.06776693314313882,0.06886842241510745,72,4,0.014814814814814815,0.003129890453834116,0.2112676056338028,0.2112676056338028
25,0.06886842241510745,0.07004960961639878,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
26,0.07004960961639878,0.07127561764791605,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
27,0.07127561764791605,0.07231816090643398,71,5,0.014609053497942387,0.003912363067292645,0.2678040071414402,0.2678040071414402
28,0.07231816090643398,0.07381832972168918,67,10,0.013786008230452675,0.00782472613458529,0.567584612150515,0.567584612150515
29,0.07381832972168918,0.0752122793346643,66,11,0.013580246913580247,0.008607198748043818,0.6338028169014084,0.6338028169014084
30,0.0752122793346643,0.07659693323075771,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
31,0.07659693323075771,0.07798768132925027,69,7,0.014197530864197531,0.005477308294209703,0.385793018983466,0.385793018983466
32,0.07798768132925027,0.07918348377570504,74,3,0.015226337448559672,0.002347417840375587,0.15416825275980206,0.15416825275980206
33,0.07918348377570504,0.08071002680808302,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
34,0.08071002680808302,0.08236988587304947,64,12,0.01316872427983539,0.009389671361502348,0.7130281690140845,0.7130281690140845
35,0.08236988587304947,0.08416592665016649,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
36,0.08416592665016649,0.08634847598150366,68,9,0.013991769547325103,0.007042253521126761,0.5033140016570008,0.5033140016570008
37,0.08634847598150366,0.0884794218465686,72,5,0.014814814814814815,0.003912363067292645,0.2640845070422535,0.2640845070422535
38,0.0884794218465686,0.09045448405668133,71,5,0.014609053497942387,0.003912363067292645,0.2678040071414402,0.2678040071414402
39,0.09045448405668133,0.09191288053989405,66,11,0.013580246913580247,0.008607198748043818,0.6338028169014084,0.6338028169014084
40,0.09191288053989405,0.09445704948157067,67,10,0.013786008230452675,0.00782472613458529,0.567584612150515,0.567584612150515
41,0.09445704948157067,0.09660044480115168,70,6,0.01440329218106996,0.004694835680751174,0.32595573440643866,0.32595573440643866
42,0.09660044480115168,0.09862662553787228,68,9,0.013991769547325103,0.007042253521126761,0.5033140016570008,0.5033140016570008
43,0.09862662553787228,0.10113830976188178,70,7,0.01440329218106996,0.005477308294209703,0.38028169014084506,0.38028169014084506
44,0.10113830976188178,0.10408132942393418,70,7,0.01440329218106996,0.005477308294209703,0.38028169014084506,0.38028169014084506
45,0.10408132942393418,0.10687260329723357,72,4,0.014814814814814815,0.003129890453834116,0.2112676056338028,0.2112676056338028
46,0.10687260329723357,0.10994085809215902,66,11,0.013580246913580247,0.008607198748043818,0.6338028169014084,0.6338028169014084
47,0.10994085809215902,0.11317497342824939,67,10,0.013786008230452675,0.00782472613458529,0.567584612150515,0.567584612150515
48,0.11317497342824939,0.11689394759014246,68,8,0.013991769547325103,0.006259780907668232,0.44739022369511183,0.44739022369511183
49,0.11689394759014246,0.1215657107532024,59,18,0.01213991769547325,0.014084507042253521,1.160181427548341,1.160181427548341
50,0.1215657107532024,0.12555015478283166,65,12,0.013374485596707819,0.009389671361502348,0.7020585048754063,0.7020585048754063
51,0.12555015478283166,0.12966791838407515,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
52,0.12966791838407515,0.13440913539379837,67,9,0.013786008230452675,0.007042253521126761,0.5108261509354636,0.5108261509354636
53,0.13440913539379837,0.14018809944391245,64,13,0.01316872427983539,0.010172143974960876,0.7724471830985915,0.7724471830985915
54,0.14018809944391245,0.14766646362841124,63,14,0.012962962962962963,0.010954616588419406,0.8450704225352114,0.8450704225352114
55,0.14766646362841124,0.15382201075553892,63,13,0.012962962962962963,0.010172143974960876,0.7847082494969818,0.7847082494969818
56,0.15382201075553892,0.1606638265773654,71,6,0.014609053497942387,0.004694835680751174,0.3213648085697282,0.3213648085697282
57,0.1606638265773654,0.1684944458305836,66,11,0.013580246913580247,0.008607198748043818,0.6338028169014084,0.6338028169014084
58,0.1684944458305836,0.17588096112012866,67,10,0.013786008230452675,0.00782472613458529,0.567584612150515,0.567584612150515
59,0.17588096112012866,0.18477158993482587,62,14,0.012757201646090535,0.010954616588419406,0.858700590640618,0.858700590640618
60,0.18477158993482587,0.19566783178597688,61,16,0.012551440329218106,0.012519561815336464,0.9974601708612331,0.9974601708612331
61,0.19566783178597688,0.20793073177337643,63,14,0.012962962962962963,0.010954616588419406,0.8450704225352114,0.8450704225352114
62,0.20793073177337643,0.2206472381949425,53,23,0.010905349794238683,0.017996870109546165,1.650279032686686,1.650279032686686
63,0.2206472381949425,0.2345165342092514,59,18,0.01213991769547325,0.014084507042253521,1.160181427548341,1.160181427548341
64,0.2345165342092514,0.25411307625472546,52,25,0.010699588477366255,0.019561815336463225,1.8282773564463706,1.8282773564463706
65,0.25411307625472546,0.27468295171856905,57,20,0.011728395061728396,0.01564945226917058,1.3343217197924389,1.3343217197924389
66,0.27468295171856905,0.2947926577180624,51,25,0.010493827160493827,0.019561815336463225,1.8641259320629662,1.8641259320629662
67,0.2947926577180624,0.31604471206665086,42,35,0.008641975308641974,0.027386541471048513,3.1690140845070425,3.1690140845070425
68,0.31604471206665086,0.3429485585540535,44,33,0.00905349794238683,0.025821596244131457,2.8521126760563384,2.8521126760563384
69,0.3429485585540535,0.37620583549141884,34,42,0.0069958847736625515,0.03286384976525822,4.697597348798674,4.697597348798674
70,0.37620583549141884,0.40842901542782795,37,40,0.007613168724279836,0.03129890453834116,4.111153406928055,4.111153406928055
71,0.40842901542782795,0.44877547621727004,35,42,0.00720164609053498,0.03286384976525822,4.563380281690141,4.563380281690141
72,0.44877547621727004,0.4930894590914254,24,53,0.0049382716049382715,0.041471048513302036,8.397887323943662,8.397887323943662
73,0.4930894590914254,0.5407495796680452,18,58,0.003703703703703704,0.04538341158059468,12.253521126760564,12.253521126760564
74,0.5407495796680452,0.6027544625103474,16,61,0.0032921810699588477,0.04773082942097027,14.49823943661972,14.49823943661972
