eta,eta_actual_mean,eta_actual_std,phi_max_mean,phi_max_std,phi_max_median,fdp_true_mean,fdp_true_std,fdp_contaminated_mean,recall_mean,recall_std,rejections_mean,rejections_std,mean_loo_mean,theoretical_phi_ceiling
0.0,0.0,0.0,1576.9857698180956,613.9460766239431,1565.158128611754,0.06063065777119496,0.016753242714528487,0.06063065777119496,0.33436542337372166,0.02806690889719402,205.4,22.177065230147612,1.0,inf
0.05,0.004874724015193467,0.0009672688065929239,168.95616452928698,47.02885375511898,159.52561636256016,0.057954179022232544,0.015819882086478408,0.10721865580968734,0.2941673799364594,0.020277647551505247,180.1,16.11383118800602,1.0,205.13981855859225
0.1,0.00947400745472483,0.0007005705953152867,94.74727433472826,16.61439094053179,93.81665860376506,0.061641504490697815,0.01866133430089515,0.15577725303675258,0.2441014539650967,0.021375122002199202,150.0,15.477582354991865,1.0,105.55195409955952
0.15,0.014573218095580858,0.0006787255035800404,65.63616138998776,13.150529022770524,62.006137596812906,0.05648430712047865,0.011590422523406672,0.20893319403815744,0.212317974020308,0.01121277055989236,129.7,9.043720964784843,1.0,68.6190238450653
0.2,0.019261430317687536,0.0012064191477063953,52.11934196736246,6.559030372583674,52.56753575475338,0.0562959114610058,0.016192248380022718,0.22272933816912727,0.18322222057750664,0.019041702249512592,111.8,11.717034133640173,1.0,51.91722439645161
0.3,0.026829648772019165,0.0008002174487366664,33.360092842477265,3.0360727999621533,33.05297761980589,0.05501610177862611,0.01964075543932404,0.31939149058143257,0.13763760106615938,0.016385446372139297,83.8,9.223159256278008,1.0,37.27219869694706
0.4,0.0343364969681232,0.0009314815334045693,26.56639690011071,2.599403220029954,25.280150294943496,0.06381167318348693,0.02654189487092361,0.4059091521036013,0.1009103780113522,0.013389641196477124,62.1,8.412292592787455,1.0,29.12353001322077
0.5,0.04094778906267475,0.001020227339004964,21.064283049123592,1.5113079951966717,20.509821638927455,0.066692177153756,0.030709090153925537,0.5393688100286085,0.08164811659393297,0.014421428259150609,50.2,7.405703507732702,1.0,24.421342956255792
