eta,eta_actual_mean,eta_actual_std,phi_max_mean,phi_max_std,phi_max_median,fdp_true_mean,fdp_true_std,fdp_contaminated_mean,recall_mean,recall_std,rejections_mean,rejections_std,mean_loo_mean,theoretical_phi_ceiling
0.0,0.0,0.0,326.9787214484187,67.88495616918532,307.82690424978466,0.037222929894082046,0.022402639749543304,0.037222929894082046,0.1963581462850777,0.03245848731679602,137.9,21.33567695460144,1.0,inf
0.05,0.006214565400630132,0.0011958078674147614,112.06151894882473,27.541363430530485,105.07275418980362,0.029138591924105124,0.02512199478993479,0.08047851234361965,0.15724482954615715,0.0235658534724124,109.7,16.09727375123571,1.0,160.91229805041618
0.1,0.011278886246251936,0.0011639696043939493,73.71975756018263,15.064813177654731,72.29441694094606,0.02670341363906615,0.01643512468018758,0.12939062854044786,0.1366995928023069,0.023976018519401784,95.0,15.677301355073133,1.0,88.66123641705386
0.15,0.017731016443163165,0.0015784321051824804,50.15582671597068,6.507381572854714,50.96770029673353,0.025180134323530022,0.018629010787959276,0.19585337563196753,0.11890477039619021,0.024196658950125592,82.4,15.664538862595917,1.0,56.39834598346369
0.2,0.021052150010743294,0.0017396641914895776,39.37210750081149,4.468718517855836,39.138185197373296,0.01979989442476798,0.019242703030776992,0.22681910366043515,0.0990971771405322,0.027990946484314005,68.5,18.980984636677245,1.0,47.50108656311502
0.3,0.030680753591477462,0.0017294500226585283,26.38258567716727,4.198091529260456,25.793833870766505,0.012315126263122568,0.015335131530278347,0.286563758434993,0.06849655445123932,0.020787352866880934,47.1,14.977390367558103,1.0,32.59372352176451
0.4,0.038084131700766036,0.0015036223368712766,20.307714157124575,3.2805911236414134,18.91117632881463,0.006468531468531468,0.014972267675393216,0.4246847853294472,0.050699830762315615,0.017365873735513085,34.5,11.928024890055259,1.0,26.25765523176903
0.5,0.045316705680223904,0.0010906372582837462,16.57526233425874,0.746127808927251,16.728430998436835,0.0074866310160427805,0.0162298461890767,0.4486852783607348,0.038581927048241746,0.005725476403547106,26.4,4.376706016578628,1.0,22.066917376043897
