alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,55,3,3,1,2,0.3333333333333333,0.047619047619047616,0.01818181818181818,0,betting,all,629
0.1,55,3,3,1,2,0.3333333333333333,0.047619047619047616,0.01818181818181818,0,betting,all,629
0.15,55,3,3,1,2,0.3333333333333333,0.047619047619047616,0.01818181818181818,0,betting,all,629
0.2,55,8,12,9,3,0.75,0.07142857142857142,0.09090909090909091,0,betting,all,629
0.05,55,0,0,0,0,0.0,0.0,0.0,1,betting,all,636
0.1,55,4,4,2,2,0.5,0.05714285714285714,0.03636363636363636,1,betting,all,636
0.15,55,8,9,3,6,0.3333333333333333,0.17142857142857143,0.05454545454545454,1,betting,all,636
0.2,55,9,11,3,8,0.2727272727272727,0.22857142857142856,0.05454545454545454,1,betting,all,636
0.05,55,0,0,0,0,0.0,0.0,0.0,2,betting,all,642
0.1,55,3,4,0,4,0.0,0.0851063829787234,0.0,2,betting,all,642
0.15,55,5,8,1,7,0.125,0.14893617021276595,0.01818181818181818,2,betting,all,642
0.2,55,10,15,6,9,0.4,0.19148936170212766,0.07272727272727272,2,betting,all,642
0.05,55,0,0,0,0,0.0,0.0,0.0,3,betting,all,620
0.1,55,1,1,0,1,0.0,0.023255813953488372,0.0,3,betting,all,620
0.15,55,4,6,0,6,0.0,0.13953488372093023,0.0,3,betting,all,620
0.2,55,6,8,1,7,0.125,0.16279069767441862,0.01818181818181818,3,betting,all,620
0.05,55,0,0,0,0,0.0,0.0,0.0,4,betting,all,622
0.1,55,7,8,1,7,0.125,0.175,0.01818181818181818,4,betting,all,622
0.15,55,9,10,2,8,0.2,0.2,0.03636363636363636,4,betting,all,622
0.2,55,10,11,3,8,0.2727272727272727,0.2,0.05454545454545454,4,betting,all,622
