alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,32,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.05,19,3,3,1,2,0.3333333333333333,0.3333333333333333,0.05263157894736842,0,betting,K<=5
0.05,4,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.1,32,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.1,19,3,3,1,2,0.3333333333333333,0.3333333333333333,0.05263157894736842,0,betting,K<=5
0.1,4,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.15,32,0,0,0,0,0.0,0.0,0.0,0,betting,5<K<=30
0.15,19,3,3,1,2,0.3333333333333333,0.3333333333333333,0.05263157894736842,0,betting,K<=5
0.15,4,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.2,32,1,3,3,0,1.0,0.0,0.03125,0,betting,5<K<=30
0.2,19,7,9,6,3,0.6666666666666666,0.5,0.21052631578947367,0,betting,K<=5
0.2,4,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.05,2,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.05,22,0,0,0,0,0.0,0.0,0.0,1,betting,K<=5
0.05,31,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.1,2,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.1,22,4,4,2,2,0.5,0.16666666666666666,0.09090909090909091,1,betting,K<=5
0.1,31,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.15,2,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.15,22,8,9,3,6,0.3333333333333333,0.5,0.13636363636363635,1,betting,K<=5
0.15,31,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.2,2,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.2,22,9,11,3,8,0.2727272727272727,0.6666666666666666,0.13636363636363635,1,betting,K<=5
0.2,31,0,0,0,0,0.0,0.0,0.0,1,betting,5<K<=30
0.05,19,0,0,0,0,0.0,0.0,0.0,2,betting,K<=5
0.05,32,0,0,0,0,0.0,0.0,0.0,2,betting,5<K<=30
0.05,4,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.1,19,3,4,0,4,0.0,0.3333333333333333,0.0,2,betting,K<=5
0.1,32,0,0,0,0,0.0,0.0,0.0,2,betting,5<K<=30
0.1,4,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.15,19,5,8,1,7,0.125,0.5833333333333334,0.05263157894736842,2,betting,K<=5
0.15,32,0,0,0,0,0.0,0.0,0.0,2,betting,5<K<=30
0.15,4,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.2,19,10,15,6,9,0.4,0.75,0.21052631578947367,2,betting,K<=5
0.2,32,0,0,0,0,0.0,0.0,0.0,2,betting,5<K<=30
0.2,4,0,0,0,0,0.0,0.0,0.0,2,betting,K>30
0.05,36,0,0,0,0,0.0,0.0,0.0,3,betting,5<K<=30
0.05,15,0,0,0,0,0.0,0.0,0.0,3,betting,K<=5
0.05,4,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.1,36,0,0,0,0,0.0,0.0,0.0,3,betting,5<K<=30
0.1,15,1,1,0,1,0.0,0.14285714285714285,0.0,3,betting,K<=5
0.1,4,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.15,36,1,3,0,3,0.0,0.08333333333333333,0.0,3,betting,5<K<=30
0.15,15,3,3,0,3,0.0,0.42857142857142855,0.0,3,betting,K<=5
0.15,4,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.2,36,1,3,0,3,0.0,0.08333333333333333,0.0,3,betting,5<K<=30
0.2,15,5,5,1,4,0.2,0.5714285714285714,0.06666666666666667,3,betting,K<=5
0.2,4,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.05,27,0,0,0,0,0.0,0.0,0.0,4,betting,5<K<=30
0.05,23,0,0,0,0,0.0,0.0,0.0,4,betting,K<=5
0.05,5,0,0,0,0,0.0,0.0,0.0,4,betting,K>30
0.1,27,0,0,0,0,0.0,0.0,0.0,4,betting,5<K<=30
0.1,23,7,8,1,7,0.125,0.7,0.043478260869565216,4,betting,K<=5
0.1,5,0,0,0,0,0.0,0.0,0.0,4,betting,K>30
0.15,27,0,0,0,0,0.0,0.0,0.0,4,betting,5<K<=30
0.15,23,9,10,2,8,0.2,0.8,0.08695652173913043,4,betting,K<=5
0.15,5,0,0,0,0,0.0,0.0,0.0,4,betting,K>30
0.2,27,0,0,0,0,0.0,0.0,0.0,4,betting,5<K<=30
0.2,23,10,11,3,8,0.2727272727272727,0.8,0.13043478260869565,4,betting,K<=5
0.2,5,0,0,0,0,0.0,0.0,0.0,4,betting,K>30
