alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,2,0,2,0.0,0.047619047619047616,0.9362956881523132,0,score_oracle
0.1,2,0,2,0.0,0.047619047619047616,0.9362956881523132,0,score_oracle
0.15,2,0,2,0.0,0.047619047619047616,0.9362956881523132,0,score_oracle
0.2,2,0,2,0.0,0.047619047619047616,0.9362956881523132,0,score_oracle
0.05,1,0,1,0.0,0.02857142857142857,0.9492223262786864,1,score_oracle
0.1,1,0,1,0.0,0.02857142857142857,0.9492223262786864,1,score_oracle
0.15,1,0,1,0.0,0.02857142857142857,0.9492223262786864,1,score_oracle
0.2,1,0,1,0.0,0.02857142857142857,0.9492223262786864,1,score_oracle
0.05,3,0,3,0.0,0.06382978723404255,0.9016534090042114,2,score_oracle
0.1,3,0,3,0.0,0.06382978723404255,0.9016534090042114,2,score_oracle
0.15,8,1,7,0.125,0.14893617021276595,0.8210512399673462,2,score_oracle
0.2,8,1,7,0.125,0.14893617021276595,0.8210512399673462,2,score_oracle
0.05,3,0,3,0.0,0.06976744186046512,0.8638532161712646,3,score_oracle
0.1,3,0,3,0.0,0.06976744186046512,0.8638532161712646,3,score_oracle
0.15,3,0,3,0.0,0.06976744186046512,0.8638532161712646,3,score_oracle
0.2,6,1,5,0.16666666666666666,0.11627906976744186,0.8312067985534668,3,score_oracle
0.05,2,0,2,0.0,0.05,0.9342183470726012,4,score_oracle
0.1,10,1,9,0.1,0.225,0.8215677738189697,4,score_oracle
0.15,10,1,9,0.1,0.225,0.8215677738189697,4,score_oracle
0.2,13,2,11,0.15384615384615385,0.275,0.7497025728225708,4,score_oracle
