method,alpha,total_rejections,fdp,recall
betting,0.05,1.3416407864998738,0.14907119849998596,0.021295885499997995
betting,0.1,2.5495097567963922,0.21969043877440114,0.0587659456270839
betting,0.15,2.7748873851023212,0.14244882121894398,0.05742551882089791
betting,0.2,2.5099800796022267,0.23668247725871538,0.06032628303700502
binary,0.05,0.0,0.0,0.0
binary,0.1,2.2360679774997894,0.2683281572999748,0.021295885499997995
binary,0.15,0.0,0.0,0.0
binary,0.2,4.919349550499537,0.3252462512726967,0.031943828249996996
pvalue_bh,0.05,1.0954451150103321,0.11323940663474945,0.03588989875228455
pvalue_bh,0.1,11.269427669584646,0.06448903771098002,0.135133846594245
pvalue_bh,0.15,12.0,0.004065578140908713,0.10224185405415566
pvalue_bh,0.2,14.747881203752625,0.045731775790227885,0.13723838094239188
