method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,2.2,0.0,0.05195754105699677,0.9170485973358155
score_oracle,0.1,3.8,0.02,0.08695754105699677,0.8945184826850892
score_oracle,0.15,4.8,0.045,0.10397881765274146,0.8783980488777161
score_oracle,0.2,6.0,0.08910256410256409,0.12328114323413679,0.8574957251548767
