alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,42,0,0,0,0,0.0,0.0,0.0,0,betting,K>30
0.05,313,60,74,1,73,0.013513513513513514,0.6517857142857143,0.001597444089456869,0,betting,K<=5
0.05,182,20,37,2,35,0.05405405405405406,0.12152777777777778,0.0027472527472527475,0,betting,5<K<=30
0.1,42,1,3,0,3,0.0,0.009523809523809525,0.0,0,betting,K>30
0.1,313,64,80,2,78,0.025,0.6964285714285714,0.004259850905218317,0,betting,K<=5
0.1,182,32,54,3,51,0.05555555555555555,0.17708333333333334,0.004578754578754578,0,betting,5<K<=30
0.15,42,3,8,0,8,0.0,0.025396825396825397,0.0,0,betting,K>30
0.15,313,65,82,4,78,0.04878048780487805,0.6964285714285714,0.009052183173588923,0,betting,K<=5
0.15,182,40,68,3,65,0.04411764705882353,0.22569444444444445,0.004578754578754578,0,betting,5<K<=30
0.2,42,4,10,0,10,0.0,0.031746031746031744,0.0,0,betting,K>30
0.2,313,66,84,4,80,0.047619047619047616,0.7142857142857143,0.009052183173588923,0,betting,K<=5
0.2,182,45,82,7,75,0.08536585365853659,0.2604166666666667,0.016483516483516484,0,betting,5<K<=30
0.05,322,50,57,0,57,0.0,0.7037037037037037,0.0,1,betting,K<=5
0.05,172,17,47,0,47,0.0,0.18503937007874016,0.0,1,betting,5<K<=30
0.05,43,0,0,0,0,0.0,0.0,0.0,1,betting,K>30
0.1,322,52,61,1,60,0.01639344262295082,0.7407407407407407,0.003105590062111801,1,betting,K<=5
0.1,172,30,64,1,63,0.015625,0.24803149606299213,0.005813953488372093,1,betting,5<K<=30
0.1,43,5,26,1,25,0.038461538461538464,0.07692307692307693,0.001937984496124031,1,betting,K>30
0.15,322,53,63,3,60,0.047619047619047616,0.7407407407407407,0.007763975155279503,1,betting,K<=5
0.15,172,33,71,3,68,0.04225352112676056,0.2677165354330709,0.006395348837209303,1,betting,5<K<=30
0.15,43,7,34,2,32,0.058823529411764705,0.09846153846153846,0.007751937984496124,1,betting,K>30
0.2,322,55,66,4,62,0.06060606060606061,0.7654320987654321,0.010869565217391304,1,betting,K<=5
0.2,172,35,78,3,75,0.038461538461538464,0.2952755905511811,0.006395348837209303,1,betting,5<K<=30
0.2,43,8,38,3,35,0.07894736842105263,0.1076923076923077,0.011478831246273108,1,betting,K>30
0.05,179,21,39,3,36,0.07692307692307693,0.14457831325301204,0.0074487895716946,2,betting,5<K<=30
0.05,309,52,54,5,49,0.09259259259259259,0.6125,0.016181229773462782,2,betting,K<=5
0.05,49,2,6,2,4,0.3333333333333333,0.011661807580174927,0.013605442176870748,2,betting,K>30
0.1,179,30,54,3,51,0.05555555555555555,0.20481927710843373,0.0037243947858473,2,betting,5<K<=30
0.1,309,54,57,6,51,0.10526315789473684,0.6375,0.019417475728155338,2,betting,K<=5
0.1,49,5,13,2,11,0.15384615384615385,0.03206997084548105,0.013605442176870748,2,betting,K>30
0.15,179,36,61,3,58,0.04918032786885246,0.23293172690763053,0.0037243947858473,2,betting,5<K<=30
0.15,309,55,58,6,52,0.10344827586206896,0.65,0.019417475728155338,2,betting,K<=5
0.15,49,7,20,2,18,0.1,0.052478134110787174,0.013605442176870748,2,betting,K>30
0.2,179,39,66,4,62,0.06060606060606061,0.24899598393574296,0.009310986964618248,2,betting,5<K<=30
0.2,309,57,60,8,52,0.13333333333333333,0.65,0.025889967637540454,2,betting,K<=5
0.2,49,8,25,2,23,0.08,0.06705539358600583,0.013605442176870748,2,betting,K>30
0.05,168,4,4,0,4,0.0,0.01639344262295082,0.0,3,betting,5<K<=30
0.05,334,27,27,0,27,0.0,0.226890756302521,0.0,3,betting,K<=5
0.05,35,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.1,168,4,4,0,4,0.0,0.01639344262295082,0.0,3,betting,5<K<=30
0.1,334,27,27,0,27,0.0,0.226890756302521,0.0,3,betting,K<=5
0.1,35,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.15,168,4,4,0,4,0.0,0.01639344262295082,0.0,3,betting,5<K<=30
0.15,334,27,27,0,27,0.0,0.226890756302521,0.0,3,betting,K<=5
0.15,35,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.2,168,4,4,0,4,0.0,0.01639344262295082,0.0,3,betting,5<K<=30
0.2,334,27,27,0,27,0.0,0.226890756302521,0.0,3,betting,K<=5
0.2,35,0,0,0,0,0.0,0.0,0.0,3,betting,K>30
0.05,322,49,51,2,49,0.0392156862745098,0.49,0.006211180124223602,4,betting,K<=5
0.05,40,0,0,0,0,0.0,0.0,0.0,4,betting,K>30
0.05,175,19,39,1,38,0.02564102564102564,0.1450381679389313,0.0019047619047619048,4,betting,5<K<=30
0.1,322,56,60,3,57,0.05,0.57,0.009316770186335404,4,betting,K<=5
0.1,40,2,6,0,6,0.0,0.021052631578947368,0.0,4,betting,K>30
0.1,175,30,56,2,54,0.03571428571428571,0.20610687022900764,0.0038095238095238095,4,betting,5<K<=30
0.15,322,57,63,4,59,0.06349206349206349,0.59,0.010869565217391304,4,betting,K<=5
0.15,40,2,6,0,6,0.0,0.021052631578947368,0.0,4,betting,K>30
0.15,175,37,64,2,62,0.03125,0.2366412213740458,0.0038095238095238095,4,betting,5<K<=30
0.2,322,59,67,7,60,0.1044776119402985,0.6,0.017080745341614908,4,betting,K<=5
0.2,40,2,6,0,6,0.0,0.021052631578947368,0.0,4,betting,K>30
0.2,175,42,69,2,67,0.028985507246376812,0.25572519083969464,0.0038095238095238095,4,betting,5<K<=30
