alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,537,80,111,3,108,0.02702702702702703,0.15104895104895105,0.00186219739292365,0,betting
0.1,537,97,137,5,132,0.0364963503649635,0.18461538461538463,0.0040347610180012415,0,betting
0.15,537,108,158,7,151,0.04430379746835443,0.2111888111888112,0.006828057107386715,0,betting
0.2,537,115,176,11,165,0.0625,0.23076923076923078,0.010862818125387955,0,betting
0.05,537,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,537,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,537,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,537,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,537,67,104,0,104,0.0,0.15757575757575756,0.0,1,betting
0.1,537,87,151,3,148,0.019867549668874173,0.22424242424242424,0.003879577901924271,1,betting
0.15,537,93,168,8,160,0.047619047619047616,0.24242424242424243,0.007324643078833023,1,betting
0.2,537,98,182,10,172,0.054945054945054944,0.2606060606060606,0.009485269541135462,1,betting
0.05,537,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,537,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,537,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,537,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,537,75,99,10,89,0.10101010101010101,0.1324404761904762,0.01303538175046555,2,betting
0.1,537,89,124,11,113,0.08870967741935484,0.16815476190476192,0.013656114214773432,2,betting
0.15,537,98,139,11,128,0.07913669064748201,0.19047619047619047,0.013656114214773432,2,betting
0.2,537,104,151,14,137,0.09271523178807947,0.20386904761904762,0.01924270639354438,2,betting
0.05,537,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,537,28,31,10,21,0.3225806451612903,0.03125,0.01675977653631285,2,binary
0.15,537,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,537,41,46,23,23,0.5,0.03422619047619048,0.03910614525139665,2,binary
0.05,537,31,31,0,31,0.0,0.05090311986863711,0.0,3,betting
0.1,537,31,31,0,31,0.0,0.05090311986863711,0.0,3,betting
0.15,537,31,31,0,31,0.0,0.05090311986863711,0.0,3,betting
0.2,537,31,31,0,31,0.0,0.05090311986863711,0.0,3,betting
0.05,537,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,537,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,537,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,537,0,0,0,0,0.0,0.0,0.0,3,binary
0.05,537,68,90,3,87,0.03333333333333333,0.13446676970633695,0.004345127250155183,4,betting
0.1,537,88,122,5,117,0.040983606557377046,0.18083462132921174,0.006828057107386715,4,betting
0.15,537,96,133,6,127,0.045112781954887216,0.19629057187017002,0.00775915580384854,4,betting
0.2,537,103,142,9,133,0.06338028169014084,0.20556414219474498,0.01148355058969584,4,betting
0.05,537,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,537,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,537,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,537,0,0,0,0,0.0,0.0,0.0,4,binary
