seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
13,1606,535,536,18493,6581,6136,5844,4434.95776240888,"{'num_fit_null': 16313, 'num_fit_tp': 2180, 'num_bins_realized': 80, 'max_phi': 426.53256880733943, 'fit_null_phi_mean': 1.0}"
