family_id,dataset,image_id,category_id,category_name,prompt,is_prompt_absent,num_candidates,num_rejected,fp,tp,fdp
lvis:1000:31:110,lvis,1000,31,baboon,baboon,True,30,0,0,0,0.0
lvis:1000:532:109,lvis,1000,532,hamper,hamper,True,38,0,0,0,0.0
lvis:1000:968:108,lvis,1000,968,skirt,skirt,False,55,0,0,0,0.0
lvis:10023:427:1048,lvis,10023,427,eyepatch,eyepatch,True,25,0,0,0,0.0
lvis:10056:173:1052,lvis,10056,173,bus_(vehicle),bus_(vehicle),False,13,0,0,0,0.0
lvis:10084:1032:1056,lvis,10084,1032,sugarcane_(plant),sugarcane_(plant),True,18,0,0,0,0.0
lvis:10092:1119:1059,lvis,10092,1119,triangle_(musical_instrument),triangle_(musical_instrument),True,32,0,0,0,0.0
lvis:10092:1155:1058,lvis,10092,1155,wall_socket,wall_socket,False,32,0,0,0,0.0
lvis:10114:808:1063,lvis,10114,808,ping-pong_ball,ping-pong_ball,True,39,0,0,0,0.0
lvis:10114:818:1061,lvis,10114,818,plate,plate,False,41,0,0,0,0.0
lvis:10114:913:1062,lvis,10114,913,satchel,satchel,True,11,0,0,0,0.0
lvis:1011:664:116,lvis,1011,664,mammoth,mammoth,True,48,0,0,0,0.0
lvis:10130:400:1065,lvis,10130,400,drumstick,drumstick,True,73,0,0,0,0.0
lvis:10136:1150:1068,lvis,10136,1150,waffle_iron,waffle_iron,True,34,0,0,0,0.0
lvis:10136:275:1069,lvis,10136,275,clutch_bag,clutch_bag,True,51,0,0,0,0.0
lvis:10219:262:1071,lvis,10219,262,clarinet,clarinet,True,8,0,0,0,0.0
lvis:10219:378:1070,lvis,10219,378,dog,dog,False,1,0,0,0,0.0
lvis:10244:1133:1073,lvis,10244,1133,umbrella,umbrella,False,6,0,0,0,0.0
lvis:10276:653:1076,lvis,10276,653,log,log,False,67,0,0,0,0.0
lvis:10276:730:1078,lvis,10276,730,octopus_(animal),octopus_(animal),True,8,0,0,0,0.0
lvis:10276:944:1077,lvis,10276,944,shepherd_dog,shepherd_dog,True,8,0,0,0,0.0
lvis:10342:389:1081,lvis,10342,389,dragonfly,dragonfly,True,23,0,0,0,0.0
lvis:10405:1080:1086,lvis,10405,1080,tequila,tequila,True,54,0,0,0,0.0
lvis:10405:382:1087,lvis,10405,382,dollhouse,dollhouse,True,36,0,0,0,0.0
lvis:10566:29:1088,lvis,10566,29,awning,awning,False,15,0,0,0,0.0
lvis:10579:119:1092,lvis,10579,119,bob,bob,True,18,0,0,0,0.0
lvis:10583:1050:1094,lvis,10583,1050,table,table,False,2,0,0,0,0.0
lvis:10583:348:1096,lvis,10583,348,hair_curler,hair_curler,True,20,0,0,0,0.0
lvis:10583:567:1095,lvis,10583,567,hookah,hookah,True,15,0,0,0,0.0
lvis:10591:594:1098,lvis,10591,594,jelly_bean,jelly_bean,True,17,0,0,0,0.0
lvis:10591:616:1099,lvis,10591,616,knitting_needle,knitting_needle,True,9,0,0,0,0.0
lvis:10600:413:1101,lvis,10600,413,eclair,eclair,True,8,0,0,0,0.0
lvis:10621:1118:1105,lvis,10621,1118,trench_coat,trench_coat,True,23,0,0,0,0.0
lvis:10621:269:1104,lvis,10621,269,clippers_(for_plants),clippers_(for_plants),True,45,0,0,0,0.0
lvis:10621:900:1103,lvis,10621,900,saddle_blanket,saddle_blanket,False,22,0,0,0,0.0
lvis:10624:714:1108,lvis,10624,714,neckerchief,neckerchief,True,23,0,0,0,0.0
lvis:10624:743:1107,lvis,10624,743,inkpad,inkpad,True,40,0,0,0,0.0
lvis:10707:106:1110,lvis,10707,106,pirate_flag,pirate_flag,True,41,0,0,0,0.0
lvis:10707:714:1111,lvis,10707,714,neckerchief,neckerchief,True,64,0,0,0,0.0
lvis:10727:381:1114,lvis,10727,381,dollar,dollar,True,61,0,0,0,0.0
lvis:10727:59:1112,lvis,10727,59,baseball_cap,baseball_cap,False,24,0,0,0,0.0
lvis:10764:675:1115,lvis,10764,675,mask,mask,False,3,0,0,0,0.0
lvis:10831:599:1119,lvis,10831,599,joystick,joystick,True,12,0,0,0,0.0
lvis:10831:691:1120,lvis,10831,691,milkshake,milkshake,True,19,0,0,0,0.0
lvis:10903:270:1122,lvis,10903,270,cloak,cloak,True,42,0,0,0,0.0
lvis:10977:920:1125,lvis,10977,920,scarecrow,scarecrow,True,28,0,0,0,0.0
lvis:10995:548:1127,lvis,10995,548,headboard,headboard,False,4,0,0,0,0.0
lvis:11029:234:1131,lvis,11029,234,chalice,chalice,True,28,0,0,0,0.0
lvis:11065:42:1138,lvis,11065,42,ballet_skirt,ballet_skirt,True,19,0,0,0,0.0
lvis:11075:1158:1140,lvis,11075,1158,wardrobe,wardrobe,True,12,0,0,0,0.0
lvis:11075:35:1139,lvis,11075,35,handbag,handbag,False,5,0,0,0,0.0
lvis:11077:13:1144,lvis,11077,13,applesauce,applesauce,True,13,0,0,0,0.0
lvis:11077:992:1143,lvis,11077,992,sparkler_(fireworks),sparkler_(fireworks),True,31,0,0,0,0.0
lvis:11147:245:1147,lvis,11147,245,chinaware,chinaware,True,14,0,0,0,0.0
lvis:11147:265:1146,lvis,11147,265,cleat_(for_securing_rope),cleat_(for_securing_rope),True,15,0,0,0,0.0
lvis:11197:823:1155,lvis,11197,823,plume,plume,True,75,0,0,0,0.0
lvis:11222:123:1158,lvis,11222,123,bolo_tie,bolo_tie,True,9,0,0,0,0.0
lvis:11222:172:1159,lvis,11222,172,burrito,burrito,True,8,0,0,0,0.0
lvis:11256:715:1166,lvis,11256,715,necklace,necklace,False,20,0,0,0,0.0
lvis:11264:86:1169,lvis,11264,86,bell,bell,False,41,0,0,0,0.0
lvis:11294:439:1174,lvis,11294,439,file_(tool),file_(tool),True,25,0,0,0,0.0
lvis:11294:984:1172,lvis,11294,984,solar_array,solar_array,False,13,0,0,0,0.0
lvis:11361:1037:1175,lvis,11361,1037,surfboard,surfboard,False,7,0,0,0,0.0
lvis:11361:599:1177,lvis,11361,599,joystick,joystick,True,11,0,0,0,0.0
lvis:11364:1129:1180,lvis,11364,1129,turnip,turnip,True,7,0,0,0,0.0
lvis:11364:413:1179,lvis,11364,413,eclair,eclair,True,1,0,0,0,0.0
lvis:11364:76:1178,lvis,11364,76,bear,bear,False,1,0,0,0,0.0
lvis:1146:88:123,lvis,1146,88,belt,belt,False,15,0,0,0,0.0
lvis:11494:1011:1184,lvis,11494,1011,steering_wheel,steering_wheel,False,42,0,0,0,0.0
lvis:11496:890:1189,lvis,11496,890,rodent,rodent,True,13,0,0,0,0.0
lvis:11511:435:1191,lvis,11511,435,fig_(fruit),fig_(fruit),True,27,0,0,0,0.0
lvis:11528:969:1195,lvis,11528,969,skullcap,skullcap,True,45,0,0,0,0.0
lvis:11544:416:1197,lvis,11544,416,egg_roll,egg_roll,True,14,0,0,0,0.0
lvis:11567:210:1201,lvis,11567,210,car_battery,car_battery,True,15,0,0,0,0.0
lvis:11567:478:1200,lvis,11567,478,fudge,fudge,True,26,0,0,0,0.0
lvis:11579:431:1204,lvis,11579,431,fedora,fedora,True,11,0,0,0,0.0
lvis:11579:538:1203,lvis,11579,538,handcuff,handcuff,True,23,0,0,0,0.0
lvis:11643:196:1210,lvis,11643,196,candy_bar,candy_bar,True,17,0,0,0,0.0
lvis:11661:651:1213,lvis,11661,651,liquor,liquor,True,39,0,0,0,0.0
lvis:11661:816:1211,lvis,11661,816,pizza,pizza,False,3,0,0,0,0.0
