selected,selected_fraction,threshold,fp,tp,fdp,recall
659,0.01000713710840812,0.5880317687988281,201,458,0.30500758725341426,0.11662846956964604
1317,0.019999088879777686,0.47327476739883423,573,744,0.43507972665148065,0.1894576012223071
1976,0.03000622598818581,0.40216064453125,1024,952,0.5182186234817814,0.24242424242424243
2634,0.03999817775955537,0.35339686274528503,1511,1123,0.5736522399392558,0.28596893302775656
3293,0.050005314867963495,0.3191014528274536,2015,1278,0.611904038870331,0.3254392666157372
3951,0.05999726663933306,0.28968551754951477,2542,1409,0.6433814224247026,0.35879806468041764
4610,0.07000440374774118,0.2671603858470917,3081,1529,0.6683297180043384,0.38935574229691877
5268,0.07999635551911075,0.24693095684051514,3634,1634,0.6898253606681852,0.41609371021135727
5927,0.09000349262751887,0.2303181290626526,4191,1736,0.7071030875653788,0.44206773618538325
6585,0.09999544439888844,0.215967059135437,4762,1823,0.7231586940015186,0.4642220524573466
7244,0.11000258150729655,0.20380283892154694,5342,1902,0.7374378796245168,0.48433919022154315
7902,0.11999453327866612,0.19372804462909698,5910,1992,0.7479119210326499,0.5072574484339191
8561,0.13000167038707425,0.18474464118480682,6501,2060,0.7593739049176498,0.5245734657499364
9219,0.1399936221584438,0.17656433582305908,7087,2132,0.7687384748888165,0.5429080723198371
9878,0.15000075926685194,0.16929097473621368,7695,2183,0.7790038469325774,0.5558950853068501
10536,0.1599927110382215,0.16259528696537018,8298,2238,0.7875854214123007,0.5699006875477464
11195,0.1699998481466296,0.15627358853816986,8901,2294,0.7950870924519875,0.5841609371021136
11854,0.18000698525503775,0.15059581398963928,9521,2333,0.8031887970305382,0.5940921823274764
12512,0.1899989370264073,0.1457507461309433,10119,2393,0.8087436061381074,0.609371021135727
13171,0.20000607413481541,0.1414579451084137,10742,2429,0.8155796826360945,0.6185383244206774
13829,0.209998025906185,0.1372629553079605,11357,2472,0.8212452093426856,0.6294881588999236
14488,0.2200051630145931,0.13335905969142914,11972,2516,0.8263390392048592,0.6406926406926406
15146,0.2299971147859627,0.12974479794502258,12587,2559,0.8310445001980721,0.6516424751718869
15805,0.2400042518943708,0.1261725127696991,13221,2584,0.8365074343562164,0.658008658008658
16463,0.24999620366574035,0.12290539592504501,13850,2613,0.8412804470631112,0.6653934300993124
17122,0.2600033407741485,0.1199122741818428,14473,2649,0.8452867655647704,0.6745607333842628
17780,0.2699952925455181,0.11717969924211502,15093,2687,0.8488751406074241,0.6842373312961548
18439,0.2800024296539262,0.11456333845853806,15725,2714,0.852811974619014,0.6911128087598676
19097,0.2899943814252957,0.11210479587316513,16362,2735,0.8567837880295335,0.6964604023427553
19756,0.3000015185337039,0.10966943204402924,16989,2767,0.85994128366066,0.7046091163738223
20414,0.3099934703050734,0.10737066715955734,17616,2798,0.8629371999608112,0.7125031830914184
21073,0.3200006074134815,0.10526160150766373,18251,2822,0.8660845631851184,0.7186147186147186
21731,0.3299925591848511,0.10328523069620132,18881,2850,0.8688509502553955,0.7257448433919023
22390,0.3399996962932592,0.10123205184936523,19515,2875,0.8715944618133095,0.7321110262286733
23049,0.3500068334016673,0.09932826459407806,20153,2896,0.8743546357759556,0.737458619811561
23707,0.3599987851730369,0.09754215180873871,20786,2921,0.876787446745687,0.7438248026483321
24366,0.370005922281445,0.09584575146436691,21423,2943,0.8792169416399902,0.7494270435446906
25024,0.3799978740528146,0.09421446174383163,22047,2977,0.8810342071611253,0.7580850522026993
25683,0.3900050111612227,0.09260005503892899,22678,3005,0.8829965346727408,0.7652151769798828
26341,0.3999969629325923,0.09105797857046127,23312,3029,0.8850081621806309,0.7713267125031831
27000,0.4100041000410004,0.08965599536895752,23955,3045,0.8872222222222222,0.7754010695187166
27658,0.41999605181237,0.08824767917394638,24595,3063,0.889254465254176,0.7799847211611918
28317,0.4300031889207781,0.08701401948928833,25227,3090,0.8908782710032842,0.7868601986249045
28975,0.4399951406921477,0.08570431172847748,25863,3112,0.8925970664365832,0.792462439521263
29634,0.4500022778005558,0.08436932414770126,26507,3127,0.8944793143011406,0.7962821492233257
30292,0.4599942295719254,0.08320298045873642,27145,3147,0.8961111844711475,0.8013750954927426
30951,0.4700013666803335,0.0820135623216629,27782,3169,0.8976123550127622,0.8069773363891011
31609,0.479993318451703,0.08084467053413391,28425,3184,0.8992691954822993,0.8107970460911638
32268,0.4900004555601112,0.07978580892086029,29061,3207,0.9006136110078096,0.8166539343009931
32926,0.4999924073314807,0.07875986397266388,29695,3231,0.9018708619328191,0.8227654698242933
33585,0.5099995444398888,0.07769393920898438,30335,3250,0.903230608902784,0.8276037687802393
34244,0.520006681548297,0.0767323300242424,30982,3262,0.9047424366312347,0.8306595365418895
34902,0.5299986333196666,0.0758017897605896,31620,3282,0.9059652741963211,0.8357524828113063
35561,0.5400057704280746,0.07480285316705704,32262,3299,0.9072298304322151,0.8400814871403107
36219,0.5499977221994442,0.07388024777173996,32906,3313,0.9085286727960463,0.8436465495289025
36878,0.5600048593078524,0.07301069796085358,33541,3337,0.9095124464450349,0.8497580850522027
37536,0.569996811079222,0.0721592977643013,34183,3353,0.91067242114237,0.8538324420677362
38195,0.58000394818763,0.07137712091207504,34832,3363,0.9119518261552559,0.8563789152024446
38853,0.5899958999589996,0.07062169164419174,35476,3377,0.9130826448408103,0.8599439775910365
39512,0.6000030370674078,0.06991653144359589,36119,3393,0.9141273537153269,0.8640183346065698
40170,0.6099949888387772,0.069193035364151,36766,3404,0.9152601443863579,0.8668194550547492
40829,0.6200021259471854,0.06847712397575378,37411,3418,0.9162849935095153,0.870384517443341
41487,0.629994077718555,0.06771644204854965,38055,3432,0.9172752910550293,0.8739495798319328
42146,0.640001214826963,0.0670400932431221,38700,3446,0.9182366060836141,0.8775146422205246
42804,0.6499931665983326,0.06640051305294037,39349,3455,0.9192832445565835,0.8798064680417622
43463,0.6600003037067408,0.06578565388917923,39989,3474,0.9200699445505373,0.8846447669977082
44122,0.6700074408151488,0.06513107568025589,40629,3493,0.9208331444630796,0.8894830659536542
44780,0.6799993925865184,0.06450822204351425,41271,3509,0.9216391246092005,0.8935574229691877
45439,0.6900065296949266,0.06391587853431702,41911,3528,0.9223574462466163,0.8983957219251337
46097,0.6999984814662962,0.06332672387361526,42556,3541,0.9231837212833807,0.9017061370002546
46756,0.7100056185747042,0.06272360682487488,43208,3548,0.92411669090598,0.9034886681945505
47414,0.7199975703460738,0.06212789565324783,43849,3565,0.9248112371873286,0.9078176725235548
48073,0.730004707454482,0.06155383586883545,44497,3576,0.9256131300314105,0.9106187929717342
48731,0.7399966592258516,0.06098909676074982,45147,3584,0.926453386961072,0.9126559714795008
49390,0.7500037963342596,0.06040475144982338,45780,3610,0.9269082810285483,0.9192768016297428
50048,0.7599957481056292,0.059878699481487274,46424,3624,0.9275895140664961,0.9228418640183346
50707,0.7700028852140374,0.05938946455717087,47060,3647,0.9280769913424182,0.928698752228164
51365,0.7799948369854068,0.05891474708914757,47707,3658,0.9287841915701353,0.9314998726763433
52024,0.790001974093815,0.05842907354235649,48346,3678,0.9293018606796863,0.9365928189457601
52682,0.7999939258651846,0.057933926582336426,48988,3694,0.9298811738354656,0.9406671759612936
53341,0.8100010629735926,0.05745827779173851,49641,3700,0.9306349712228867,0.9421950598421187
53999,0.8199930147449622,0.057003166526556015,50285,3714,0.931220948536084,0.9457601222307105
54658,0.8300001518533704,0.05655916407704353,50927,3731,0.9317391781623916,0.9500891265597148
55317,0.8400072889617785,0.056110963225364685,51572,3745,0.9322992931648498,0.9536541889483066
55975,0.849999240733148,0.055661484599113464,52215,3760,0.9328271549799018,0.9574738986503692
56634,0.8600063778415562,0.055206988006830215,52868,3766,0.93350284281527,0.9590017825311943
57292,0.8699983296129258,0.05477004870772362,53510,3782,0.9339872931648397,0.9630761395467278
57951,0.8800054667213338,0.05438477173447609,54158,3793,0.9345481527497368,0.965877259994907
58609,0.8899974184927034,0.053986161947250366,54805,3804,0.9350952925318637,0.9686783804430863
59268,0.9000045556011116,0.05358432978391647,55459,3809,0.9357326044408449,0.9699516170104405
59926,0.9099965073724812,0.05319352447986603,56106,3820,0.9362547141474485,0.9727527374586198
60585,0.9200036444808892,0.05277455598115921,56748,3837,0.9366674919534538,0.9770817417876242
61243,0.9299955962522588,0.05242658406496048,57395,3848,0.9371683294417321,0.9798828622358035
61902,0.940002733360667,0.05207660049200058,58037,3865,0.9375625989467222,0.9842118665648077
62560,0.9499946851320366,0.051711440086364746,58680,3880,0.9379795396419437,0.9880315762668704
63219,0.9600018222404446,0.051353927701711655,59332,3887,0.9385153197614641,0.9898141074611663
63877,0.9699937740118142,0.051003701984882355,59979,3898,0.9389764704040579,0.9926152279093455
64536,0.9800009111202224,0.050663966685533524,60625,3911,0.9393981653650676,0.9959256429844665
65194,0.9899928628915918,0.0503239706158638,61280,3914,0.9399638003497255,0.996689584924879
65853,1.0,0.050000790506601334,61926,3927,0.9403671814495923,1.0
