prompt,sum_phi,n_null,min_null
tequila,206.98485113238368,225,100
cloak,131.71946399174712,183,100
cake,273.0741373350211,178,100
cockroach,201.20048049004504,167,100
stew,164.19241579732602,157,100
grits,126.8502414530507,145,100
subwoofer,150.12902784214566,144,100
motorcycle,80.12965800869084,130,100
plume,135.205562486852,126,100
chinaware,107.91837898163975,119,100
knife,85.53365781412693,118,100
date_(fruit),82.2404954332361,118,100
box,83.54994870891498,117,100
wooden_leg,64.84508042127607,107,100
onion,66.8904149400775,104,100
armor,118.34225780222799,103,100
spear,81.82052253606034,103,100
penny_(coin),73.8067433922571,103,100
crowbar,57.87539957896121,92,100
rearview_mirror,74.86097430210067,88,100
pegboard,73.38343250485067,87,100
rat,72.77232675178895,87,100
joystick,86.62876876427629,86,100
button,49.83621297955864,84,100
rodent,133.93117826217457,83,100
trench_coat,73.03128670567297,82,100
pendulum,49.003133650124816,81,100
gravy_boat,61.64449250955075,80,100
inkpad,67.63400605477774,78,100
tachometer,46.3450524368439,77,100
patty_(food),55.78235403344372,70,100
candy_bar,72.81048388008708,69,100
headlight,68.82050510185627,69,100
dagger,42.86926439908347,66,100
apricot,100.41591618654788,65,100
quesadilla,63.98704824921435,65,100
dove,56.94049725346954,65,100
pin_(non_jewelry),36.34548859031297,65,100
wine_bottle,45.197097853857464,64,100
puffin,130.76055426741257,63,100
shawl,50.38660379104547,62,100
earplug,48.7629499362226,62,100
bowling_ball,70.3296458232617,61,100
baseball_cap,42.97933650647556,61,100
plastic_bag,48.91493811158049,60,100
bolt,38.23816575039427,60,100
ferret,92.0012309425432,58,100
brass_plaque,74.89973546942154,56,100
waffle_iron,42.342710647017725,56,100
hourglass,55.12386489043152,55,100
drumstick,46.37441262752853,54,100
pocket_watch,44.8687880518057,54,100
bookmark,41.04770103123594,54,100
octopus_(food),36.495784467753914,54,100
blimp,52.238335835938436,53,100
beachball,46.247893819934646,53,100
bedpan,44.08854725516638,53,100
paperback_book,36.715029126745996,53,100
stagecoach,56.4887526661359,52,100
pencil_box,52.6008700778828,52,100
first-aid_kit,44.1542658920228,52,100
surfboard,77.09481088885228,51,100
pencil_sharpener,47.407176531266835,51,100
hat,38.28919599831071,51,100
chaise_longue,25.92214991059912,51,100
pipe,73.213395818344,50,100
soup_bowl,40.05490843298118,49,100
chime,34.17066289381619,49,100
nutcracker,33.59179346019356,49,100
jelly_bean,47.13710762168397,48,100
hand_glass,43.866846148294364,48,100
hot-air_balloon,41.37547334785973,48,100
telephoto_lens,39.16175620653627,48,100
curling_iron,36.29042471029482,48,100
Tabasco_sauce,32.99504778527801,48,100
nosebag_(for_animals),32.092934585602606,48,100
cow,47.82631580120474,47,100
wineglass,46.11104385706593,47,100
vat,49.85433049137704,46,100
clementine,49.300432710452895,46,100
passenger_ship,33.350052124986235,46,100
power_shovel,31.440008748715346,46,100
street_sign,31.261386196954017,46,100
banjo,30.141459276426172,46,100
drone,50.57995369926411,45,100
futon,50.10519721617536,45,100
rag_doll,41.559532374418,45,100
cargo_ship,32.614695773658894,45,100
person,162.12429815661332,44,100
carnation,49.05997701921524,44,100
harmonium,48.7061164691526,44,100
knocker_(on_a_door),40.62743318856362,44,100
vodka,45.80629598747986,43,100
cigar_box,35.73656398917282,43,100
scarecrow,63.35448833508405,42,100
stylus,30.760360095931876,42,100
cocoa_(beverage),29.591917276061604,42,100
comic_book,45.32469676316367,41,100
locker,38.111883398556145,41,100
pennant,30.989277000474345,41,100
dropper,28.869894381704306,41,100
plate,25.460339693320407,41,100
elevator_car,24.099850411058558,41,100
diary,51.547851026123276,40,100
combination_lock,33.54061545334954,40,100
gorilla,65.55951730947608,39,100
bonnet,26.769843593569263,39,100
salad_plate,22.657466463649605,39,100
mammoth,42.45645712279261,38,100
cylinder,30.27750048968456,38,100
bottle_cap,29.696824413136472,38,100
milestone,28.904544003017847,38,100
shoe,28.56782582252744,38,100
hookah,53.14273174268788,37,100
beetle,49.007407111767286,37,100
coloring_material,43.25124946366127,37,100
seaplane,41.26980335740841,37,100
horse,36.69997261341602,37,100
doughnut,29.249780646043874,37,100
toy,24.815447392450743,37,100
swimsuit,51.61166883470159,36,100
masher,43.75702459044519,36,100
sunglasses,36.58963342179924,36,100
goggles,35.55668948594333,36,100
chalice,30.75777464054995,36,100
birthday_card,28.183076358837642,36,100
bracelet,26.296048742134726,36,100
hockey_stick,20.866194039206356,36,100
playpen,38.1089277558412,35,100
short_pants,31.666299427228154,35,100
pool_table,30.669052010028746,35,100
rib_(food),28.19826813576509,35,100
license_plate,27.474616457299536,35,100
snake,25.93898366557326,35,100
generator,25.80312111973554,35,100
boxing_glove,25.51738531745323,35,100
crape,206.5339608223129,34,100
matchbox,37.34704631945781,34,100
water_bottle,32.316526711214685,34,100
beanie,22.0965597381753,34,100
tennis_racket,33.58373611773603,33,100
stirrer,27.555171898843994,33,100
flash,25.461366944775087,33,100
bell,25.260471736983693,33,100
string_cheese,24.47312859617941,33,100
puncher,43.719723569964266,32,100
football_helmet,40.120769429240205,31,100
fishbowl,31.02053382650886,31,100
coverall,30.92629304573946,31,100
egg_roll,23.911645729604768,31,100
wristlet,22.049485907572006,31,100
lemonade,56.76953747445124,30,100
hamper,38.373800877761695,30,100
steering_wheel,25.50612456525831,30,100
water_gun,24.031261816429847,30,100
ski_parka,22.546599324967673,30,100
tomato,19.163782470548046,30,100
broach,16.873585661238064,30,100
shirt,15.184658831130518,30,100
fedora,65.8592272897348,29,100
diving_board,35.41644638329341,29,100
cabinet,32.6720771835995,29,100
keg,27.05718546525894,29,100
ice_skate,19.65508016045304,29,100
lasagna,71.79042919794358,28,100
houseboat,65.08600274622992,28,100
hotplate,52.617077470862554,28,100
space_shuttle,39.291455305030055,28,100
popsicle,23.184881220337388,28,100
race_car,19.485285623762483,28,100
dinghy,66.18452080826255,27,100
shepherd_dog,45.41906923607401,27,100
cornbread,30.807030856467946,27,100
pitchfork,24.340816294499824,27,100
shower_cap,23.76495365189177,27,100
ping-pong_ball,19.816085801305324,27,100
necktie,11.607400794372504,27,100
mallet,33.28894666649972,26,100
radar,30.747307219282213,26,100
leather,28.34667337389292,26,100
turnip,24.832706056291062,26,100
hair_curler,20.87781058260989,26,100
pirate_flag,20.50647453345092,26,100
bread-bin,16.215002803658244,26,100
pantyhose,58.95006102254139,25,100
saucepan,42.95167952354855,25,100
roller_skate,39.32679216580063,25,100
chap,35.98776668688564,25,100
cream_pitcher,32.23279591581977,25,100
wet_suit,31.846183557202913,25,100
knitting_needle,26.31211267652341,25,100
reflector,21.581151495764406,25,100
electric_chair,20.065382990641144,25,100
tights_(clothing),20.012813943683845,25,100
milkshake,18.249151376705836,25,100
puppet,65.80719336629033,24,100
eyepatch,30.984964004157998,24,100
pistol,24.783416083893552,24,100
coffee_table,20.078114271936503,24,100
bass_horn,17.6465534225783,24,100
compass,29.87666257799437,23,100
gasmask,28.31108185828615,23,100
log,20.381389123745766,23,100
Bible,20.181774882698743,23,100
dragonfly,20.062089668728444,23,100
bird,18.7319497212522,23,100
chocolate_mousse,18.47138538570838,23,100
lawn_mower,17.008169708901825,23,100
cooler_(for_food),16.965599973890793,23,100
sawhorse,68.55550208969923,22,100
funnel,47.21461372867113,22,100
baguet,31.585845876078757,22,100
sofa_bed,23.314555106091255,22,100
crawfish,14.17737189062644,22,100
lamppost,10.98780579754066,22,100
paperweight,62.28428564231407,21,100
file_(tool),15.61967734959096,21,100
convertible_(automobile),57.040430644476544,20,100
burrito,37.42922790834946,20,100
basket,22.238146614093417,20,100
saddle_blanket,18.549199663012672,20,100
tennis_ball,13.600555952709723,20,100
potato,13.19751402393603,20,100
headset,9.826800679534934,20,100
trousers,16.306065571675695,19,100
crabmeat,16.0200561643268,19,100
carrot,15.940191709036627,19,100
jacket,9.079340158477724,19,100
koala,46.221382527305344,18,100
lampshade,23.00695818847855,18,100
bob,21.22423287442985,18,100
lab_coat,20.09460579651651,18,100
spoon,14.090246844051276,18,100
mouse_(computer_equipment),13.387340151491163,18,100
backpack,12.245792370763134,18,100
airplane,11.20231707354504,18,100
hummus,32.62495747701833,17,100
tobacco_pipe,19.096778813916224,17,100
poster,18.92505809049825,17,100
skullcap,18.599577548731627,17,100
checkbook,17.778176423593173,17,100
checkerboard,17.01780477004013,17,100
shaver_(electric),15.68996891611177,17,100
pillow,15.186834808517498,17,100
horse_buggy,14.910776589136875,17,100
computer_keyboard,13.616037997145984,17,100
octopus_(animal),26.202664133220413,16,100
gemstone,25.72756230149775,16,100
bagpipe,17.947140180666626,16,100
steak_knife,16.57213540550794,16,100
soya_milk,15.414276528021198,16,100
tag,14.454788982713383,16,100
shot_glass,13.002651329194608,16,100
ski_boot,12.706897598899417,16,100
microscope,49.25589545452442,15,100
weathervane,20.950496112100478,15,100
wheel,20.061465598841206,15,100
peanut_butter,17.251188418887303,15,100
die,17.220761600004284,15,100
car_battery,15.949178489790047,15,100
broccoli,14.258354124963205,15,100
cooking_utensil,14.224462226293381,15,100
television_set,8.423782790825731,15,100
cleat_(for_securing_rope),47.54352456259478,14,100
