seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,sum_phi,0.5,3622,433,715,112,3,109,0.026785714285714284,0.0026070763500931097,0.2517321016166282,111,3,108,0.02702702702702703,0.0026070763500931097,0.15104895104895105,0.24480369515011546
0,0.1,sum_phi,0.5,3622,433,715,142,4,138,0.028169014084507043,0.0032278088144009932,0.3187066974595843,133,4,129,0.03007518796992481,0.0032278088144009932,0.18041958041958042,0.29330254041570436
0,0.15,sum_phi,0.5,3622,433,715,167,9,158,0.05389221556886228,0.009062693978895095,0.3648960739030023,156,6,150,0.038461538461538464,0.006021104903786468,0.2097902097902098,0.3371824480369515
0,0.2,sum_phi,0.5,3622,433,715,179,12,167,0.0670391061452514,0.01365611421477343,0.3856812933025404,173,8,165,0.046242774566473986,0.008690254500310366,0.23076923076923078,0.371824480369515
1,0.05,sum_phi,0.5,3551,425,660,104,0,104,0.0,0.0,0.2447058823529412,96,1,95,0.010416666666666666,0.00186219739292365,0.14393939393939395,0.2235294117647059
1,0.1,sum_phi,0.5,3551,425,660,158,6,152,0.0379746835443038,0.004519409826672397,0.35764705882352943,155,6,149,0.03870967741935484,0.004519409826672397,0.22575757575757577,0.34823529411764703
1,0.15,sum_phi,0.5,3551,425,660,176,6,170,0.03409090909090909,0.004519409826672397,0.4,174,7,167,0.040229885057471264,0.006381607219596047,0.25303030303030305,0.3905882352941176
1,0.2,sum_phi,0.5,3551,425,660,194,10,184,0.05154639175257732,0.011020171634696773,0.4329411764705882,193,10,183,0.05181347150259067,0.011020171634696773,0.2772727272727273,0.4211764705882353
2,0.05,sum_phi,0.5,3351,407,672,105,10,95,0.09523809523809523,0.011793916821849782,0.2334152334152334,102,9,93,0.08823529411764706,0.0111731843575419,0.13839285714285715,0.22604422604422605
2,0.1,sum_phi,0.5,3351,407,672,132,11,121,0.08333333333333333,0.013656114214773432,0.2972972972972973,118,11,107,0.09322033898305085,0.013656114214773432,0.15922619047619047,0.257985257985258
2,0.15,sum_phi,0.5,3351,407,672,148,15,133,0.10135135135135136,0.015828677839851025,0.32678132678132676,136,12,124,0.08823529411764706,0.01551831160769708,0.18452380952380953,0.29484029484029484
2,0.2,sum_phi,0.5,3351,407,672,157,17,140,0.10828025477707007,0.019553072625698324,0.343980343980344,144,13,131,0.09027777777777778,0.01738050900062073,0.1949404761904762,0.31203931203931207
3,0.05,sum_phi,0.5,4118,384,609,129,2,127,0.015503875968992248,0.002793296089385475,0.3307291666666667,120,2,118,0.016666666666666666,0.002793296089385475,0.19376026272577998,0.3046875
