alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.02847025199913585,0.02050421341650332,0.004031657355679702,109.2,0.24904653477325417,0.02741385459262589,0.004217877094972067,104.0,0.2342556999070066,1.0631
0.1,20,0.037255214284045414,0.01755477406877612,0.005946208250677524,139.55,0.31494341975757956,0.039629685549485434,0.0064841763864110225,134.0,0.2968800415666391,1.0608
0.15,20,0.04856402727805132,0.023002909928823968,0.008490882178033015,157.45,0.3511907934945774,0.050699711896335084,0.00948146773565768,152.45,0.33199518583113513,1.0578
0.2,20,0.06199729915762266,0.021087399828156394,0.012434132182735534,170.75,0.3753776880669412,0.059829906010127776,0.012492396389044433,166.85,0.358118418913281,1.0482
