method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,9.65,0.0,0.02446055585603051,0.8804226458072663
score_oracle,0.1,14.2,0.06945387945387946,0.032836292590763615,0.8441645562648773
score_oracle,0.15,16.5,0.1288789336551485,0.036111158590128534,0.8225469946861267
score_oracle,0.2,22.05,0.19192705314028843,0.04526626249792785,0.7802164375782012
