alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,130,6,124,0.046153846153846156,0.2938388625592417,0.7042409777641296,0,score_oracle
0.1,188,18,170,0.09574468085106383,0.4028436018957346,0.6131073236465454,0,score_oracle
0.15,245,36,209,0.1469387755102041,0.495260663507109,0.5104900002479553,0,score_oracle
0.2,292,58,234,0.19863013698630136,0.5545023696682464,0.4606910049915313,0,score_oracle
0.05,196,9,187,0.04591836734693878,0.4628712871287129,0.619971513748169,1,score_oracle
0.1,261,26,235,0.09961685823754789,0.5816831683168316,0.509839653968811,1,score_oracle
0.15,292,43,249,0.14726027397260275,0.6163366336633663,0.4753493666648865,1,score_oracle
0.2,340,68,272,0.2,0.6732673267326733,0.4167659878730774,1,score_oracle
0.05,64,3,61,0.046875,0.15762273901808785,0.8213616609573364,2,score_oracle
0.1,183,18,165,0.09836065573770492,0.4263565891472868,0.5946003198623657,2,score_oracle
0.15,231,34,197,0.1471861471861472,0.5090439276485789,0.5191488862037659,2,score_oracle
0.2,271,54,217,0.1992619926199262,0.5607235142118863,0.4664231240749359,2,score_oracle
0.05,146,7,139,0.04794520547945205,0.39714285714285713,0.6896008253097534,3,score_oracle
0.1,193,19,174,0.09844559585492228,0.49714285714285716,0.5897397398948669,3,score_oracle
0.15,230,34,196,0.14782608695652175,0.56,0.5104900002479553,3,score_oracle
0.2,261,52,209,0.19923371647509577,0.5971428571428572,0.4719538688659668,3,score_oracle
0.05,160,8,152,0.05,0.4,0.6040074229240417,4,score_oracle
0.1,198,19,179,0.09595959595959595,0.4710526315789474,0.533422589302063,4,score_oracle
0.15,237,35,202,0.14767932489451477,0.531578947368421,0.495160847902298,4,score_oracle
0.2,265,53,212,0.2,0.5578947368421052,0.4761933088302612,4,score_oracle
