alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,537,84,114,6,108,0.05263157894736842,0.2559241706161137,0.00819366852886406,0,betting,all,5354
0.1,537,102,145,8,137,0.05517241379310345,0.3246445497630332,0.010676598386095594,0,betting,all,5354
0.15,537,114,171,11,160,0.06432748538011696,0.3791469194312796,0.014276846679081317,0,betting,all,5354
0.2,537,119,183,13,170,0.07103825136612021,0.4028436018957346,0.01613904407200497,0,betting,all,5354
0.05,537,64,96,1,95,0.010416666666666666,0.23514851485148514,0.00186219739292365,1,betting,all,5492
0.1,537,87,158,7,151,0.04430379746835443,0.37376237623762376,0.004705629565964762,1,betting,all,5492
0.15,537,96,177,8,169,0.04519774011299435,0.4183168316831683,0.005326362030272645,1,betting,all,5492
0.2,537,106,197,14,183,0.07106598984771574,0.452970297029703,0.0146034908604741,1,betting,all,5492
0.05,537,73,97,11,86,0.1134020618556701,0.2222222222222222,0.013656114214773432,2,betting,all,4803
0.1,537,86,117,13,104,0.1111111111111111,0.268733850129199,0.016139044072004966,2,betting,all,4803
0.15,537,93,134,13,121,0.09701492537313433,0.31266149870801035,0.015983860955927992,2,betting,all,4803
0.2,537,98,141,16,125,0.11347517730496454,0.32299741602067183,0.02063935443823712,2,betting,all,4803
0.05,537,88,122,6,116,0.04918032786885246,0.3314285714285714,0.009000620732464309,3,betting,all,6375
0.1,537,104,146,12,134,0.0821917808219178,0.38285714285714284,0.018311607697082555,3,betting,all,6375
0.15,537,112,166,16,150,0.0963855421686747,0.42857142857142855,0.021725636250775917,3,betting,all,6375
0.2,537,118,175,20,155,0.11428571428571428,0.44285714285714284,0.026846679081315956,3,betting,all,6375
0.05,537,72,94,3,91,0.031914893617021274,0.2394736842105263,0.00558659217877095,4,betting,all,5914
0.1,537,90,124,7,117,0.056451612903225805,0.3078947368421053,0.010552451893234015,4,betting,all,5914
0.15,537,100,141,12,129,0.0851063829787234,0.3394736842105263,0.01707014276846679,4,betting,all,5914
0.2,537,106,150,14,136,0.09333333333333334,0.35789473684210527,0.019863438857852266,4,betting,all,5914
