method,alpha,total_rejections,fdp,recall
betting,0.05,12.601587201618692,0.038438076392187506,0.04340159478615306
betting,0.1,16.95582495781317,0.026936757168642612,0.0473482548471648
betting,0.15,19.097120201747696,0.022429041394945046,0.04977358843834056
betting,0.2,23.24220299369231,0.021419592252193087,0.05538364301737085
binary,0.05,0.0,0.0,0.0
binary,0.1,0.0,0.0,0.0
binary,0.15,0.0,0.0,0.0
binary,0.2,24.26520142096496,0.23348961339152516,0.034286016242496824
pvalue_bh,0.05,20.092287077383702,0.02123268713638599,0.05509616609287733
pvalue_bh,0.1,16.468151080191124,0.06195086732410865,0.06363132067735386
pvalue_bh,0.15,30.558141304732526,0.07466512241965718,0.05320279641622705
pvalue_bh,0.2,62.010482984734125,0.08364837317621789,0.05065921146838182
