bin,left,right,null_count,tp_count,p0,p1,raw_phi,phi
0,0.0500020310282707,0.05055752014741294,77,5,0.014700267277586864,0.003940110323089046,0.2680298424979276,0.2680298424979276
1,0.05055752014741294,0.051095203123986695,71,10,0.013554791905307369,0.007880220646178092,0.5813605034462092,0.5813605034462092
2,0.051095203123986695,0.0516615423373878,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
3,0.0516615423373878,0.052141975611448226,76,6,0.014509354715540282,0.004728132387706856,0.3258678611422173,0.3258678611422173
4,0.052141975611448226,0.052682496607303564,77,4,0.014700267277586864,0.0031520882584712374,0.21442387399834212,0.21442387399834212
5,0.052682496607303564,0.053240378573536806,77,4,0.014700267277586864,0.0031520882584712374,0.21442387399834212,0.21442387399834212
6,0.053240378573536806,0.053897253982722736,81,1,0.015463917525773196,0.0007880220646178094,0.050958760178618334,0.050958760178618334
7,0.053897253982722736,0.0544632129371166,75,6,0.0143184421534937,0.004728132387706856,0.3302127659574468,0.3302127659574468
8,0.0544632129371166,0.0550921178422868,76,5,0.014509354715540282,0.003940110323089046,0.27155655095184766,0.27155655095184766
9,0.0550921178422868,0.055823387578129754,76,6,0.014509354715540282,0.004728132387706856,0.3258678611422173,0.3258678611422173
10,0.055823387578129754,0.05652668764814731,72,9,0.013745704467353952,0.0070921985815602835,0.5159574468085106,0.5159574468085106
11,0.05652668764814731,0.05724226199090478,75,6,0.0143184421534937,0.004728132387706856,0.3302127659574468,0.3302127659574468
12,0.05724226199090478,0.057849609758704845,79,3,0.015082092401680031,0.002364066193853428,0.1567465661190412,0.1567465661190412
13,0.057849609758704845,0.05859488286077975,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
14,0.05859488286077975,0.05932503379881375,76,5,0.014509354715540282,0.003940110323089046,0.27155655095184766,0.27155655095184766
15,0.05932503379881375,0.0601136647164821,79,3,0.015082092401680031,0.002364066193853428,0.1567465661190412,0.1567465661190412
16,0.0601136647164821,0.060846751462668165,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
17,0.060846751462668165,0.06190891340374944,79,2,0.015082092401680031,0.0015760441292356187,0.10449771074602747,0.10449771074602747
18,0.06190891340374944,0.06285342723131172,78,4,0.014891179839633447,0.0031520882584712374,0.21167484997272235,0.21167484997272235
19,0.06285342723131172,0.06385173648595804,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
20,0.06385173648595804,0.06462910585105412,77,4,0.014700267277586864,0.0031520882584712374,0.21442387399834212,0.21442387399834212
21,0.06462910585105412,0.06557747386395923,80,2,0.015273004963726614,0.0015760441292356187,0.10319148936170212,0.10319148936170212
22,0.06557747386395923,0.06659130454063411,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
23,0.06659130454063411,0.0675018236041069,78,3,0.014891179839633447,0.002364066193853428,0.15875613747954173,0.15875613747954173
24,0.0675018236041069,0.0685688033699989,75,7,0.0143184421534937,0.005516154452324665,0.38524822695035466,0.38524822695035466
25,0.0685688033699989,0.06971770562231536,75,6,0.0143184421534937,0.004728132387706856,0.3302127659574468,0.3302127659574468
26,0.06971770562231536,0.07073894366621968,76,5,0.014509354715540282,0.003940110323089046,0.27155655095184766,0.27155655095184766
27,0.07073894366621968,0.07196395322680471,74,8,0.014127529591447117,0.006304176516942475,0.4462334675100633,0.4462334675100633
28,0.07196395322680471,0.07308266349136826,70,11,0.013363879343260786,0.008668242710795903,0.6486322188449848,0.6486322188449848
29,0.07308266349136826,0.07422310672700402,73,8,0.013936617029400534,0.006304176516942475,0.4523462547362285,0.4523462547362285
30,0.07422310672700402,0.07584955636411901,75,7,0.0143184421534937,0.005516154452324665,0.38524822695035466,0.38524822695035466
31,0.07584955636411901,0.07741456180810925,71,10,0.013554791905307369,0.007880220646178092,0.5813605034462092,0.5813605034462092
32,0.07741456180810925,0.07884476836770773,76,5,0.014509354715540282,0.003940110323089046,0.27155655095184766,0.27155655095184766
33,0.07884476836770773,0.08020911887288087,76,6,0.014509354715540282,0.004728132387706856,0.3258678611422173,0.3258678611422173
34,0.08020911887288087,0.08160088211297988,70,11,0.013363879343260786,0.008668242710795903,0.6486322188449848,0.6486322188449848
35,0.08160088211297988,0.08314126655459399,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
36,0.08314126655459399,0.08530563954263923,77,5,0.014700267277586864,0.003940110323089046,0.2680298424979276,0.2680298424979276
37,0.08530563954263923,0.08718973845243451,74,7,0.014127529591447117,0.005516154452324665,0.3904542840713054,0.3904542840713054
