alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,537,75,101,1,100,0.009900990099009901,0.13986013986013987,0.0006207324643078833,0,betting,500,500
0.1,537,90,131,6,125,0.04580152671755725,0.17482517482517482,0.005896958410924891,0,betting,500,500
0.15,537,110,168,11,157,0.06547619047619048,0.21958041958041957,0.013345747982619489,0,betting,500,500
0.2,537,121,187,13,174,0.06951871657754011,0.24335664335664337,0.014587212911235256,0,betting,500,500
0.05,537,75,100,1,99,0.01,0.13846153846153847,0.0006207324643078833,0,betting,1000,1000
0.1,537,88,125,6,119,0.048,0.16643356643356644,0.005896958410924891,0,betting,1000,1000
0.15,537,107,161,9,152,0.055900621118012424,0.2125874125874126,0.00962135319677219,0,betting,1000,1000
0.2,537,120,185,13,172,0.07027027027027027,0.24055944055944056,0.014587212911235256,0,betting,1000,1000
0.05,537,74,97,0,97,0.0,0.13566433566433567,0.0,0,betting,2000,2000
0.1,537,89,126,6,120,0.047619047619047616,0.16783216783216784,0.005896958410924891,0,betting,2000,2000
0.15,537,105,157,8,149,0.050955414012738856,0.2083916083916084,0.00775915580384854,0,betting,2000,2000
0.2,537,119,178,12,166,0.06741573033707865,0.23216783216783216,0.01520794537554314,0,betting,2000,2000
0.05,537,74,96,0,96,0.0,0.13426573426573427,0.0,0,betting,5000,5000
0.1,537,89,126,6,120,0.047619047619047616,0.16783216783216784,0.005896958410924891,0,betting,5000,5000
0.15,537,103,154,7,147,0.045454545454545456,0.2055944055944056,0.006828057107386715,0,betting,5000,5000
0.2,537,117,176,12,164,0.06818181818181818,0.22937062937062938,0.01520794537554314,0,betting,5000,5000
0.05,537,74,97,0,97,0.0,0.13566433566433567,0.0,0,betting,all,5128
0.1,537,89,126,6,120,0.047619047619047616,0.16783216783216784,0.005896958410924891,0,betting,all,5128
0.15,537,103,154,7,147,0.045454545454545456,0.2055944055944056,0.006828057107386715,0,betting,all,5128
0.2,537,117,176,12,164,0.06818181818181818,0.22937062937062938,0.01520794537554314,0,betting,all,5128
0.05,537,61,93,0,93,0.0,0.1409090909090909,0.0,1,betting,500,500
0.1,537,69,109,1,108,0.009174311926605505,0.16363636363636364,0.00186219739292365,1,betting,500,500
0.15,537,81,135,3,132,0.022222222222222223,0.2,0.003910614525139665,1,betting,500,500
0.2,537,97,184,11,173,0.059782608695652176,0.26212121212121214,0.011342475029625867,1,betting,500,500
