seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue
0,1.0000000000000002,4.660159795696508,186.77049590998155,2.891573259029805,11.256193939407074
1,0.9999999999999998,5.817903918461753,316.04518663460965,2.5998703044704334,9.800038479420229
2,1.0,4.182815049948411,206.75399775785684,2.630008584847997,12.225297498469383
3,1.0,6.910190919824369,409.4730790982323,2.748382542716043,7.571569197590494
4,1.0000000000000002,6.797552903570279,350.91131600845245,3.055877337925746,10.94300041499829
