method,alpha,total_rejections,fdp,recall,threshold
score_oracle,0.05,71.65,0.04728467264870247,0.15735571342525065,0.7475025743246079
score_oracle,0.1,129.65,0.0978259387173018,0.2687047855562102,0.6070689246058464
score_oracle,0.15,188.6,0.14815749205614165,0.37050481595013174,0.4840624988079071
score_oracle,0.2,245.25,0.19876241595250282,0.4533087402663615,0.3941840603947639
