alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,cal_null_size,n_cal
0.05,157,45,49,1,48,0.02040816326530612,0.10344827586206896,0.006369426751592357,0.0,0,0,betting,all,1526
0.1,157,57,65,1,64,0.015384615384615385,0.13793103448275862,0.006369426751592357,0.0,0,0,betting,all,1526
0.15,157,68,81,1,80,0.012345679012345678,0.1724137931034483,0.006369426751592357,0.0,0,0,betting,all,1526
0.2,157,73,92,3,89,0.03260869565217391,0.19181034482758622,0.01592356687898089,0.0,0,0,betting,all,1526
0.05,157,40,42,1,41,0.023809523809523808,0.10224438902743142,0.006369426751592357,0.0,0,1,betting,all,1653
0.1,157,55,66,1,65,0.015151515151515152,0.16209476309226933,0.006369426751592357,0.0,0,1,betting,all,1653
0.15,157,64,77,2,75,0.025974025974025976,0.18703241895261846,0.012738853503184714,0.0,0,1,betting,all,1653
0.2,157,74,90,5,85,0.05555555555555555,0.2119700748129676,0.028662420382165606,0.0,0,1,betting,all,1653
0.05,157,30,32,1,31,0.03125,0.06753812636165578,0.0031847133757961785,0.0,0,2,betting,all,1551
0.1,157,40,46,1,45,0.021739130434782608,0.09803921568627451,0.0031847133757961785,0.0,0,2,betting,all,1551
0.15,157,49,61,3,58,0.04918032786885246,0.12636165577342048,0.014861995753715497,0.0,0,2,betting,all,1551
0.2,157,55,70,3,67,0.04285714285714286,0.14596949891067537,0.014331210191082803,0.0,0,2,betting,all,1551
0.05,157,35,37,0,37,0.0,0.08505747126436781,0.0,0.0,0,3,betting,all,1646
0.1,157,44,51,0,51,0.0,0.11724137931034483,0.0,0.0,0,3,betting,all,1646
0.15,157,51,61,0,61,0.0,0.14022988505747128,0.0,0.0,0,3,betting,all,1646
0.2,157,59,71,1,70,0.014084507042253521,0.16091954022988506,0.006369426751592357,0.0,0,3,betting,all,1646
0.05,157,31,35,0,35,0.0,0.08393285371702638,0.0,0.0,0,4,betting,all,1601
0.1,157,45,50,1,49,0.02,0.11750599520383694,0.006369426751592357,0.0,0,4,betting,all,1601
0.15,157,53,60,1,59,0.016666666666666666,0.14148681055155876,0.006369426751592357,0.0,0,4,betting,all,1601
0.2,157,59,67,2,65,0.029850746268656716,0.15587529976019185,0.012738853503184714,0.0,0,4,betting,all,1601
0.05,157,42,46,1,45,0.021739130434782608,0.0989010989010989,0.0031847133757961785,0.0,0,5,betting,all,1637
0.1,157,55,64,2,62,0.03125,0.13626373626373625,0.007961783439490446,0.0,0,5,betting,all,1637
0.15,157,60,74,4,70,0.05405405405405406,0.15384615384615385,0.01751592356687898,0.0,0,5,betting,all,1637
0.2,157,66,82,4,78,0.04878048780487805,0.17142857142857143,0.01751592356687898,0.0,0,5,betting,all,1637
0.05,157,41,44,0,44,0.0,0.10328638497652583,0.0,0.0,0,6,betting,all,1587
0.1,157,63,74,1,73,0.013513513513513514,0.17136150234741784,0.0015923566878980893,0.0,0,6,betting,all,1587
0.15,157,68,81,4,77,0.04938271604938271,0.1807511737089202,0.014331210191082803,0.0,0,6,betting,all,1587
0.2,157,74,92,4,88,0.043478260869565216,0.20657276995305165,0.014331210191082803,0.0,0,6,betting,all,1587
0.05,157,39,41,0,41,0.0,0.08817204301075268,0.0,0.0,0,7,betting,all,1556
0.1,157,62,81,3,78,0.037037037037037035,0.16774193548387098,0.01910828025477707,0.0,0,7,betting,all,1556
0.15,157,72,103,11,92,0.10679611650485436,0.1978494623655914,0.03184713375796178,0.0,0,7,betting,all,1556
0.2,157,78,115,11,104,0.09565217391304348,0.22365591397849463,0.03184713375796178,0.0,0,7,betting,all,1556
0.05,157,35,40,0,40,0.0,0.091324200913242,0.0,0.0,0,8,betting,all,1987
0.1,157,48,63,0,63,0.0,0.14383561643835616,0.0,0.0,0,8,betting,all,1987
0.15,157,67,86,5,81,0.05813953488372093,0.18493150684931506,0.012738853503184714,0.0,0,8,betting,all,1987
0.2,157,76,99,5,94,0.050505050505050504,0.2146118721461187,0.012738853503184714,0.0,0,8,betting,all,1987
0.05,157,26,28,0,28,0.0,0.06511627906976744,0.0,0.0,0,9,betting,all,2083
0.1,157,46,54,0,54,0.0,0.12558139534883722,0.0,0.0,0,9,betting,all,2083
0.15,157,59,74,0,74,0.0,0.17209302325581396,0.0,0.0,0,9,betting,all,2083
0.2,157,65,86,1,85,0.011627906976744186,0.19767441860465115,0.0031847133757961785,0.0,0,9,betting,all,2083
0.05,157,39,41,0,41,0.0,0.09490740740740741,0.0,0.0,0,10,betting,all,1848
0.1,157,58,63,1,62,0.015873015873015872,0.14351851851851852,0.006369426751592357,0.0,0,10,betting,all,1848
0.15,157,68,77,1,76,0.012987012987012988,0.17592592592592593,0.006369426751592357,0.0,0,10,betting,all,1848
0.2,157,74,84,1,83,0.011904761904761904,0.19212962962962962,0.006369426751592357,0.0,0,10,betting,all,1848
0.05,157,44,47,0,47,0.0,0.11244019138755981,0.0,0.0,0,11,betting,all,1780
0.1,157,58,68,2,66,0.029411764705882353,0.15789473684210525,0.012738853503184714,0.0,0,11,betting,all,1780
0.15,157,66,78,2,76,0.02564102564102564,0.18181818181818182,0.012738853503184714,0.0,0,11,betting,all,1780
0.2,157,70,93,15,78,0.16129032258064516,0.18660287081339713,0.025477707006369428,0.0,0,11,betting,all,1780
0.05,157,33,33,0,33,0.0,0.07603686635944701,0.0,0.0,0,12,betting,all,1598
0.1,157,46,50,1,49,0.02,0.11290322580645161,0.0031847133757961785,0.0,0,12,betting,all,1598
0.15,157,55,61,2,59,0.03278688524590164,0.1359447004608295,0.007961783439490446,0.0,0,12,betting,all,1598
0.2,157,63,70,4,66,0.05714285714285714,0.15207373271889402,0.020700636942675158,0.0,0,12,betting,all,1598
0.05,157,33,35,0,35,0.0,0.08663366336633663,0.0,0.0,0,13,betting,all,1835
0.1,157,54,70,3,67,0.04285714285714286,0.16584158415841585,0.01910828025477707,0.0,0,13,betting,all,1835
0.15,157,65,85,6,79,0.07058823529411765,0.19554455445544555,0.03503184713375796,0.0,0,13,betting,all,1835
0.2,157,75,99,7,92,0.0707070707070707,0.22772277227722773,0.03715498938428875,0.0,0,13,betting,all,1835
0.05,157,49,54,4,50,0.07407407407407407,0.11574074074074074,0.021231422505307854,0.0,0,14,betting,all,1467
0.1,157,64,79,4,75,0.05063291139240506,0.1736111111111111,0.020700636942675158,0.0,0,14,betting,all,1467
0.15,157,72,95,7,88,0.07368421052631578,0.2037037037037037,0.03980891719745223,0.0,0,14,betting,all,1467
0.2,157,79,120,21,99,0.175,0.22916666666666666,0.05467091295116772,0.0,0,14,betting,all,1467
0.05,157,39,41,0,41,0.0,0.09382151029748284,0.0,0.0,0,15,betting,all,1728
0.1,157,57,65,2,63,0.03076923076923077,0.14416475972540047,0.012738853503184714,0.0,0,15,betting,all,1728
0.15,157,66,81,4,77,0.04938271604938271,0.17620137299771166,0.022292993630573247,0.0,0,15,betting,all,1728
0.2,157,77,102,11,91,0.10784313725490197,0.20823798627002288,0.041401273885350316,0.0,0,15,betting,all,1728
0.05,157,35,42,1,41,0.023809523809523808,0.09903381642512077,0.006369426751592357,0.0,0,16,betting,all,1515
0.1,157,53,65,3,62,0.046153846153846156,0.1497584541062802,0.01910828025477707,0.0,0,16,betting,all,1515
0.15,157,61,85,5,80,0.058823529411764705,0.1932367149758454,0.025477707006369428,0.0,0,16,betting,all,1515
0.2,157,70,95,7,88,0.07368421052631578,0.21256038647342995,0.03503184713375796,0.0,0,16,betting,all,1515
0.05,157,24,29,0,29,0.0,0.0640176600441501,0.0,0.0,0,17,betting,all,1804
0.1,157,48,54,1,53,0.018518518518518517,0.11699779249448124,0.006369426751592357,0.0,0,17,betting,all,1804
0.15,157,61,69,1,68,0.014492753623188406,0.15011037527593818,0.006369426751592357,0.0,0,17,betting,all,1804
0.2,157,65,79,1,78,0.012658227848101266,0.17218543046357615,0.006369426751592357,0.0,0,17,betting,all,1804
0.05,157,34,36,1,35,0.027777777777777776,0.08641975308641975,0.0031847133757961785,0.0,0,18,betting,all,2000
0.1,157,42,55,1,54,0.01818181818181818,0.13333333333333333,0.0015923566878980893,0.0,0,18,betting,all,2000
0.15,157,64,90,12,78,0.13333333333333333,0.1925925925925926,0.03343949044585987,0.0,0,18,betting,all,2000
0.2,157,71,102,12,90,0.11764705882352941,0.2222222222222222,0.030254777070063694,0.0,0,18,betting,all,2000
0.05,157,21,24,0,24,0.0,0.05217391304347826,0.0,0.0,0,19,betting,all,2149
0.1,157,44,50,2,48,0.04,0.10434782608695652,0.012738853503184714,0.0,0,19,betting,all,2149
0.15,157,60,70,2,68,0.02857142857142857,0.14782608695652175,0.012738853503184714,0.0,0,19,betting,all,2149
0.2,157,68,80,3,77,0.0375,0.1673913043478261,0.01910828025477707,0.0,0,19,betting,all,2149
