alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,157,45,49,1,48,0.02040816326530612,0.10344827586206896,0.006369426751592357,0.0,0.0,0,betting
0.1,157,57,65,1,64,0.015384615384615385,0.13793103448275862,0.006369426751592357,0.0,0.0,0,betting
0.15,157,68,81,1,80,0.012345679012345678,0.1724137931034483,0.006369426751592357,0.0,0.0,0,betting
0.2,157,73,92,3,89,0.03260869565217391,0.19181034482758622,0.01592356687898089,0.0,0.0,0,betting
0.05,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.1,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.15,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.2,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,binary
0.05,157,95,134,20,114,0.14925373134328357,0.24568965517241378,0.034394904458598725,0.0,,0,pvalue_bh
0.1,157,109,172,29,143,0.1686046511627907,0.3081896551724138,0.05626326963906582,0.0,,0,pvalue_bh
0.15,157,118,262,75,187,0.2862595419847328,0.40301724137931033,0.08870624012259949,0.0,,0,pvalue_bh
0.2,157,129,304,99,205,0.3256578947368421,0.4418103448275862,0.1247366118275409,0.0,,0,pvalue_bh
0.05,157,40,42,1,41,0.023809523809523808,0.10224438902743142,0.006369426751592357,0.0,0.0,1,betting
0.1,157,55,66,1,65,0.015151515151515152,0.16209476309226933,0.006369426751592357,0.0,0.0,1,betting
0.15,157,64,77,2,75,0.025974025974025976,0.18703241895261846,0.012738853503184714,0.0,0.0,1,betting
0.2,157,74,90,5,85,0.05555555555555555,0.2119700748129676,0.028662420382165606,0.0,0.0,1,betting
0.05,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.1,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
0.15,157,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,binary
