alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.05,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.05,25,1,1,1,0,1.0,0.0,0.04,0.0,0,0,betting,6<=K<=10
0.05,40,16,20,0,20,0.0,0.28169014084507044,0.0,0.0,0,0,betting,3<=K<=5
0.05,26,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.05,33,28,28,0,28,0.0,0.8,0.0,0.0,0,0,betting,K<=2
0.1,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.1,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.1,25,4,5,1,4,0.2,0.056338028169014086,0.04,0.0,0,0,betting,6<=K<=10
0.1,40,24,30,0,30,0.0,0.4225352112676056,0.0,0.0,0,0,betting,3<=K<=5
0.1,26,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,11<=K<=20
0.1,33,29,30,0,30,0.0,0.8571428571428571,0.0,0.0,0,0,betting,K<=2
0.15,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.15,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.15,25,6,7,1,6,0.14285714285714285,0.08450704225352113,0.04,0.0,0,0,betting,6<=K<=10
0.15,40,32,41,0,41,0.0,0.5774647887323944,0.0,0.0,0,0,betting,3<=K<=5
0.15,26,1,3,0,3,0.0,0.038461538461538464,0.0,0.0,0,0,betting,11<=K<=20
0.15,33,29,30,0,30,0.0,0.8571428571428571,0.0,0.0,0,0,betting,K<=2
0.2,5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,K>50
0.2,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,betting,21<=K<=50
0.2,25,8,11,2,9,0.18181818181818182,0.1267605633802817,0.08,0.0,0,0,betting,6<=K<=10
0.2,40,34,44,1,43,0.022727272727272728,0.6056338028169014,0.0125,0.0,0,0,betting,3<=K<=5
0.2,26,2,7,0,7,0.0,0.08974358974358974,0.0,0.0,0,0,betting,11<=K<=20
0.2,33,29,30,0,30,0.0,0.8571428571428571,0.0,0.0,0,0,betting,K<=2
0.05,22,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.05,34,4,4,1,3,0.25,0.04477611940298507,0.029411764705882353,0.0,0,1,betting,6<=K<=10
0.05,35,7,8,0,8,0.0,0.12307692307692308,0.0,0.0,0,1,betting,3<=K<=5
0.05,32,28,29,0,29,0.0,0.7631578947368421,0.0,0.0,0,1,betting,K<=2
0.05,29,1,1,0,1,0.0,0.010752688172043012,0.0,0.0,0,1,betting,11<=K<=20
0.05,5,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.1,22,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.1,34,5,6,1,5,0.16666666666666666,0.07462686567164178,0.029411764705882353,0.0,0,1,betting,6<=K<=10
0.1,35,17,25,0,25,0.0,0.38461538461538464,0.0,0.0,0,1,betting,3<=K<=5
0.1,32,31,33,0,33,0.0,0.868421052631579,0.0,0.0,0,1,betting,K<=2
0.1,29,2,2,0,2,0.0,0.021505376344086023,0.0,0.0,0,1,betting,11<=K<=20
0.1,5,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.15,22,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.15,34,6,7,1,6,0.14285714285714285,0.08955223880597014,0.029411764705882353,0.0,0,1,betting,6<=K<=10
0.15,35,23,32,1,31,0.03125,0.47692307692307695,0.02857142857142857,0.0,0,1,betting,3<=K<=5
0.15,32,32,34,0,34,0.0,0.8947368421052632,0.0,0.0,0,1,betting,K<=2
0.15,29,3,4,0,4,0.0,0.043010752688172046,0.0,0.0,0,1,betting,11<=K<=20
0.15,5,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.2,22,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,21<=K<=50
0.2,34,12,13,3,10,0.23076923076923078,0.14925373134328357,0.08823529411764706,0.0,0,1,betting,6<=K<=10
0.2,35,27,38,2,36,0.05263157894736842,0.5538461538461539,0.04285714285714286,0.0,0,1,betting,3<=K<=5
0.2,32,32,34,0,34,0.0,0.8947368421052632,0.0,0.0,0,1,betting,K<=2
0.2,29,3,5,0,5,0.0,0.053763440860215055,0.0,0.0,0,1,betting,11<=K<=20
0.2,5,0,0,0,0,0.0,0.0,0.0,0.0,0,1,betting,K>50
0.05,10,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>50
0.05,26,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,11<=K<=20
0.05,35,9,10,0,10,0.0,0.1694915254237288,0.0,0.0,0,2,betting,3<=K<=5
0.05,28,1,2,1,1,0.5,0.0136986301369863,0.017857142857142856,0.0,0,2,betting,6<=K<=10
0.05,31,20,20,0,20,0.0,0.5714285714285714,0.0,0.0,0,2,betting,K<=2
0.05,27,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,21<=K<=50
0.1,10,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>50
0.1,26,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,11<=K<=20
0.1,35,9,13,0,13,0.0,0.22033898305084745,0.0,0.0,0,2,betting,3<=K<=5
0.1,28,3,4,1,3,0.25,0.0410958904109589,0.017857142857142856,0.0,0,2,betting,6<=K<=10
0.1,31,28,29,0,29,0.0,0.8285714285714286,0.0,0.0,0,2,betting,K<=2
0.1,27,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,21<=K<=50
0.15,10,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>50
0.15,26,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,11<=K<=20
0.15,35,18,25,2,23,0.08,0.3898305084745763,0.05714285714285714,0.0,0,2,betting,3<=K<=5
0.15,28,3,7,1,6,0.14285714285714285,0.0821917808219178,0.011904761904761904,0.0,0,2,betting,6<=K<=10
0.15,31,28,29,0,29,0.0,0.8285714285714286,0.0,0.0,0,2,betting,K<=2
0.15,27,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,21<=K<=50
0.2,10,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,K>50
0.2,26,2,2,0,2,0.0,0.02631578947368421,0.0,0.0,0,2,betting,11<=K<=20
0.2,35,22,30,2,28,0.06666666666666667,0.4745762711864407,0.05714285714285714,0.0,0,2,betting,3<=K<=5
0.2,28,3,9,1,8,0.1111111111111111,0.1095890410958904,0.008928571428571428,0.0,0,2,betting,6<=K<=10
0.2,31,28,29,0,29,0.0,0.8285714285714286,0.0,0.0,0,2,betting,K<=2
0.2,27,0,0,0,0,0.0,0.0,0.0,0.0,0,2,betting,21<=K<=50
0.05,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,11<=K<=20
0.05,29,20,20,0,20,0.0,0.6666666666666666,0.0,0.0,0,3,betting,K<=2
0.05,35,12,12,0,12,0.0,0.19672131147540983,0.0,0.0,0,3,betting,3<=K<=5
0.05,36,3,5,0,5,0.0,0.05555555555555555,0.0,0.0,0,3,betting,6<=K<=10
0.05,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,21<=K<=50
0.05,7,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,K>50
0.1,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,11<=K<=20
0.1,29,24,24,0,24,0.0,0.8,0.0,0.0,0,3,betting,K<=2
0.1,35,14,19,0,19,0.0,0.3114754098360656,0.0,0.0,0,3,betting,3<=K<=5
0.1,36,6,8,0,8,0.0,0.08888888888888889,0.0,0.0,0,3,betting,6<=K<=10
0.1,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,21<=K<=50
0.1,7,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,K>50
0.15,25,1,1,0,1,0.0,0.011111111111111112,0.0,0.0,0,3,betting,11<=K<=20
0.15,29,24,24,0,24,0.0,0.8,0.0,0.0,0,3,betting,K<=2
0.15,35,20,28,0,28,0.0,0.45901639344262296,0.0,0.0,0,3,betting,3<=K<=5
0.15,36,6,8,0,8,0.0,0.08888888888888889,0.0,0.0,0,3,betting,6<=K<=10
0.15,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,21<=K<=50
0.15,7,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,K>50
0.2,25,2,2,0,2,0.0,0.022222222222222223,0.0,0.0,0,3,betting,11<=K<=20
0.2,29,24,24,0,24,0.0,0.8,0.0,0.0,0,3,betting,K<=2
0.2,35,26,35,1,34,0.02857142857142857,0.5573770491803278,0.02857142857142857,0.0,0,3,betting,3<=K<=5
0.2,36,7,10,0,10,0.0,0.1111111111111111,0.0,0.0,0,3,betting,6<=K<=10
0.2,25,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,21<=K<=50
0.2,7,0,0,0,0,0.0,0.0,0.0,0.0,0,3,betting,K>50
