alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,63,3,60,0.047619047619047616,0.12931034482758622,0.7955693602561951,0,score_oracle
0.1,188,18,170,0.09574468085106383,0.36637931034482757,0.4657163023948669,0,score_oracle
0.15,236,35,201,0.1483050847457627,0.4331896551724138,0.4009976089000702,0,score_oracle
0.2,287,57,230,0.1986062717770035,0.4956896551724138,0.344170868396759,0,score_oracle
0.05,43,2,41,0.046511627906976744,0.10224438902743142,0.8428266644477844,1,score_oracle
0.1,107,10,97,0.09345794392523364,0.24189526184538654,0.6567599177360535,1,score_oracle
0.15,183,27,156,0.14754098360655737,0.38902743142144636,0.4598507285118103,1,score_oracle
0.2,230,46,184,0.2,0.45885286783042395,0.3722983300685882,1,score_oracle
0.05,61,3,58,0.04918032786885246,0.12636165577342048,0.7469209432601929,2,score_oracle
0.1,160,16,144,0.1,0.3137254901960784,0.5191417336463928,2,score_oracle
0.15,229,34,195,0.14847161572052403,0.42483660130718953,0.4100943207740783,2,score_oracle
0.2,280,56,224,0.2,0.4880174291938998,0.3634763360023498,2,score_oracle
0.05,107,5,102,0.04672897196261682,0.23448275862068965,0.642173707485199,3,score_oracle
0.1,183,18,165,0.09836065573770492,0.3793103448275862,0.4734760820865631,3,score_oracle
0.15,227,34,193,0.14977973568281938,0.4436781609195402,0.3943225443363189,3,score_oracle
0.2,273,54,219,0.1978021978021978,0.503448275862069,0.3360309600830078,3,score_oracle
0.05,42,2,40,0.047619047619047616,0.09592326139088729,0.832098662853241,4,score_oracle
0.1,121,12,109,0.09917355371900827,0.26139088729016785,0.6000277996063232,4,score_oracle
0.15,164,24,140,0.14634146341463414,0.33573141486810554,0.4720090925693512,4,score_oracle
0.2,255,51,204,0.2,0.4892086330935252,0.3553667962551117,4,score_oracle
0.05,62,3,59,0.04838709677419355,0.12967032967032968,0.764234185218811,5,score_oracle
0.1,102,10,92,0.09803921568627451,0.2021978021978022,0.669582724571228,5,score_oracle
0.15,143,21,122,0.14685314685314685,0.2681318681318681,0.5444697141647339,5,score_oracle
0.2,221,44,177,0.19909502262443438,0.389010989010989,0.4060412347316742,5,score_oracle
0.05,100,5,95,0.05,0.22300469483568075,0.671089231967926,6,score_oracle
0.1,130,13,117,0.1,0.2746478873239437,0.6098031997680664,6,score_oracle
0.15,207,31,176,0.1497584541062802,0.4131455399061033,0.4362895786762237,6,score_oracle
0.2,245,49,196,0.2,0.460093896713615,0.3889337182044983,6,score_oracle
0.05,46,2,44,0.043478260869565216,0.09462365591397849,0.8213515281677246,7,score_oracle
0.1,101,10,91,0.09900990099009901,0.1956989247311828,0.6908566355705261,7,score_oracle
0.15,121,18,103,0.1487603305785124,0.221505376344086,0.65694659948349,7,score_oracle
0.2,223,44,179,0.19730941704035873,0.3849462365591398,0.4556604027748108,7,score_oracle
0.05,41,2,39,0.04878048780487805,0.08904109589041095,0.8274843692779541,8,score_oracle
0.1,92,9,83,0.09782608695652174,0.18949771689497716,0.7176811099052429,8,score_oracle
0.15,151,22,129,0.1456953642384106,0.2945205479452055,0.5680733323097229,8,score_oracle
0.2,216,43,173,0.19907407407407407,0.3949771689497717,0.4573170244693756,8,score_oracle
0.05,101,5,96,0.04950495049504951,0.22325581395348837,0.6582203507423401,9,score_oracle
0.1,187,18,169,0.0962566844919786,0.3930232558139535,0.4957193732261657,9,score_oracle
