alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.15,224,33,191,0.14732142857142858,0.4441860465116279,0.4522601366043091,9,score_oracle
0.2,248,49,199,0.1975806451612903,0.4627906976744186,0.4130322933197021,9,score_oracle
0.05,180,9,171,0.05,0.3958333333333333,0.4981679320335388,10,score_oracle
0.1,216,21,195,0.09722222222222222,0.4513888888888889,0.4141464233398437,10,score_oracle
0.15,248,37,211,0.14919354838709678,0.48842592592592593,0.3722106516361236,10,score_oracle
0.2,282,56,226,0.19858156028368795,0.5231481481481481,0.3065824210643768,10,score_oracle
0.05,52,2,50,0.038461538461538464,0.11961722488038277,0.807392954826355,11,score_oracle
0.1,80,8,72,0.1,0.1722488038277512,0.7251760363578796,11,score_oracle
0.15,148,22,126,0.14864864864864866,0.3014354066985646,0.5894540548324585,11,score_oracle
0.2,207,41,166,0.19806763285024154,0.39712918660287083,0.4312970340251922,11,score_oracle
0.05,62,3,59,0.04838709677419355,0.1359447004608295,0.7668957710266113,12,score_oracle
0.1,140,14,126,0.1,0.2903225806451613,0.546288788318634,12,score_oracle
0.15,201,30,171,0.14925373134328357,0.39400921658986177,0.4538740515708923,12,score_oracle
0.2,238,47,191,0.19747899159663865,0.4400921658986175,0.4047860205173492,12,score_oracle
0.05,40,2,38,0.05,0.09405940594059406,0.8274843692779541,13,score_oracle
0.1,86,8,78,0.09302325581395349,0.19306930693069307,0.7116999626159668,13,score_oracle
0.15,190,28,162,0.14736842105263157,0.400990099009901,0.428797036409378,13,score_oracle
0.2,266,53,213,0.19924812030075187,0.5272277227722773,0.3238157331943512,13,score_oracle
0.05,40,2,38,0.05,0.08796296296296297,0.832098662853241,14,score_oracle
0.1,42,4,38,0.09523809523809523,0.08796296296296297,0.8176494240760803,14,score_oracle
0.15,94,14,80,0.14893617021276595,0.18518518518518517,0.702911913394928,14,score_oracle
0.2,187,37,150,0.19786096256684493,0.3472222222222222,0.5149216651916504,14,score_oracle
0.05,41,2,39,0.04878048780487805,0.08924485125858124,0.8310231566429138,15,score_oracle
0.1,51,5,46,0.09803921568627451,0.10526315789473684,0.7975319623947144,15,score_oracle
0.15,160,24,136,0.15,0.3112128146453089,0.5239700675010681,15,score_oracle
0.2,220,44,176,0.2,0.40274599542334094,0.4237101972103119,15,score_oracle
0.05,87,4,83,0.04597701149425287,0.20048309178743962,0.7150749564170837,16,score_oracle
0.1,145,14,131,0.09655172413793103,0.3164251207729469,0.565571665763855,16,score_oracle
0.15,185,27,158,0.14594594594594595,0.38164251207729466,0.4951827526092529,16,score_oracle
0.2,221,44,177,0.19909502262443438,0.427536231884058,0.4531707763671875,16,score_oracle
0.05,94,4,90,0.0425531914893617,0.1986754966887417,0.6860825419425964,17,score_oracle
0.1,191,19,172,0.09947643979057591,0.37969094922737306,0.4725394248962402,17,score_oracle
0.15,231,34,197,0.1471861471861472,0.434878587196468,0.3989356160163879,17,score_oracle
0.2,286,57,229,0.1993006993006993,0.5055187637969095,0.346251368522644,17,score_oracle
0.05,82,4,78,0.04878048780487805,0.1925925925925926,0.7143089175224304,18,score_oracle
0.1,111,11,100,0.0990990990990991,0.24691358024691357,0.6567792296409607,18,score_oracle
0.15,194,29,165,0.14948453608247422,0.4074074074074074,0.5087796449661255,18,score_oracle
0.2,262,52,210,0.1984732824427481,0.5185185185185185,0.41191166639328,18,score_oracle
0.05,89,4,85,0.0449438202247191,0.18478260869565216,0.6695532202720642,19,score_oracle
0.1,160,16,144,0.1,0.3130434782608696,0.5352306962013245,19,score_oracle
0.15,236,35,201,0.1483050847457627,0.4369565217391304,0.4118205308914184,19,score_oracle
0.2,258,51,207,0.19767441860465115,0.45,0.3749063611030578,19,score_oracle
