method,alpha,total_rejections,fdp,recall
betting,0.05,7.501578781198417,0.018882593042039673,0.016770593747149197
betting,0.1,10.069626031837164,0.01496967089247453,0.02301977547870608
betting,0.15,11.722560345446364,0.03448431841308526,0.023365712301752113
betting,0.2,14.576116008551004,0.04730736485519981,0.02699189513070392
binary,0.05,0.0,0.0,0.0
binary,0.1,2.9068883707497264,0.0,0.006319322545108101
binary,0.15,0.0,0.0,0.0
binary,0.2,9.986701684055442,0.04446662692948065,0.018297684125029266
pvalue_bh,0.05,20.85659052724229,0.04826907397493642,0.03839583338979851
pvalue_bh,0.1,27.935028002020765,0.057306363526570515,0.04697479277785597
pvalue_bh,0.15,39.83399764549188,0.06501285781289333,0.04790179963832584
pvalue_bh,0.2,48.02696610951196,0.06857306762547613,0.04926986082299373
