seed,num_fit_families,num_cal_families,num_test_families,num_fit_candidates,num_cal_candidates,num_test_candidates,num_cal_null,sum_phi_cal,density_ratio
0,1778,593,593,39557,13002,13294,12213,12884.942191142109,"{'num_fit_null': 37142, 'num_fit_tp': 2415, 'num_bins_realized': 80, 'max_phi': 40.59791133844842, 'fit_null_phi_mean': 1.0}"
