bin,left,right,null_count,tp_count,p0,p1,phi
0,0.0500007905066013,0.050425946339964826,484,11,0.013031069947768025,0.004554865424430642,0.3495388669301713
1,0.050425946339964826,0.050871288031339584,491,3,0.013219535835442357,0.0012422360248447205,0.09396971575312141
2,0.050871288031339584,0.051329269446432554,487,8,0.013111841042485596,0.0033126293995859213,0.25264410915692054
3,0.051329269446432554,0.05176528692245482,486,8,0.013084917344246405,0.0033126293995859213,0.25316395300292244
4,0.05176528692245482,0.0522044701501727,482,13,0.012977222551289646,0.005383022774327122,0.4148054603403692
5,0.0522044701501727,0.05267596878111356,482,12,0.012977222551289646,0.004968944099378882,0.38289734800649466
6,0.05267596878111356,0.053178054839372574,483,12,0.013004146249528835,0.004968944099378882,0.3821045998739761
7,0.053178054839372574,0.0536551788449287,490,4,0.013192612137203167,0.0016563146997929607,0.12554865424430642
8,0.0536551788449287,0.05417293962091201,489,6,0.013165688438963976,0.002484472049689441,0.1887080999377612
9,0.05417293962091201,0.054665280506014796,487,7,0.013111841042485596,0.002898550724637681,0.22106359551230545
10,0.054665280506014796,0.05519247669726601,484,10,0.013031069947768025,0.004140786749482402,0.31776260630015574
11,0.05519247669726601,0.055770239979028684,490,5,0.013192612137203167,0.002070393374741201,0.15693581780538302
12,0.055770239979028684,0.056342814676463564,485,9,0.013057993646007215,0.0037267080745341614,0.2853966831017481
13,0.056342814676463564,0.056877836957573834,482,13,0.012977222551289646,0.005383022774327122,0.4148054603403692
14,0.056877836957573834,0.05745373852550978,485,9,0.013057993646007215,0.0037267080745341614,0.2853966831017481
15,0.05745373852550978,0.058067163079976995,489,6,0.013165688438963976,0.002484472049689441,0.1887080999377612
16,0.058067163079976995,0.05865967273712158,478,16,0.012869527758332885,0.006625258799171843,0.5148020132193317
17,0.05865967273712158,0.05926094278693191,481,14,0.012950298853050456,0.005797101449275362,0.447642291120552
18,0.05926094278693191,0.05987889692187304,478,16,0.012869527758332885,0.006625258799171843,0.5148020132193317
19,0.05987889692187304,0.0605533383786678,480,14,0.012923375154811265,0.005797101449275362,0.44857487922705314
20,0.0605533383786678,0.06127728782594202,481,14,0.012950298853050456,0.005797101449275362,0.447642291120552
21,0.06127728782594202,0.061941773816943185,487,7,0.013111841042485596,0.002898550724637681,0.22106359551230545
22,0.061941773816943185,0.06270556636154646,481,14,0.012950298853050456,0.005797101449275362,0.447642291120552
23,0.06270556636154646,0.06346322298049918,489,5,0.013165688438963976,0.002070393374741201,0.15725674994813432
24,0.06346322298049918,0.06413354352116582,478,17,0.012869527758332885,0.007039337474120083,0.54697713904554
25,0.06413354352116582,0.06493236869573588,488,6,0.013138764740724786,0.002484472049689441,0.18909479686386316
26,0.06493236869573588,0.0657632000744342,476,19,0.012815680361854504,0.007867494824016562,0.6138959931798806
27,0.0657632000744342,0.06649929881095883,480,14,0.012923375154811265,0.005797101449275362,0.44857487922705314
28,0.06649929881095883,0.06733240298926829,487,8,0.013111841042485596,0.0033126293995859213,0.25264410915692054
29,0.06733240298926829,0.0681674219667911,485,9,0.013057993646007215,0.0037267080745341614,0.2853966831017481
