alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting
0.05,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,12,0,0,0,0,0.0,0.0,0.0,0,binary
0.05,12,0,0,0,0,0.0,0.0,0.0,0,pvalue_bh
0.1,12,1,1,0,1,0.0,0.05555555555555555,0.0,0,pvalue_bh
0.15,12,3,3,1,2,0.3333333333333333,0.1111111111111111,0.08333333333333333,0,pvalue_bh
0.2,12,4,4,1,3,0.25,0.16666666666666666,0.08333333333333333,0,pvalue_bh
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting
0.05,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,12,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,12,3,3,1,2,0.3333333333333333,0.125,0.08333333333333333,1,pvalue_bh
0.1,12,4,5,3,2,0.6,0.125,0.20833333333333334,1,pvalue_bh
0.15,12,6,10,6,4,0.6,0.25,0.3194444444444445,1,pvalue_bh
0.2,12,10,15,11,4,0.7333333333333333,0.25,0.6527777777777778,1,pvalue_bh
