alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.05,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.1,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.15,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.2,12,0,0,0,0,0.0,0.0,0.0,0,betting,all,266
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,500,500
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.05,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.1,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.15,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
0.2,12,0,0,0,0,0.0,0.0,0.0,1,betting,all,542
