method,alpha,total_rejections,fdp,recall
betting,0.05,32.28263342809307,0.03056594718437563,0.03644675983778392
betting,0.1,38.099730624824765,0.03600635323805157,0.039436677006187824
betting,0.15,42.178068633879036,0.036824527935215706,0.03232807246309475
betting,0.2,58.76312843235879,0.04847301077574608,0.04268129156238325
binary,0.05,105.09519494249011,0.05090622842393139,0.12526121540623822
binary,0.1,148.4075469779081,0.07278542545007038,0.1797068420163309
binary,0.15,105.09519494249011,0.05090622842393139,0.12526121540623822
binary,0.2,148.4075469779081,0.07278542545007038,0.1797068420163309
pvalue_bh,0.05,24.530324949035293,0.02429700308612817,0.021902966702584094
pvalue_bh,0.1,24.530324949035293,0.02429700308612817,0.021902966702584094
pvalue_bh,0.15,24.530324949035293,0.02429700308612817,0.021902966702584094
pvalue_bh,0.2,24.530324949035293,0.02429700308612817,0.021902966702584094
