alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum_fine
0.05,122,33,56,2,54,0.03571428571428571,0.432,0.00819672131147541,0.4,837,0,betting,6<=K<=10
0.05,63,22,57,15,42,0.2631578947368421,0.3088235294117647,0.055114638447971785,0.4,1891,0,betting,21<=K<=50
0.05,138,41,53,7,46,0.1320754716981132,0.6052631578947368,0.050724637681159424,0.4,445,0,betting,3<=K<=5
0.05,90,31,53,5,48,0.09433962264150944,0.4067796610169492,0.04111111111111111,0.4,1213,0,betting,11<=K<=20
0.05,134,43,46,9,37,0.1956521739130435,0.9024390243902439,0.06343283582089553,0.4,119,0,betting,K<=2
0.05,12,6,12,2,10,0.16666666666666666,0.2702702702702703,0.06944444444444443,0.4,893,0,betting,K>50
0.1,122,35,58,2,56,0.034482758620689655,0.448,0.00819672131147541,0.4,837,0,betting,6<=K<=10
0.1,63,24,60,15,45,0.25,0.33088235294117646,0.055114638447971785,0.4,1891,0,betting,21<=K<=50
0.1,138,43,55,8,47,0.14545454545454545,0.618421052631579,0.057971014492753624,0.4,445,0,betting,3<=K<=5
0.1,90,33,55,6,49,0.10909090909090909,0.4152542372881356,0.052222222222222225,0.4,1213,0,betting,11<=K<=20
0.1,134,43,46,9,37,0.1956521739130435,0.9024390243902439,0.06343283582089553,0.4,119,0,betting,K<=2
0.1,12,7,15,3,12,0.2,0.32432432432432434,0.09722222222222221,0.4,893,0,betting,K>50
0.15,122,49,79,16,63,0.20253164556962025,0.504,0.09494535519125684,0.4,837,0,betting,6<=K<=10
0.15,63,30,83,22,61,0.26506024096385544,0.4485294117647059,0.11331569664902998,0.4,1891,0,betting,21<=K<=50
0.15,138,54,68,18,50,0.2647058823529412,0.6578947368421053,0.12318840579710146,0.4,445,0,betting,3<=K<=5
0.15,90,41,75,15,60,0.2,0.5084745762711864,0.10444444444444445,0.4,1213,0,betting,11<=K<=20
0.15,134,51,54,15,39,0.2777777777777778,0.9512195121951219,0.10820895522388059,0.4,119,0,betting,K<=2
0.15,12,7,20,5,15,0.25,0.40540540540540543,0.11944444444444445,0.4,893,0,betting,K>50
0.2,122,49,79,16,63,0.20253164556962025,0.504,0.09494535519125684,0.4,837,0,betting,6<=K<=10
0.2,63,30,83,22,61,0.26506024096385544,0.4485294117647059,0.11331569664902998,0.4,1891,0,betting,21<=K<=50
0.2,138,54,68,18,50,0.2647058823529412,0.6578947368421053,0.12318840579710146,0.4,445,0,betting,3<=K<=5
0.2,90,41,76,16,60,0.21052631578947367,0.5084745762711864,0.10444444444444445,0.4,1213,0,betting,11<=K<=20
0.2,134,51,54,15,39,0.2777777777777778,0.9512195121951219,0.10820895522388059,0.4,119,0,betting,K<=2
0.2,12,7,20,5,15,0.25,0.40540540540540543,0.11944444444444445,0.4,893,0,betting,K>50
0.05,156,52,54,5,49,0.09259259259259259,0.9074074074074074,0.03205128205128205,0.4,154,1,betting,K<=2
0.05,53,17,48,6,42,0.125,0.336,0.02893081761006289,0.4,1568,1,betting,21<=K<=50
0.05,113,20,30,2,28,0.06666666666666667,0.3111111111111111,0.017699115044247787,0.4,791,1,betting,6<=K<=10
0.05,120,41,53,4,49,0.07547169811320754,0.6533333333333333,0.03333333333333333,0.4,388,1,betting,3<=K<=5
0.05,103,19,33,2,31,0.06060606060606061,0.29245283018867924,0.012135922330097087,0.4,1393,1,betting,11<=K<=20
0.05,14,7,28,4,24,0.14285714285714285,0.2553191489361702,0.06462585034013604,0.4,1132,1,betting,K>50
0.1,156,52,54,5,49,0.09259259259259259,0.9074074074074074,0.03205128205128205,0.4,154,1,betting,K<=2
0.1,53,19,50,6,44,0.12,0.352,0.02893081761006289,0.4,1568,1,betting,21<=K<=50
0.1,113,24,34,2,32,0.058823529411764705,0.35555555555555557,0.017699115044247787,0.4,791,1,betting,6<=K<=10
0.1,120,41,53,4,49,0.07547169811320754,0.6533333333333333,0.03333333333333333,0.4,388,1,betting,3<=K<=5
0.1,103,21,35,2,33,0.05714285714285714,0.3113207547169811,0.012135922330097087,0.4,1393,1,betting,11<=K<=20
0.1,14,8,31,6,25,0.1935483870967742,0.26595744680851063,0.13605442176870747,0.4,1132,1,betting,K>50
0.15,156,56,58,8,50,0.13793103448275862,0.9259259259259259,0.05128205128205128,0.4,154,1,betting,K<=2
0.15,53,21,62,9,53,0.14516129032258066,0.424,0.043081761006289306,0.4,1568,1,betting,21<=K<=50
0.15,113,32,49,12,37,0.24489795918367346,0.4111111111111111,0.07964601769911504,0.4,791,1,betting,6<=K<=10
0.15,120,46,60,8,52,0.13333333333333333,0.6933333333333334,0.058333333333333334,0.4,388,1,betting,3<=K<=5
0.15,103,29,46,5,41,0.10869565217391304,0.3867924528301887,0.0412621359223301,0.4,1393,1,betting,11<=K<=20
0.15,14,9,39,9,30,0.23076923076923078,0.3191489361702128,0.15922619047619047,0.4,1132,1,betting,K>50
0.2,156,56,58,8,50,0.13793103448275862,0.9259259259259259,0.05128205128205128,0.4,154,1,betting,K<=2
0.2,53,22,64,9,55,0.140625,0.44,0.043081761006289306,0.4,1568,1,betting,21<=K<=50
0.2,113,32,50,12,38,0.24,0.4222222222222222,0.07964601769911504,0.4,791,1,betting,6<=K<=10
0.2,120,46,60,8,52,0.13333333333333333,0.6933333333333334,0.058333333333333334,0.4,388,1,betting,3<=K<=5
0.2,103,31,52,6,46,0.11538461538461539,0.4339622641509434,0.04611650485436893,0.4,1393,1,betting,11<=K<=20
0.2,14,10,40,9,31,0.225,0.32978723404255317,0.15922619047619047,0.4,1132,1,betting,K>50
0.05,130,49,49,2,47,0.04081632653061224,0.8545454545454545,0.015384615384615385,0.4,127,2,betting,K<=2
0.05,130,33,39,4,35,0.10256410256410256,0.5645161290322581,0.03076923076923077,0.4,423,2,betting,3<=K<=5
0.05,74,18,39,1,38,0.02564102564102564,0.2878787878787879,0.0033783783783783786,0.4,2190,2,betting,21<=K<=50
0.05,87,31,57,0,57,0.0,0.38513513513513514,0.0,0.4,1189,2,betting,11<=K<=20
0.05,126,32,50,2,48,0.04,0.4,0.010582010582010581,0.4,862,2,betting,6<=K<=10
0.05,12,6,13,1,12,0.07692307692307693,0.24489795918367346,0.020833333333333332,0.4,948,2,betting,K>50
0.1,130,50,50,3,47,0.06,0.8545454545454545,0.023076923076923078,0.4,127,2,betting,K<=2
0.1,130,36,44,6,38,0.13636363636363635,0.6129032258064516,0.046153846153846156,0.4,423,2,betting,3<=K<=5
0.1,74,25,64,5,59,0.078125,0.44696969696969696,0.02635135135135135,0.4,2190,2,betting,21<=K<=50
0.1,87,34,68,3,65,0.04411764705882353,0.4391891891891892,0.011877394636015325,0.4,1189,2,betting,11<=K<=20
0.1,126,39,67,5,62,0.07462686567164178,0.5166666666666667,0.024470899470899473,0.4,862,2,betting,6<=K<=10
0.1,12,6,20,4,16,0.2,0.32653061224489793,0.08690476190476189,0.4,948,2,betting,K>50
0.15,130,52,53,4,49,0.07547169811320754,0.8909090909090909,0.03076923076923077,0.4,127,2,betting,K<=2
0.15,130,43,53,11,42,0.20754716981132076,0.6774193548387096,0.08461538461538462,0.4,423,2,betting,3<=K<=5
0.15,74,31,83,12,71,0.14457831325301204,0.5378787878787878,0.0527027027027027,0.4,2190,2,betting,21<=K<=50
0.15,87,43,85,12,73,0.1411764705882353,0.49324324324324326,0.0871647509578544,0.4,1189,2,betting,11<=K<=20
0.15,126,48,79,14,65,0.17721518987341772,0.5416666666666666,0.08796296296296295,0.4,862,2,betting,6<=K<=10
0.15,12,9,28,9,19,0.32142857142857145,0.3877551020408163,0.2702380952380952,0.4,948,2,betting,K>50
0.2,130,52,53,4,49,0.07547169811320754,0.8909090909090909,0.03076923076923077,0.4,127,2,betting,K<=2
0.2,130,43,53,11,42,0.20754716981132076,0.6774193548387096,0.08461538461538462,0.4,423,2,betting,3<=K<=5
0.2,74,32,86,12,74,0.13953488372093023,0.5606060606060606,0.0527027027027027,0.4,2190,2,betting,21<=K<=50
0.2,87,45,87,13,74,0.14942528735632185,0.5,0.09865900383141764,0.4,1189,2,betting,11<=K<=20
0.2,126,48,79,14,65,0.17721518987341772,0.5416666666666666,0.08796296296296295,0.4,862,2,betting,6<=K<=10
0.2,12,9,33,11,22,0.3333333333333333,0.4489795918367347,0.27685185185185185,0.4,948,2,betting,K>50
0.05,152,50,61,4,57,0.06557377049180328,0.5533980582524272,0.02631578947368421,0.4,505,3,betting,3<=K<=5
0.05,136,50,53,3,50,0.05660377358490566,0.9433962264150944,0.022058823529411766,0.4,135,3,betting,K<=2
0.05,56,23,64,13,51,0.203125,0.3469387755102041,0.0675595238095238,0.4,1676,3,betting,21<=K<=50
0.05,121,30,44,7,37,0.1590909090909091,0.4065934065934066,0.03305785123966942,0.4,840,3,betting,6<=K<=10
0.05,81,25,55,5,50,0.09090909090909091,0.45045045045045046,0.035322359396433474,0.4,1065,3,betting,11<=K<=20
0.05,13,7,22,2,20,0.09090909090909091,0.2777777777777778,0.028846153846153848,0.4,908,3,betting,K>50
0.1,152,50,61,4,57,0.06557377049180328,0.5533980582524272,0.02631578947368421,0.4,505,3,betting,3<=K<=5
0.1,136,50,53,3,50,0.05660377358490566,0.9433962264150944,0.022058823529411766,0.4,135,3,betting,K<=2
0.1,56,25,69,14,55,0.2028985507246377,0.3741496598639456,0.07648809523809523,0.4,1676,3,betting,21<=K<=50
0.1,121,30,44,7,37,0.1590909090909091,0.4065934065934066,0.03305785123966942,0.4,840,3,betting,6<=K<=10
0.1,81,31,61,5,56,0.08196721311475409,0.5045045045045045,0.035322359396433474,0.4,1065,3,betting,11<=K<=20
0.1,13,8,25,3,22,0.12,0.3055555555555556,0.0673076923076923,0.4,908,3,betting,K>50
0.15,152,59,74,11,63,0.14864864864864866,0.6116504854368932,0.07236842105263158,0.4,505,3,betting,3<=K<=5
0.15,136,53,56,6,50,0.10714285714285714,0.9433962264150944,0.04411764705882353,0.4,135,3,betting,K<=2
0.15,56,31,85,20,65,0.23529411764705882,0.4421768707482993,0.13086734693877553,0.4,1676,3,betting,21<=K<=50
0.15,121,44,61,21,40,0.3442622950819672,0.43956043956043955,0.14049586776859505,0.4,840,3,betting,6<=K<=10
0.15,81,39,77,15,62,0.19480519480519481,0.5585585585585585,0.12832647462277094,0.4,1065,3,betting,11<=K<=20
0.15,13,10,32,7,25,0.21875,0.3472222222222222,0.10897435897435896,0.4,908,3,betting,K>50
0.2,152,59,74,11,63,0.14864864864864866,0.6116504854368932,0.07236842105263158,0.4,505,3,betting,3<=K<=5
0.2,136,53,56,6,50,0.10714285714285714,0.9433962264150944,0.04411764705882353,0.4,135,3,betting,K<=2
0.2,56,31,85,20,65,0.23529411764705882,0.4421768707482993,0.13086734693877553,0.4,1676,3,betting,21<=K<=50
0.2,121,44,61,21,40,0.3442622950819672,0.43956043956043955,0.14049586776859505,0.4,840,3,betting,6<=K<=10
0.2,81,39,78,16,62,0.20512820512820512,0.5585585585585585,0.13449931412894378,0.4,1065,3,betting,11<=K<=20
0.2,13,10,35,8,27,0.22857142857142856,0.375,0.12435897435897436,0.4,908,3,betting,K>50
0.05,145,39,51,6,45,0.11764705882352941,0.6164383561643836,0.03793103448275862,0.4,474,4,betting,3<=K<=5
0.05,63,21,57,11,46,0.19298245614035087,0.3194444444444444,0.03262786596119929,0.4,1937,4,betting,21<=K<=50
0.05,92,18,29,1,28,0.034482758620689655,0.2916666666666667,0.010869565217391304,0.4,1248,4,betting,11<=K<=20
0.05,99,31,50,4,46,0.08,0.5054945054945055,0.04040404040404041,0.4,693,4,betting,6<=K<=10
0.05,144,47,48,4,44,0.08333333333333333,0.8461538461538461,0.027777777777777776,0.4,144,4,betting,K<=2
0.05,16,7,33,1,32,0.030303030303030304,0.367816091954023,0.03125,0.4,1219,4,betting,K>50
0.1,145,40,52,6,46,0.11538461538461539,0.6301369863013698,0.03793103448275862,0.4,474,4,betting,3<=K<=5
0.1,63,26,68,12,56,0.17647058823529413,0.3888888888888889,0.03791887125220458,0.4,1937,4,betting,21<=K<=50
0.1,92,22,36,2,34,0.05555555555555555,0.3541666666666667,0.016304347826086956,0.4,1248,4,betting,11<=K<=20
0.1,99,32,51,5,46,0.09803921568627451,0.5054945054945055,0.050505050505050504,0.4,693,4,betting,6<=K<=10
0.1,144,47,48,4,44,0.08333333333333333,0.8461538461538461,0.027777777777777776,0.4,144,4,betting,K<=2
0.1,16,9,42,2,40,0.047619047619047616,0.45977011494252873,0.0625,0.4,1219,4,betting,K>50
0.15,145,46,60,11,49,0.18333333333333332,0.6712328767123288,0.07241379310344828,0.4,474,4,betting,3<=K<=5
0.15,63,29,80,14,66,0.175,0.4583333333333333,0.043738977072310406,0.4,1937,4,betting,21<=K<=50
0.15,92,28,47,6,41,0.1276595744680851,0.4270833333333333,0.051630434782608696,0.4,1248,4,betting,11<=K<=20
0.15,99,36,59,11,48,0.1864406779661017,0.5274725274725275,0.09427609427609426,0.4,693,4,betting,6<=K<=10
0.15,144,51,53,7,46,0.1320754716981132,0.8846153846153846,0.04861111111111111,0.4,144,4,betting,K<=2
0.15,16,10,44,2,42,0.045454545454545456,0.4827586206896552,0.0625,0.4,1219,4,betting,K>50
0.2,145,46,60,11,49,0.18333333333333332,0.6712328767123288,0.07241379310344828,0.4,474,4,betting,3<=K<=5
0.2,63,29,84,16,68,0.19047619047619047,0.4722222222222222,0.05167548500881834,0.4,1937,4,betting,21<=K<=50
0.2,92,28,47,6,41,0.1276595744680851,0.4270833333333333,0.051630434782608696,0.4,1248,4,betting,11<=K<=20
0.2,99,36,59,11,48,0.1864406779661017,0.5274725274725275,0.09427609427609426,0.4,693,4,betting,6<=K<=10
0.2,144,51,53,7,46,0.1320754716981132,0.8846153846153846,0.04861111111111111,0.4,144,4,betting,K<=2
0.2,16,10,53,8,45,0.1509433962264151,0.5172413793103449,0.09754464285714286,0.4,1219,4,betting,K>50
0.05,71,24,58,12,46,0.20689655172413793,0.3262411347517731,0.04479655712050078,0.4,2045,5,betting,21<=K<=50
0.05,134,39,61,11,50,0.18032786885245902,0.4098360655737705,0.056592039800995024,0.4,909,5,betting,6<=K<=10
0.05,117,37,45,7,38,0.15555555555555556,0.5588235294117647,0.05555555555555555,0.4,391,5,betting,3<=K<=5
0.05,84,28,51,5,46,0.09803921568627451,0.368,0.03611111111111111,0.4,1084,5,betting,11<=K<=20
0.05,135,47,51,4,47,0.0784313725490196,0.8545454545454545,0.02962962962962963,0.4,140,5,betting,K<=2
0.05,18,5,12,6,6,0.5,0.13333333333333333,0.06481481481481483,0.4,1220,5,betting,K>50
0.1,71,25,62,12,50,0.1935483870967742,0.3546099290780142,0.04479655712050078,0.4,2045,5,betting,21<=K<=50
0.1,134,43,65,11,54,0.16923076923076924,0.4426229508196721,0.056592039800995024,0.4,909,5,betting,6<=K<=10
0.1,117,39,47,8,39,0.1702127659574468,0.5735294117647058,0.0641025641025641,0.4,391,5,betting,3<=K<=5
0.1,84,28,51,5,46,0.09803921568627451,0.368,0.03611111111111111,0.4,1084,5,betting,11<=K<=20
0.1,135,47,51,4,47,0.0784313725490196,0.8545454545454545,0.02962962962962963,0.4,140,5,betting,K<=2
0.1,18,6,17,7,10,0.4117647058823529,0.2222222222222222,0.08333333333333333,0.4,1220,5,betting,K>50
0.15,71,28,74,14,60,0.1891891891891892,0.425531914893617,0.05183881064162754,0.4,2045,5,betting,21<=K<=50
0.15,134,49,76,17,59,0.2236842105263158,0.48360655737704916,0.097636815920398,0.4,909,5,betting,6<=K<=10
0.15,117,43,55,12,43,0.21818181818181817,0.6323529411764706,0.08974358974358974,0.4,391,5,betting,3<=K<=5
0.15,84,36,68,12,56,0.17647058823529413,0.448,0.08313492063492063,0.4,1084,5,betting,11<=K<=20
0.15,135,49,54,5,49,0.09259259259259259,0.8909090909090909,0.037037037037037035,0.4,140,5,betting,K<=2
0.15,18,7,23,12,11,0.5217391304347826,0.24444444444444444,0.12345679012345677,0.4,1220,5,betting,K>50
0.2,71,28,78,17,61,0.21794871794871795,0.4326241134751773,0.059467918622848205,0.4,2045,5,betting,21<=K<=50
0.2,134,49,77,17,60,0.22077922077922077,0.4918032786885246,0.097636815920398,0.4,909,5,betting,6<=K<=10
0.2,117,43,55,12,43,0.21818181818181817,0.6323529411764706,0.08974358974358974,0.4,391,5,betting,3<=K<=5
0.2,84,37,74,16,58,0.21621621621621623,0.464,0.10396825396825397,0.4,1084,5,betting,11<=K<=20
0.2,135,49,54,5,49,0.09259259259259259,0.8909090909090909,0.037037037037037035,0.4,140,5,betting,K<=2
0.2,18,7,28,15,13,0.5357142857142857,0.28888888888888886,0.14567901234567898,0.4,1220,5,betting,K>50
0.05,141,45,49,6,43,0.12244897959183673,0.86,0.03900709219858156,0.4,151,6,betting,K<=2
0.05,114,45,70,8,62,0.11428571428571428,0.5391304347826087,0.046052631578947366,0.4,791,6,betting,6<=K<=10
0.05,134,46,61,6,55,0.09836065573770492,0.5445544554455446,0.033582089552238806,0.4,417,6,betting,3<=K<=5
0.05,59,24,72,7,65,0.09722222222222222,0.37572254335260113,0.030602636534839925,0.4,1747,6,betting,21<=K<=50
0.05,99,25,45,6,39,0.13333333333333333,0.39,0.03872053872053872,0.4,1311,6,betting,11<=K<=20
0.05,12,6,18,0,18,0.0,0.24,0.0,0.4,1182,6,betting,K>50
0.1,141,45,49,6,43,0.12244897959183673,0.86,0.03900709219858156,0.4,151,6,betting,K<=2
0.1,114,45,71,8,63,0.11267605633802817,0.5478260869565217,0.046052631578947366,0.4,791,6,betting,6<=K<=10
0.1,134,47,62,6,56,0.0967741935483871,0.5544554455445545,0.033582089552238806,0.4,417,6,betting,3<=K<=5
0.1,59,25,82,9,73,0.10975609756097561,0.42196531791907516,0.03964218455743879,0.4,1747,6,betting,21<=K<=50
0.1,99,25,47,7,40,0.14893617021276595,0.4,0.04074074074074074,0.4,1311,6,betting,11<=K<=20
0.1,12,6,19,0,19,0.0,0.25333333333333335,0.0,0.4,1182,6,betting,K>50
0.15,141,49,53,7,46,0.1320754716981132,0.92,0.04609929078014184,0.4,151,6,betting,K<=2
0.15,114,53,85,19,66,0.2235294117647059,0.5739130434782609,0.12719298245614036,0.4,791,6,betting,6<=K<=10
0.15,134,56,75,13,62,0.17333333333333334,0.6138613861386139,0.08582089552238806,0.4,417,6,betting,3<=K<=5
0.15,59,34,97,12,85,0.12371134020618557,0.4913294797687861,0.08201506591337099,0.4,1747,6,betting,21<=K<=50
0.15,99,33,61,12,49,0.19672131147540983,0.49,0.07777777777777778,0.4,1311,6,betting,11<=K<=20
0.15,12,7,21,2,19,0.09523809523809523,0.25333333333333335,0.08333333333333333,0.4,1182,6,betting,K>50
0.2,141,49,53,7,46,0.1320754716981132,0.92,0.04609929078014184,0.4,151,6,betting,K<=2
0.2,114,53,85,19,66,0.2235294117647059,0.5739130434782609,0.12719298245614036,0.4,791,6,betting,6<=K<=10
0.2,134,56,75,13,62,0.17333333333333334,0.6138613861386139,0.08582089552238806,0.4,417,6,betting,3<=K<=5
0.2,59,34,101,14,87,0.13861386138613863,0.5028901734104047,0.09048964218455743,0.4,1747,6,betting,21<=K<=50
0.2,99,33,62,13,49,0.20967741935483872,0.49,0.0803030303030303,0.4,1311,6,betting,11<=K<=20
0.2,12,8,28,7,21,0.25,0.28,0.1729166666666667,0.4,1182,6,betting,K>50
0.05,131,49,52,4,48,0.07692307692307693,0.9056603773584906,0.030534351145038167,0.4,130,7,betting,K<=2
0.05,60,14,38,1,37,0.02631578947368421,0.3162393162393162,0.005555555555555555,0.4,1778,7,betting,21<=K<=50
0.05,132,38,49,4,45,0.08163265306122448,0.5555555555555556,0.030303030303030304,0.4,421,7,betting,3<=K<=5
0.05,89,36,80,2,78,0.025,0.49056603773584906,0.02247191011235955,0.4,1131,7,betting,11<=K<=20
0.05,130,39,56,5,51,0.08928571428571429,0.4811320754716981,0.03461538461538462,0.4,914,7,betting,6<=K<=10
0.05,17,9,38,7,31,0.18421052631578946,0.31313131313131315,0.07598039215686275,0.4,1165,7,betting,K>50
0.1,131,49,52,4,48,0.07692307692307693,0.9056603773584906,0.030534351145038167,0.4,130,7,betting,K<=2
0.1,60,16,42,1,41,0.023809523809523808,0.3504273504273504,0.005555555555555555,0.4,1778,7,betting,21<=K<=50
0.1,132,38,49,4,45,0.08163265306122448,0.5555555555555556,0.030303030303030304,0.4,421,7,betting,3<=K<=5
0.1,89,39,84,2,82,0.023809523809523808,0.5157232704402516,0.02247191011235955,0.4,1131,7,betting,11<=K<=20
0.1,130,40,57,5,52,0.08771929824561403,0.49056603773584906,0.03461538461538462,0.4,914,7,betting,6<=K<=10
0.1,17,9,40,7,33,0.175,0.3333333333333333,0.07107843137254903,0.4,1165,7,betting,K>50
0.15,131,51,54,6,48,0.1111111111111111,0.9056603773584906,0.04580152671755725,0.4,130,7,betting,K<=2
0.15,60,22,57,3,54,0.05263157894736842,0.46153846153846156,0.018055555555555554,0.4,1778,7,betting,21<=K<=50
0.15,132,47,60,11,49,0.18333333333333332,0.6049382716049383,0.07828282828282827,0.4,421,7,betting,3<=K<=5
