alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,245,74,128,8,120,0.0625,0.39603960396039606,0.02054421768707483,0.4,2793,0,betting,5<K<=30
0.05,272,84,99,16,83,0.16161616161616163,0.7094017094017094,0.05698529411764706,0.4,564,0,betting,K<=5
0.05,42,18,50,16,34,0.32,0.3008849557522124,0.09457671957671958,0.4,2041,0,betting,K>30
0.1,245,80,134,9,125,0.06716417910447761,0.41254125412541254,0.024625850340136052,0.4,2793,0,betting,5<K<=30
0.1,272,86,101,17,84,0.16831683168316833,0.717948717948718,0.06066176470588235,0.4,564,0,betting,K<=5
0.1,42,19,54,17,37,0.3148148148148148,0.3274336283185841,0.10251322751322751,0.4,2041,0,betting,K>30
0.15,245,105,183,35,148,0.1912568306010929,0.4884488448844885,0.09925170068027213,0.4,2793,0,betting,5<K<=30
0.15,272,105,122,33,89,0.27049180327868855,0.7606837606837606,0.11580882352941177,0.4,564,0,betting,K<=5
0.15,42,22,74,23,51,0.3108108108108108,0.45132743362831856,0.12473544973544974,0.4,2041,0,betting,K>30
0.2,245,105,184,36,148,0.1956521739130435,0.4884488448844885,0.09925170068027213,0.4,2793,0,betting,5<K<=30
0.2,272,105,122,33,89,0.27049180327868855,0.7606837606837606,0.11580882352941177,0.4,564,0,betting,K<=5
0.2,42,22,74,23,51,0.3108108108108108,0.45132743362831856,0.12473544973544974,0.4,2041,0,betting,K>30
0.05,276,93,107,9,98,0.08411214953271028,0.7596899224806202,0.03260869565217391,0.4,542,1,betting,K<=5
0.05,251,52,102,9,93,0.08823529411764706,0.31958762886597936,0.01706507304116866,0.4,3040,1,betting,5<K<=30
0.05,32,11,37,5,32,0.13513513513513514,0.25806451612903225,0.04389880952380952,0.4,1844,1,betting,K>30
0.1,276,93,107,9,98,0.08411214953271028,0.7596899224806202,0.03260869565217391,0.4,542,1,betting,K<=5
0.1,251,59,109,9,100,0.08256880733944955,0.3436426116838488,0.01706507304116866,0.4,3040,1,betting,5<K<=30
0.1,32,13,41,7,34,0.17073170731707318,0.27419354838709675,0.07514880952380952,0.4,1844,1,betting,K>30
0.15,276,102,118,16,102,0.13559322033898305,0.7906976744186046,0.05434782608695652,0.4,542,1,betting,K<=5
0.15,251,75,142,25,117,0.176056338028169,0.4020618556701031,0.0598937583001328,0.4,3040,1,betting,5<K<=30
0.15,32,16,54,10,44,0.18518518518518517,0.3548387096774194,0.08528645833333333,0.4,1844,1,betting,K>30
0.2,276,102,118,16,102,0.13559322033898305,0.7906976744186046,0.05434782608695652,0.4,542,1,betting,K<=5
0.2,251,77,149,26,123,0.174496644295302,0.422680412371134,0.061885790172642764,0.4,3040,1,betting,5<K<=30
0.2,32,18,57,10,47,0.17543859649122806,0.3790322580645161,0.08528645833333333,0.4,1844,1,betting,K>30
0.05,260,82,88,6,82,0.06818181818181818,0.7008547008547008,0.023076923076923078,0.4,550,2,betting,K<=5
0.05,42,14,29,1,28,0.034482758620689655,0.2222222222222222,0.005952380952380952,0.4,2065,2,betting,K>30
0.05,257,73,130,3,127,0.023076923076923078,0.3931888544891641,0.00616083009079118,0.4,3124,2,betting,5<K<=30
0.1,260,86,94,9,85,0.09574468085106383,0.7264957264957265,0.03461538461538462,0.4,550,2,betting,K<=5
