method,alpha,total_rejections,fdp,recall,mean_family_fdp,cal_bound,cal_loss
scoregate_pooled_plus1,0.05,2.906888370749727,0.06880209161537815,0.005338093314986235,0.002991395287625137,0.009722034684781694,0.0
scoregate_pooled_plus1,0.1,10.440180478375488,0.11255957216819139,0.024259556810122086,0.008297592915189502,0.04359770969310186,0.015354021509413313
scoregate_pooled_plus1,0.15,10.900869110691175,0.11053857929896409,0.02377503157208394,0.009181708911749294,0.05427516455837885,0.041590891697423575
scoregate_pooled_plus1,0.2,12.427791436936815,0.12452099324385989,0.02600759357827517,0.015622138038183409,0.02089167230179615,0.03895125735502226
