method,alpha,total_rejections,fdp,recall,mean_family_fdp,cal_bound,cal_loss
scoregate_pooled_plus1,0.05,0.65,0.015384615384615385,0.0011936339522546418,0.0006688963210702341,0.002173913043478261,0.0
scoregate_pooled_plus1,0.1,8.55,0.07626272497415873,0.019454938436596597,0.004849498327759197,0.04975517236386802,0.006272727272727273
scoregate_pooled_plus1,0.15,13.25,0.10236318581599888,0.029026078673212184,0.007357859531772576,0.09151243619986223,0.03677195027195027
scoregate_pooled_plus1,0.2,20.65,0.18049832317247558,0.041687634783895686,0.015551839464882944,0.18344906229476185,0.13502353131256753
