seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,top2_mean_phi,0.5,4257,386,635,149,20,129,0.1342281879194631,0.014094705046197583,0.33419689119170987,143,17,126,0.11888111888111888,0.013970326936744845,0.1984251968503937,0.32124352331606215
0,0.1,top2_mean_phi,0.5,4257,386,635,180,22,158,0.12222222222222222,0.01761282871357498,0.40932642487046633,176,22,154,0.125,0.01761282871357498,0.24251968503937008,0.39378238341968913
0,0.15,top2_mean_phi,0.5,4257,386,635,211,32,179,0.15165876777251186,0.023393584027912386,0.4637305699481865,216,33,183,0.1527777777777778,0.02453136105188344,0.28818897637795277,0.47150259067357514
0,0.2,top2_mean_phi,0.5,4257,386,635,227,34,193,0.14977973568281938,0.023704529301544226,0.5,229,35,194,0.15283842794759825,0.026450850144879995,0.30551181102362207,0.49740932642487046
1,0.05,top2_mean_phi,0.5,4295,444,772,103,4,99,0.038834951456310676,0.004070556309362279,0.22297297297297297,95,5,90,0.05263157894736842,0.005907960199004976,0.11658031088082901,0.20045045045045046
1,0.1,top2_mean_phi,0.5,4295,444,772,145,6,139,0.041379310344827586,0.00777363184079602,0.3130630630630631,145,6,139,0.041379310344827586,0.00777363184079602,0.1800518134715026,0.3108108108108108
1,0.15,top2_mean_phi,0.5,4295,444,772,158,10,148,0.06329113924050633,0.014303482587064676,0.3333333333333333,180,10,170,0.05555555555555555,0.013743781094527363,0.22020725388601037,0.38063063063063063
1,0.2,top2_mean_phi,0.5,4295,444,772,194,12,182,0.061855670103092786,0.01486318407960199,0.4099099099099099,200,15,185,0.075,0.016972828166858016,0.23963730569948186,0.41216216216216217
2,0.05,top2_mean_phi,0.5,3829,446,696,95,3,92,0.031578947368421054,0.004353233830845771,0.2062780269058296,97,3,94,0.030927835051546393,0.004353233830845771,0.13505747126436782,0.21076233183856502
2,0.1,top2_mean_phi,0.5,3829,446,696,135,10,125,0.07407407407407407,0.010883084577114427,0.2802690582959641,133,9,124,0.06766917293233082,0.010820895522388059,0.1781609195402299,0.2757847533632287
2,0.15,top2_mean_phi,0.5,3829,446,696,160,12,148,0.075,0.013167336394948334,0.33183856502242154,171,15,156,0.08771929824561403,0.01512629161882893,0.22413793103448276,0.3452914798206278
2,0.2,top2_mean_phi,0.5,3829,446,696,181,15,166,0.08287292817679558,0.01512629161882893,0.3721973094170404,194,18,176,0.09278350515463918,0.019790470723306544,0.25287356321839083,0.3811659192825112
3,0.05,top2_mean_phi,0.5,3760,439,694,97,4,93,0.041237113402061855,0.005286069651741293,0.21184510250569477,99,4,95,0.04040404040404041,0.005286069651741293,0.13688760806916425,0.2164009111617312
3,0.1,top2_mean_phi,0.5,3760,439,694,127,11,116,0.08661417322834646,0.011940298507462687,0.2642369020501139,116,8,108,0.06896551724137931,0.01181592039800995,0.15561959654178675,0.2460136674259681
3,0.15,top2_mean_phi,0.5,3760,439,694,152,12,140,0.07894736842105263,0.011882551528073916,0.31890660592255127,158,13,145,0.08227848101265822,0.01374822316986496,0.20893371757925072,0.32574031890660593
3,0.2,top2_mean_phi,0.5,3760,439,694,166,16,150,0.0963855421686747,0.019345238095238096,0.3416856492027335,177,16,161,0.0903954802259887,0.019345238095238096,0.23198847262247838,0.3621867881548975
4,0.05,top2_mean_phi,0.5,3617,367,581,85,1,84,0.011764705882352941,0.0018656716417910447,0.22888283378746593,84,1,83,0.011904761904761904,0.0018656716417910447,0.14285714285714285,0.22615803814713897
4,0.1,top2_mean_phi,0.5,3617,367,581,110,4,106,0.03636363636363636,0.005597014925373134,0.2888283378746594,113,5,108,0.04424778761061947,0.005730277185501066,0.18588640275387264,0.29427792915531337
4,0.15,top2_mean_phi,0.5,3617,367,581,128,9,119,0.0703125,0.012260127931769723,0.3242506811989101,123,9,114,0.07317073170731707,0.013192963752665245,0.1962134251290878,0.3106267029972752
4,0.2,top2_mean_phi,0.5,3617,367,581,143,10,133,0.06993006993006994,0.012415600568585643,0.36239782016348776,131,9,122,0.06870229007633588,0.012260127931769723,0.2099827882960413,0.33242506811989103
5,0.05,top2_mean_phi,0.5,4629,474,754,120,4,116,0.03333333333333333,0.005597014925373134,0.24472573839662448,116,5,111,0.04310344827586207,0.007462686567164179,0.14721485411140584,0.23417721518987342
