alpha,n_seeds,sa_fdp_pooled_mean,sa_fdp_pooled_std,sa_family_fdp_mean,sa_rej_mean,sa_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_object_mean,recall_ratio_sa_over_base_object
0.05,20,0.06222183961759561,0.041446054427337384,0.007154664365485261,115.25,0.24464488003836188,0.06151893511511096,0.007417841797505977,112.05,0.2365875019553041,1.0341
0.1,20,0.08059637763576048,0.039962813875024275,0.011665310853057779,151.85,0.31660259515910855,0.08133966925886461,0.011867259140273903,151.55,0.3119933834079935,1.0148
0.15,20,0.09517469896195853,0.04046497959680803,0.015281714070038315,175.85,0.3602875718538596,0.09315667740779321,0.01561608008386548,178.25,0.3620121784624456,0.9952
0.2,20,0.10481322003309193,0.04044360542214667,0.017898104780101048,196.0,0.39719379060394866,0.1007848198524458,0.018527347950960827,197.15,0.3944096573777264,1.0071
