seed,alpha,iou_thresh,n_candidates,n_clusters,compression_ratio,mean_cluster_size,max_cluster_size,nms_rej,nms_fp,nms_tp,nms_tp_members,nms_fdp_pooled,nms_family_fdp_mean,nms_recall_cluster,nms_recall_members,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall,total_tp_clusters,nms_hit_tp_clusters,base_hit_tp_clusters,nms_recall_object,base_recall_object
0,0.05,0.5,13294,9294,0.6991123815255003,1.4303851947493007,90,23,5,18,20,0.21739130434782608,0.008431703204047217,0.024896265560165973,0.027662517289073305,24,5,19,0.20833333333333334,0.008431703204047217,0.02627939142461964,482,18,18,0.03734439834024896,0.03734439834024896
0,0.1,0.5,13294,9294,0.6991123815255003,1.4303851947493007,90,46,11,35,40,0.2391304347826087,0.016863406408094434,0.048409405255878286,0.05532503457814661,50,10,40,0.2,0.016863406408094434,0.05532503457814661,482,35,38,0.07261410788381743,0.07883817427385892
0,0.15,0.5,13294,9294,0.6991123815255003,1.4303851947493007,90,56,14,42,50,0.25,0.021922428330522766,0.058091286307053944,0.06915629322268327,68,15,53,0.22058823529411764,0.023608768971332208,0.07330567081604426,482,42,49,0.08713692946058091,0.1016597510373444
0,0.2,0.5,13294,9294,0.6991123815255003,1.4303851947493007,90,73,20,53,67,0.273972602739726,0.031197301854974706,0.07330567081604426,0.09266943291839558,92,26,66,0.2826086956521739,0.04047217537942664,0.0912863070539419,482,53,62,0.10995850622406639,0.12863070539419086
1,0.05,0.5,12973,9228,0.711323518076004,1.4058300823580407,23,16,1,15,15,0.0625,0.0016863406408094434,0.01953125,0.01953125,16,1,15,0.0625,0.0016863406408094434,0.01953125,518,15,15,0.02895752895752896,0.02895752895752896
1,0.1,0.5,12973,9228,0.711323518076004,1.4058300823580407,23,34,4,30,32,0.11764705882352941,0.006745362563237774,0.0390625,0.041666666666666664,26,4,22,0.15384615384615385,0.006745362563237774,0.028645833333333332,518,30,22,0.05791505791505792,0.04247104247104247
1,0.15,0.5,12973,9228,0.711323518076004,1.4058300823580407,23,55,13,42,46,0.23636363636363636,0.02023608768971332,0.0546875,0.059895833333333336,90,16,74,0.17777777777777778,0.025295109612141653,0.09635416666666667,518,42,73,0.08108108108108109,0.14092664092664092
1,0.2,0.5,12973,9228,0.711323518076004,1.4058300823580407,23,85,19,66,76,0.2235294117647059,0.03035413153456998,0.0859375,0.09895833333333333,104,19,85,0.18269230769230768,0.03035413153456998,0.11067708333333333,518,66,83,0.1274131274131274,0.16023166023166024
2,0.05,0.5,13562,9488,0.6996018286388438,1.4293844856661047,54,17,3,14,14,0.17647058823529413,0.00505902192242833,0.016,0.016,17,3,14,0.17647058823529413,0.00505902192242833,0.016,589,14,14,0.023769100169779286,0.023769100169779286
2,0.1,0.5,13562,9488,0.6996018286388438,1.4293844856661047,54,35,8,27,34,0.22857142857142856,0.011804384485666104,0.030857142857142857,0.038857142857142854,34,8,26,0.23529411764705882,0.011804384485666104,0.029714285714285714,589,27,23,0.04584040747028863,0.03904923599320883
