alpha,n_seeds,compression_ratio_mean,mean_cluster_size_mean,max_cluster_size_max,nms_fdp_pooled_mean,nms_fdp_pooled_std,nms_family_fdp_mean,nms_rej_mean,nms_recall_cluster_mean,nms_recall_members_mean,nms_recall_object_mean,base_fdp_pooled_mean,base_family_fdp_mean,base_rej_mean,base_recall_mean,base_recall_object_mean,rej_ratio_nms_over_base,recall_ratio_nms_members_over_base,recall_ratio_object
0.05,5,0.6992321694463962,1.430295934145999,90,0.15831783306207858,0.0939026512938468,0.004384485666104552,16.6,0.017868312103398336,0.0184215624491798,0.027204795605154188,0.15829195314489433,0.004384485666104552,16.4,0.017672682258579507,0.02644721984757843,1.0122,1.0424,1.0286
0.1,5,0.6992321694463962,1.430295934145999,90,0.1798911010499334,0.0790858390048988,0.010230466554243957,39.8,0.04187077756019249,0.04866431705290737,0.06424121927903216,0.1766257082575868,0.01011804384485666,37.0,0.03914094766382943,0.05731092499738281,1.0757,1.2433,1.1209
0.15,5,0.6992321694463962,1.430295934145999,90,0.2573575658058417,0.054594859009617414,0.020854412591343453,56.6,0.05375338672641994,0.06454522633905248,0.08229372815659088,0.23193383869449785,0.023664980326025854,70.0,0.0688385397122053,0.10065881258017166,0.8086,0.9376,0.8176
0.2,5,0.6992321694463962,1.430295934145999,90,0.2875436941668863,0.044056678314728474,0.031309724564362,76.6,0.06975711854869858,0.08562244886809701,0.10657616857546057,0.26493898854768416,0.03462619449128724,91.8,0.08685486758135577,0.12726172043699818,0.8344,0.9858,0.8375
