seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,max_phi,0.5,1587,449,573,63,1,62,0.015873015873015872,0.004016064257028112,0.13808463251670378,64,1,63,0.015625,0.004016064257028112,0.1099476439790576,0.13808463251670378
0,0.1,max_phi,0.5,1587,449,573,64,1,63,0.015625,0.004016064257028112,0.1403118040089087,64,1,63,0.015625,0.004016064257028112,0.1099476439790576,0.13808463251670378
0,0.15,max_phi,0.5,1587,449,573,67,1,66,0.014925373134328358,0.004016064257028112,0.14699331848552338,66,1,65,0.015151515151515152,0.004016064257028112,0.11343804537521815,0.14253897550111358
0,0.2,max_phi,0.5,1587,449,573,67,1,66,0.014925373134328358,0.004016064257028112,0.14699331848552338,68,1,67,0.014705882352941176,0.004016064257028112,0.1169284467713787,0.14699331848552338
1,0.05,max_phi,0.5,1446,403,513,35,0,35,0.0,0.0,0.08684863523573201,34,0,34,0.0,0.0,0.06627680311890838,0.08436724565756824
1,0.1,max_phi,0.5,1446,403,513,53,0,53,0.0,0.0,0.1315136476426799,52,0,52,0.0,0.0,0.10136452241715399,0.12903225806451613
1,0.15,max_phi,0.5,1446,403,513,85,1,84,0.011764705882352941,0.0013386880856760374,0.20843672456575682,75,0,75,0.0,0.0,0.14619883040935672,0.18610421836228289
1,0.2,max_phi,0.5,1446,403,513,108,2,106,0.018518518518518517,0.002008032128514056,0.2630272952853598,93,0,93,0.0,0.0,0.18128654970760233,0.23076923076923078
2,0.05,max_phi,0.5,1750,418,537,40,0,40,0.0,0.0,0.09569377990430622,35,0,35,0.0,0.0,0.06517690875232775,0.08133971291866028
2,0.1,max_phi,0.5,1750,418,537,43,0,43,0.0,0.0,0.10287081339712918,47,0,47,0.0,0.0,0.08752327746741155,0.11004784688995216
2,0.15,max_phi,0.5,1750,418,537,61,0,61,0.0,0.0,0.145933014354067,60,0,60,0.0,0.0,0.11173184357541899,0.14114832535885166
2,0.2,max_phi,0.5,1750,418,537,70,0,70,0.0,0.0,0.1674641148325359,71,1,70,0.014084507042253521,0.004016064257028112,0.1303538175046555,0.16507177033492823
3,0.05,max_phi,0.5,1501,449,553,36,1,35,0.027777777777777776,0.004016064257028112,0.0779510022271715,37,1,36,0.02702702702702703,0.004016064257028112,0.0650994575045208,0.0779510022271715
3,0.1,max_phi,0.5,1501,449,553,53,1,52,0.018867924528301886,0.002008032128514056,0.11581291759465479,47,1,46,0.02127659574468085,0.002008032128514056,0.08318264014466546,0.10022271714922049
3,0.15,max_phi,0.5,1501,449,553,57,1,56,0.017543859649122806,0.002008032128514056,0.12472160356347439,54,2,52,0.037037037037037035,0.006024096385542169,0.09403254972875226,0.11358574610244988
3,0.2,max_phi,0.5,1501,449,553,68,2,66,0.029411764705882353,0.006024096385542169,0.14699331848552338,60,2,58,0.03333333333333333,0.006024096385542169,0.10488245931283906,0.12694877505567928
4,0.05,max_phi,0.5,1427,471,603,53,0,53,0.0,0.0,0.11252653927813164,49,0,49,0.0,0.0,0.0812603648424544,0.10191082802547771
4,0.1,max_phi,0.5,1427,471,603,71,0,71,0.0,0.0,0.15074309978768577,70,0,70,0.0,0.0,0.11608623548922056,0.1464968152866242
4,0.15,max_phi,0.5,1427,471,603,79,0,79,0.0,0.0,0.16772823779193205,78,1,77,0.01282051282051282,0.004016064257028112,0.12769485903814262,0.16348195329087048
4,0.2,max_phi,0.5,1427,471,603,98,7,91,0.07142857142857142,0.007458405048766495,0.1932059447983015,92,2,90,0.021739130434782608,0.008032128514056224,0.14925373134328357,0.1910828025477707
5,0.05,max_phi,0.5,1513,412,556,21,0,21,0.0,0.0,0.050970873786407765,17,0,17,0.0,0.0,0.030575539568345324,0.038834951456310676
5,0.1,max_phi,0.5,1513,412,556,46,1,45,0.021739130434782608,0.002008032128514056,0.10922330097087378,33,1,32,0.030303030303030304,0.002008032128514056,0.05755395683453238,0.07524271844660194
5,0.15,max_phi,0.5,1513,412,556,55,1,54,0.01818181818181818,0.002008032128514056,0.13106796116504854,50,2,48,0.04,0.006024096385542169,0.08633093525179857,0.11650485436893204
5,0.2,max_phi,0.5,1513,412,556,74,3,71,0.04054054054054054,0.008032128514056224,0.17233009708737865,62,2,60,0.03225806451612903,0.006024096385542169,0.1079136690647482,0.14563106796116504
6,0.05,max_phi,0.5,1698,401,534,35,1,34,0.02857142857142857,0.002008032128514056,0.08478802992518704,31,1,30,0.03225806451612903,0.004016064257028112,0.056179775280898875,0.06982543640897755
6,0.1,max_phi,0.5,1698,401,534,53,1,52,0.018867924528301886,0.002008032128514056,0.12967581047381546,48,1,47,0.020833333333333332,0.002008032128514056,0.08801498127340825,0.11221945137157108
6,0.15,max_phi,0.5,1698,401,534,62,1,61,0.016129032258064516,0.002008032128514056,0.15211970074812967,58,1,57,0.017241379310344827,0.002008032128514056,0.10674157303370786,0.1371571072319202
6,0.2,max_phi,0.5,1698,401,534,69,2,67,0.028985507246376812,0.006024096385542169,0.16708229426433915,68,2,66,0.029411764705882353,0.006024096385542169,0.12359550561797752,0.1596009975062344
7,0.05,max_phi,0.5,1452,442,560,44,1,43,0.022727272727272728,0.004016064257028112,0.09728506787330317,45,1,44,0.022222222222222223,0.004016064257028112,0.07857142857142857,0.09954751131221719
7,0.1,max_phi,0.5,1452,442,560,62,1,61,0.016129032258064516,0.004016064257028112,0.13800904977375567,58,1,57,0.017241379310344827,0.004016064257028112,0.10178571428571428,0.12895927601809956
7,0.15,max_phi,0.5,1452,442,560,75,1,74,0.013333333333333334,0.004016064257028112,0.167420814479638,70,2,68,0.02857142857142857,0.008032128514056224,0.12142857142857143,0.15610859728506787
7,0.2,max_phi,0.5,1452,442,560,85,2,83,0.023529411764705882,0.006024096385542169,0.18778280542986425,74,2,72,0.02702702702702703,0.006024096385542169,0.12857142857142856,0.16515837104072398
8,0.05,max_phi,0.5,2087,391,494,51,0,51,0.0,0.0,0.13043478260869565,48,0,48,0.0,0.0,0.09716599190283401,0.12276214833759591
8,0.1,max_phi,0.5,2087,391,494,77,2,75,0.025974025974025976,0.002008032128514056,0.1918158567774936,72,4,68,0.05555555555555555,0.007028112449799197,0.13765182186234817,0.17902813299232737
8,0.15,max_phi,0.5,2087,391,494,82,3,79,0.036585365853658534,0.006024096385542169,0.2020460358056266,80,5,75,0.0625,0.01104417670682731,0.15182186234817813,0.1969309462915601
8,0.2,max_phi,0.5,2087,391,494,95,4,91,0.042105263157894736,0.010040160642570281,0.23273657289002558,88,5,83,0.056818181818181816,0.01104417670682731,0.1680161943319838,0.21739130434782608
9,0.05,max_phi,0.5,1314,444,575,60,3,57,0.05,0.006827309236947791,0.12837837837837837,60,2,58,0.03333333333333333,0.006024096385542169,0.10086956521739131,0.12837837837837837
9,0.1,max_phi,0.5,1314,444,575,73,3,70,0.0410958904109589,0.006827309236947791,0.15765765765765766,72,3,69,0.041666666666666664,0.006827309236947791,0.12,0.15315315315315314
