alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,stratum
0.05,1537,267,304,12,292,0.039473684210526314,0.5805168986083499,0.0068314899154196486,0,betting,K<=5
0.05,944,101,187,10,177,0.053475935828877004,0.12697274031563846,0.003026634382566586,0,betting,5<K<=30
0.05,214,2,8,0,8,0.0,0.005031446540880503,0.0,0,betting,K>30
0.1,1537,311,359,17,342,0.04735376044568245,0.679920477137177,0.00965083495987855,0,betting,K<=5
0.1,944,136,272,16,256,0.058823529411764705,0.1836441893830703,0.005357142857142857,0,betting,5<K<=30
0.1,214,10,43,1,42,0.023255813953488372,0.026415094339622643,0.0004248088360237893,0,betting,K>30
0.15,1537,323,373,21,352,0.05630026809651475,0.6998011928429424,0.012253307308609846,0,betting,K<=5
0.15,944,150,303,18,285,0.0594059405940594,0.20444763271162122,0.006239911218724779,0,betting,5<K<=30
0.15,214,17,74,3,71,0.04054054054054054,0.04465408805031446,0.00503235082674335,0,betting,K>30
0.2,1537,346,403,33,370,0.08188585607940446,0.73558648111332,0.019410106267620904,0,betting,K<=5
0.2,944,163,343,26,317,0.07580174927113703,0.22740315638450503,0.008994148506860372,0,betting,5<K<=30
0.2,214,24,109,22,87,0.2018348623853211,0.05471698113207547,0.010094068780160038,0,betting,K>30
0.05,232,3,12,2,10,0.16666666666666666,0.0054914881933003845,0.001724137931034483,1,betting,K>30
0.05,892,69,110,2,108,0.01818181818181818,0.08888888888888889,0.0012612107623318385,1,betting,5<K<=30
0.05,1571,261,303,12,291,0.039603960396039604,0.6139240506329114,0.0060471037555697,1,betting,K<=5
0.1,232,16,61,3,58,0.04918032786885246,0.03185063152114223,0.0013888888888888887,1,betting,K>30
0.1,892,91,156,3,153,0.019230769230769232,0.1259259259259259,0.00148542600896861,1,betting,5<K<=30
0.1,1571,302,353,21,332,0.059490084985835696,0.70042194092827,0.011775938892425206,1,betting,K<=5
0.15,232,26,115,7,108,0.06086956521739131,0.05930807248764415,0.0024499925361994327,1,betting,K>30
0.15,892,119,211,5,206,0.023696682464454975,0.16954732510288065,0.003727578475336323,1,betting,5<K<=30
0.15,1571,312,368,28,340,0.07608695652173914,0.7172995780590717,0.015276893698281349,1,betting,K<=5
0.2,232,31,142,8,134,0.056338028169014086,0.07358594179022515,0.0031683833407971334,1,betting,K>30
0.2,892,145,253,8,245,0.03162055335968379,0.20164609053497942,0.005969730941704036,1,betting,5<K<=30
0.2,1571,339,400,40,360,0.1,0.759493670886076,0.02259707192870783,1,betting,K<=5
0.05,1594,266,295,9,286,0.030508474576271188,0.5375939849624061,0.00533249686323714,2,betting,K<=5
0.05,891,73,122,3,119,0.02459016393442623,0.09482071713147411,0.003367003367003367,2,betting,5<K<=30
0.05,210,2,5,0,5,0.0,0.0030525030525030525,0.0,2,betting,K>30
0.1,1594,313,349,19,330,0.054441260744985676,0.6203007518796992,0.011292346298619825,2,betting,K<=5
0.1,891,102,186,6,180,0.03225806451612903,0.14342629482071714,0.005331088664421998,2,betting,5<K<=30
0.1,210,17,44,2,42,0.045454545454545456,0.02564102564102564,0.002813852813852814,2,betting,K>30
0.15,1594,335,376,27,349,0.07180851063829788,0.6560150375939849,0.015056461731493099,2,betting,K<=5
0.15,891,131,233,9,224,0.03862660944206009,0.17848605577689244,0.007744107744107744,2,betting,5<K<=30
0.15,210,27,77,6,71,0.07792207792207792,0.043345543345543344,0.00782312925170068,2,betting,K>30
0.2,1594,354,403,40,363,0.09925558312655088,0.6823308270676691,0.021225428690924298,2,betting,K<=5
0.2,891,145,282,14,268,0.04964539007092199,0.21354581673306772,0.01017583239805462,2,betting,5<K<=30
0.2,210,32,140,27,113,0.19285714285714287,0.06898656898656899,0.010041026511614747,2,betting,K>30
0.05,1603,269,296,11,285,0.037162162162162164,0.5949895615866388,0.0056144728633811605,3,betting,K<=5
0.05,867,82,153,2,151,0.013071895424836602,0.11984126984126985,0.0012975778546712802,3,betting,5<K<=30
0.05,225,3,56,33,23,0.5892857142857143,0.014171287738755391,0.005529100529100529,3,betting,K>30
0.1,1603,294,322,18,304,0.055900621118012424,0.6346555323590815,0.009981285090455396,3,betting,K<=5
0.1,867,122,230,6,224,0.02608695652173913,0.17777777777777778,0.00331603229527105,3,betting,5<K<=30
0.1,225,8,100,53,47,0.53,0.02895871842267406,0.010390681003584229,3,betting,K>30
0.15,1603,303,335,21,314,0.0626865671641791,0.6555323590814196,0.011852776044915784,3,betting,K<=5
0.15,867,142,267,8,259,0.0299625468164794,0.20555555555555555,0.003988850442137639,3,betting,5<K<=30
0.15,225,19,141,59,82,0.41843971631205673,0.05052372150338879,0.010305555555555556,3,betting,K>30
0.2,1603,320,356,29,327,0.08146067415730338,0.6826722338204593,0.01653150343106675,3,betting,K<=5
0.2,867,158,297,13,284,0.04377104377104377,0.2253968253968254,0.006641676278354478,3,betting,5<K<=30
0.2,225,23,156,62,94,0.3974358974358974,0.05791743684534812,0.012633986928104576,3,betting,K>30
0.05,204,2,8,2,6,0.25,0.0036719706242350062,0.00196078431372549,4,betting,K>30
0.05,918,83,138,2,136,0.014492753623188406,0.10967741935483871,0.0012254901960784314,4,betting,5<K<=30
0.05,1573,277,315,9,306,0.02857142857142857,0.5930232558139535,0.00540368722186904,4,betting,K<=5
0.1,204,15,47,5,42,0.10638297872340426,0.025703794369645042,0.008887898593780946,4,betting,K>30
0.1,918,114,222,5,217,0.02252252252252252,0.175,0.0028957879448075524,4,betting,5<K<=30
0.1,1573,317,362,18,344,0.049723756906077346,0.6666666666666666,0.01112523839796567,4,betting,K<=5
0.15,204,19,139,50,89,0.3597122302158273,0.05446756425948592,0.01342840166369578,4,betting,K>30
0.15,918,138,273,7,266,0.02564102564102564,0.21451612903225806,0.0038035584604212054,4,betting,5<K<=30
0.15,1573,332,381,26,355,0.06824146981627296,0.687984496124031,0.014833651197287563,4,betting,K<=5
0.2,204,25,156,51,105,0.3269230769230769,0.06425948592411261,0.01342840166369578,4,betting,K>30
0.2,918,155,319,13,306,0.04075235109717868,0.2467741935483871,0.007071532316630357,4,betting,5<K<=30
0.2,1573,355,411,40,371,0.09732360097323602,0.7189922480620154,0.022462386098749735,4,betting,K<=5
0.05,224,5,15,2,13,0.13333333333333333,0.007975460122699387,0.0017857142857142859,5,betting,K>30
0.05,1552,261,287,7,280,0.024390243902439025,0.5714285714285714,0.0035438144329896907,5,betting,K<=5
0.05,919,68,109,2,107,0.01834862385321101,0.08288148721920992,0.0013057671381936887,5,betting,5<K<=30
0.1,224,12,39,3,36,0.07692307692307693,0.022085889570552148,0.0016298185941043084,5,betting,K>30
0.1,1552,308,342,15,327,0.043859649122807015,0.6673469387755102,0.008698453608247423,5,betting,K<=5
0.1,919,94,171,5,166,0.029239766081871343,0.12858249419054996,0.0045701849836779105,5,betting,5<K<=30
0.15,224,24,141,44,97,0.3120567375886525,0.05950920245398773,0.007721816873602587,5,betting,K>30
0.15,1552,322,356,22,334,0.06179775280898876,0.6816326530612244,0.013208762886597938,5,betting,K<=5
0.15,919,123,222,6,216,0.02702702702702703,0.16731216111541442,0.003844758795792528,5,betting,5<K<=30
0.2,224,26,178,63,115,0.3539325842696629,0.0705521472392638,0.007802353896103896,5,betting,K>30
0.2,1552,332,372,30,342,0.08064516129032258,0.6979591836734694,0.01610824742268041,5,betting,K<=5
0.2,919,134,252,11,241,0.04365079365079365,0.18667699457784662,0.005476967718534639,5,betting,5<K<=30
0.05,1582,265,293,8,285,0.027303754266211604,0.6390134529147982,0.004740834386852086,6,betting,K<=5
0.05,892,83,142,6,136,0.04225352112676056,0.11643835616438356,0.004288116591928251,6,betting,5<K<=30
0.05,221,3,38,20,18,0.5263157894736842,0.01037463976945245,0.002828054298642534,6,betting,K>30
0.1,1582,285,320,12,308,0.0375,0.6905829596412556,0.00695322376738306,6,betting,K<=5
0.1,892,110,193,10,183,0.05181347150259067,0.1566780821917808,0.004456278026905829,6,betting,5<K<=30
0.1,221,7,66,21,45,0.3181818181818182,0.025936599423631124,0.003474466709760827,6,betting,K>30
0.15,1582,301,337,20,317,0.05934718100890208,0.7107623318385651,0.011694058154235146,6,betting,K<=5
0.15,892,129,228,11,217,0.04824561403508772,0.1857876712328767,0.004437593423019432,6,betting,5<K<=30
0.15,221,20,128,38,90,0.296875,0.05187319884726225,0.00929851578640506,6,betting,K>30
0.2,1582,310,350,28,322,0.08,0.7219730941704036,0.015170670037926675,6,betting,K<=5
0.2,892,148,270,19,251,0.07037037037037037,0.2148972602739726,0.007894245142002989,6,betting,5<K<=30
0.2,221,27,168,42,126,0.25,0.07262247838616714,0.010235813782526583,6,betting,K>30
0.05,1560,255,285,13,272,0.0456140350877193,0.5461847389558233,0.007692307692307693,7,betting,K<=5
0.05,915,90,168,10,158,0.05952380952380952,0.1225756400310318,0.00312256049960968,7,betting,5<K<=30
0.05,220,2,6,0,6,0.0,0.003582089552238806,0.0,7,betting,K>30
0.1,1560,297,338,18,320,0.05325443786982249,0.642570281124498,0.01047008547008547,7,betting,K<=5
0.1,915,125,227,14,213,0.06167400881057269,0.165244375484872,0.005794084482609074,7,betting,5<K<=30
0.1,220,14,55,2,53,0.03636363636363636,0.03164179104477612,0.001062573789846517,7,betting,K>30
0.15,1560,322,366,30,336,0.08196721311475409,0.6746987951807228,0.0172008547008547,7,betting,K<=5
0.15,915,149,276,16,260,0.057971014492753624,0.2017067494181536,0.0054077070470513085,7,betting,5<K<=30
0.15,220,23,153,48,105,0.3137254901960784,0.0626865671641791,0.010214741398951926,7,betting,K>30
0.2,1560,340,386,40,346,0.10362694300518134,0.6947791164658634,0.023290598290598288,7,betting,K<=5
0.2,915,169,313,19,294,0.06070287539936102,0.22808378588052755,0.00686490194686916,7,betting,5<K<=30
0.2,220,32,209,67,142,0.32057416267942584,0.08477611940298507,0.010050505050505051,7,betting,K>30
0.05,220,1,4,0,4,0.0,0.002287021154945683,0.0,8,betting,K>30
0.05,1561,289,322,9,313,0.027950310559006212,0.6173570019723866,0.005445227418321589,8,betting,K<=5
0.05,914,72,157,4,153,0.025477707006369428,0.10669456066945607,0.0018234865061998542,8,betting,5<K<=30
0.1,220,14,50,3,47,0.06,0.026872498570611778,0.005867768595041322,8,betting,K>30
0.1,1561,323,364,16,348,0.04395604395604396,0.6863905325443787,0.009502455690796498,8,betting,K<=5
0.1,914,110,236,13,223,0.05508474576271186,0.15550906555090654,0.006173804313848077,8,betting,5<K<=30
0.15,220,22,78,3,75,0.038461538461538464,0.04288164665523156,0.005867768595041322,8,betting,K>30
0.15,1561,331,377,21,356,0.05570291777188329,0.7021696252465484,0.012705530642750373,8,betting,K<=5
0.15,914,141,283,16,267,0.05653710247349823,0.18619246861924685,0.006660067382168038,8,betting,5<K<=30
0.2,220,27,114,21,93,0.18421052631578946,0.05317324185248713,0.010843845150065246,8,betting,K>30
0.2,1561,340,391,28,363,0.07161125319693094,0.7159763313609467,0.015908605594704247,8,betting,K<=5
0.2,914,159,323,20,303,0.06191950464396285,0.2112970711297071,0.00837809163848551,8,betting,5<K<=30
0.05,236,4,48,22,26,0.4583333333333333,0.014460511679644048,0.004343220338983051,9,betting,K>30
0.05,1519,250,276,9,267,0.03260869565217391,0.5705128205128205,0.005924950625411455,9,betting,K<=5
0.05,940,88,186,6,180,0.03225806451612903,0.14827018121911037,0.0013741134751773048,9,betting,5<K<=30
0.1,236,12,85,23,62,0.27058823529411763,0.034482758620689655,0.004195251546946463,9,betting,K>30
0.1,1519,280,314,16,298,0.050955414012738856,0.6367521367521367,0.01053324555628703,9,betting,K<=5
0.1,940,140,283,12,271,0.04240282685512368,0.22322899505766064,0.003671479229989868,9,betting,5<K<=30
0.15,236,23,133,27,106,0.20300751879699247,0.058954393770856504,0.005300737398195025,9,betting,K>30
