seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,6.853993422306993,423.32255384516253,2.8157311576233233,15.171627812441338,none
1,0.9999999999999999,7.561496098323891,392.9476956013622,2.3239647369547933,10.084412187712234,none
2,1.0,8.390401440460463,490.0885443790379,2.386485780365862,8.983204779877635,none
3,1.0,7.223790564314071,345.5549506310712,2.588022722779127,12.593816535474984,none
4,1.0,8.810031212026201,416.8188291055829,2.0279038557337032,12.591763649864223,none
5,1.0000000000000002,9.528924410402526,447.30251705315067,1.9440878943671203,7.728665098722893,none
6,1.0000000000000002,7.5832470273396195,430.5723077991684,2.3057431259104533,8.626558953599856,none
7,1.0,5.697423199875101,362.50888651540936,2.2201392233198756,15.690559856971166,none
8,1.0,7.809716439036197,385.41542973026833,2.0744749349984923,11.55317346036355,none
9,1.0,7.772343555705243,366.2280446039899,2.385863670355882,8.413236288795867,none
10,1.0000000000000002,7.521954385676273,374.8852950498824,2.3937490313459215,9.300864144796991,none
11,1.0,9.63225002159257,461.8884416994737,2.1814723024541003,12.573948026473941,none
12,1.0,7.978397079071659,376.8624793231728,1.9902724349810852,13.600743377648769,none
13,1.0,7.227123564535059,350.9360078430818,2.417784768046495,8.293400738222916,none
14,0.9999999999999999,7.917133729657848,458.40398109467395,2.3560744157471123,8.772252502089966,none
15,1.0,8.540621572230807,559.0990477048458,2.43257234815653,10.27844961658815,none
16,0.9999999999999999,8.252489370740562,402.43588035632945,2.612468367553946,13.640613971488149,none
17,1.0,7.899199018388447,380.2001181404618,2.817459231023965,8.899304641701464,none
18,1.0000000000000002,9.11417952353761,378.5415702488175,1.80871593552819,7.744546786798363,none
19,1.0,7.680562851429919,423.38278660710955,1.9261910404080609,13.855468544217223,none
