alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method
0.05,2695,370,499,22,477,0.04408817635270541,0.13679380556352166,0.004956268221574345,0,betting
0.1,2695,457,674,34,640,0.050445103857566766,0.18353885861772298,0.007414243147081737,0,betting
0.15,2695,490,750,42,708,0.056,0.20303986234585603,0.009573555696004677,0,betting
0.2,2695,533,855,81,774,0.09473684210526316,0.22196730714080873,0.015021870219949452,0,betting
0.05,2695,0,0,0,0,0.0,0.0,0.0,0,binary
0.1,2695,0,0,0,0,0.0,0.0,0.0,0,binary
0.15,2695,0,0,0,0,0.0,0.0,0.0,0,binary
0.2,2695,205,262,132,130,0.5038167938931297,0.03728133065672498,0.03802102659245517,0,binary
0.05,2695,693,1229,165,1064,0.13425549227013833,0.30513335245196443,0.030615516572626688,0,pvalue_bh
0.1,2695,841,1666,345,1321,0.2070828331332533,0.37883567536564383,0.059242198553186104,0,pvalue_bh
0.15,2695,961,2378,866,1512,0.3641715727502103,0.4336105534843705,0.09311235288874227,0,pvalue_bh
0.2,2695,1056,2882,1246,1636,0.4323386537126995,0.4691712073415543,0.1265197216907394,0,pvalue_bh
0.05,2695,333,425,16,409,0.03764705882352941,0.11652421652421652,0.004090909090909091,1,betting
0.1,2695,409,570,27,543,0.04736842105263158,0.1547008547008547,0.0074757781900639045,1,betting
0.15,2695,457,694,40,654,0.05763688760806916,0.18632478632478633,0.010350055016103253,1,betting
0.2,2695,515,795,56,739,0.07044025157232704,0.21054131054131053,0.015421174372936896,1,betting
0.05,2695,0,0,0,0,0.0,0.0,0.0,1,binary
0.1,2695,0,0,0,0,0.0,0.0,0.0,1,binary
0.15,2695,0,0,0,0,0.0,0.0,0.0,1,binary
0.2,2695,0,0,0,0,0.0,0.0,0.0,1,binary
0.05,2695,695,1356,226,1130,0.16666666666666666,0.32193732193732194,0.03477732162162394,1,pvalue_bh
0.1,2695,847,1766,424,1342,0.24009060022650056,0.38233618233618233,0.06713937274545316,1,pvalue_bh
0.15,2695,971,2183,684,1499,0.31333027943197433,0.4270655270655271,0.1010583299158824,1,pvalue_bh
0.2,2695,1083,2906,1273,1633,0.43805918788713005,0.4652421652421652,0.1376118242669448,1,pvalue_bh
0.05,2695,341,422,12,410,0.02843601895734597,0.11970802919708029,0.004267161410018553,2,betting
0.1,2695,432,579,27,552,0.046632124352331605,0.16116788321167883,0.008660819699780739,2,betting
0.15,2695,493,686,42,644,0.061224489795918366,0.18802919708029198,0.012075271667108402,2,betting
0.2,2695,531,825,81,744,0.09818181818181818,0.21722627737226277,0.016700784997194473,2,betting
0.05,2695,0,0,0,0,0.0,0.0,0.0,2,binary
0.1,2695,0,0,0,0,0.0,0.0,0.0,2,binary
0.15,2695,0,0,0,0,0.0,0.0,0.0,2,binary
0.2,2695,0,0,0,0,0.0,0.0,0.0,2,binary
0.05,2695,720,1337,275,1062,0.2056843679880329,0.3100729927007299,0.03830342137261002,2,pvalue_bh
0.1,2695,900,2353,954,1399,0.40543986400339993,0.40846715328467154,0.0805162329707051,2,pvalue_bh
0.15,2695,1008,2898,1327,1571,0.45790200138026227,0.4586861313868613,0.11286493424044666,2,pvalue_bh
0.2,2695,1129,3669,1957,1712,0.5333878440992096,0.4998540145985401,0.15111650917927355,2,pvalue_bh
0.05,2695,354,505,46,459,0.09108910891089109,0.1365258774538965,0.004218570545101157,3,betting
0.1,2695,424,652,77,575,0.11809815950920245,0.1710291493158834,0.007871207133879943,3,betting
0.15,2695,464,743,88,655,0.11843876177658143,0.19482450922070196,0.009193722943722943,3,betting
0.2,2695,501,809,104,705,0.12855377008652658,0.20969660916121358,0.01302448252028084,3,betting
0.05,2695,0,0,0,0,0.0,0.0,0.0,3,binary
0.1,2695,0,0,0,0,0.0,0.0,0.0,3,binary
0.15,2695,0,0,0,0,0.0,0.0,0.0,3,binary
0.2,2695,0,0,0,0,0.0,0.0,0.0,3,binary
0.05,2695,647,1138,171,967,0.15026362038664323,0.28762641284949436,0.027506756282266488,3,pvalue_bh
0.1,2695,790,1541,346,1195,0.2245295262816353,0.35544318857822726,0.055486141335650954,3,pvalue_bh
0.15,2695,921,1895,518,1377,0.2733509234828496,0.4095776323616895,0.08566048066343161,3,pvalue_bh
0.2,2695,1012,2302,788,1514,0.3423110338835795,0.4503271861986913,0.11438283163310016,3,pvalue_bh
0.05,2695,362,461,13,448,0.028199566160520606,0.13215339233038348,0.003719851576994434,4,betting
0.1,2695,446,631,28,603,0.044374009508716325,0.17787610619469027,0.008152677048780945,4,betting
0.15,2695,489,793,83,710,0.10466582597730138,0.20943952802359883,0.01097009051554506,4,betting
0.2,2695,535,886,104,782,0.11738148984198646,0.23067846607669618,0.01653595322426491,4,betting
0.05,2695,0,0,0,0,0.0,0.0,0.0,4,binary
0.1,2695,0,0,0,0,0.0,0.0,0.0,4,binary
0.15,2695,0,0,0,0,0.0,0.0,0.0,4,binary
0.2,2695,0,0,0,0,0.0,0.0,0.0,4,binary
