alpha,total_rejections,fp,tp,fdp,recall,threshold,seed,method
0.05,704,35,669,0.04971590909090909,0.19185546314883856,0.7099749445915222,0,score_oracle
0.1,1248,124,1124,0.09935897435897435,0.322340120447376,0.5552012324333191,0,score_oracle
0.15,1595,239,1356,0.14984326018808777,0.38887295669630056,0.4688268899917602,0,score_oracle
0.2,1893,378,1515,0.19968304278922344,0.4344708918841411,0.418392539024353,0,score_oracle
0.05,812,40,772,0.04926108374384237,0.21994301994301993,0.6667008996009827,1,score_oracle
0.1,1154,115,1039,0.09965337954939342,0.29601139601139603,0.5714101791381836,1,score_oracle
0.15,1551,232,1319,0.14958091553836234,0.37578347578347576,0.4772380590438843,1,score_oracle
0.2,1851,370,1481,0.1998919502971367,0.4219373219373219,0.4231957793235779,1,score_oracle
0.05,601,30,571,0.04991680532445923,0.16671532846715328,0.7179208397865295,2,score_oracle
0.1,971,97,874,0.09989701338825953,0.25518248175182484,0.6196679472923279,2,score_oracle
0.15,1328,199,1129,0.14984939759036145,0.32963503649635034,0.5339458584785461,2,score_oracle
0.2,1637,327,1310,0.19975565058032987,0.38248175182481753,0.4758269786834717,2,score_oracle
0.05,563,28,535,0.0497335701598579,0.1591314693634741,0.7416914701461792,3,score_oracle
0.1,954,95,859,0.09958071278825996,0.2555026769779893,0.6216290593147278,3,score_oracle
0.15,1467,220,1247,0.1499659168370825,0.3709101725163593,0.4744459092617035,3,score_oracle
0.2,1713,342,1371,0.19964973730297722,0.40779298036882805,0.4275375306606293,3,score_oracle
0.05,908,45,863,0.04955947136563876,0.2545722713864307,0.6368980407714844,4,score_oracle
0.1,1156,115,1041,0.09948096885813149,0.3070796460176991,0.5720843076705933,4,score_oracle
0.15,1472,220,1252,0.14945652173913043,0.36932153392330386,0.4935470521450043,4,score_oracle
0.2,1807,361,1446,0.19977863862755948,0.4265486725663717,0.4380541741847992,4,score_oracle
0.05,749,37,712,0.049399198931909215,0.20873644092641455,0.6700097918510437,5,score_oracle
0.1,1013,101,912,0.09970384995064166,0.2673702726473175,0.5931540727615356,5,score_oracle
0.15,1356,203,1153,0.14970501474926254,0.33802403987100554,0.5044426918029785,5,score_oracle
0.2,1695,339,1356,0.2,0.3975373790677221,0.4374906122684479,5,score_oracle
0.05,512,25,487,0.048828125,0.14541654225141834,0.7516286969184875,6,score_oracle
0.1,1023,102,921,0.09970674486803519,0.27500746491489997,0.6076127290725708,6,score_oracle
0.15,1323,198,1125,0.14965986394557823,0.33592117049865633,0.5278527140617371,6,score_oracle
0.2,1662,332,1330,0.19975932611311673,0.3971334726784115,0.4587486386299133,6,score_oracle
0.05,708,35,673,0.04943502824858757,0.19439630271519354,0.6917813420295715,7,score_oracle
0.1,1071,107,964,0.09990662931839403,0.2784517619872906,0.5886430740356445,7,score_oracle
0.15,1355,203,1152,0.14981549815498155,0.3327556325823224,0.520206868648529,7,score_oracle
0.2,1645,329,1316,0.2,0.3801270941652224,0.4688429832458496,7,score_oracle
0.05,709,35,674,0.04936530324400564,0.1826558265582656,0.7099815607070923,8,score_oracle
0.1,1251,125,1126,0.09992006394884093,0.3051490514905149,0.5576248168945312,8,score_oracle
0.15,1584,237,1347,0.14962121212121213,0.3650406504065041,0.4805364608764648,8,score_oracle
0.2,1878,375,1503,0.19968051118210864,0.4073170731707317,0.4304476678371429,8,score_oracle
0.05,628,31,597,0.04936305732484077,0.17155172413793104,0.721514105796814,9,score_oracle
0.1,970,97,873,0.1,0.2508620689655172,0.639658510684967,9,score_oracle
0.15,1231,184,1047,0.14947197400487408,0.30086206896551726,0.57088702917099,9,score_oracle
0.2,1601,320,1281,0.19987507807620236,0.36810344827586206,0.4948011934757232,9,score_oracle
0.05,650,32,618,0.04923076923076923,0.17393751759076836,0.7058618068695068,10,score_oracle
0.1,1055,105,950,0.0995260663507109,0.26737967914438504,0.6037216782569885,10,score_oracle
0.15,1385,207,1178,0.14945848375451262,0.3315508021390374,0.5245192050933838,10,score_oracle
0.2,1687,337,1350,0.1997628927089508,0.37996059667886295,0.4672693908214569,10,score_oracle
0.05,586,29,557,0.04948805460750853,0.15730019768426998,0.7099749445915222,11,score_oracle
0.1,986,98,888,0.09939148073022312,0.25077661677492236,0.6005995869636536,11,score_oracle
0.15,1368,205,1163,0.14985380116959066,0.32843829426715615,0.5111126899719238,11,score_oracle
0.2,1755,351,1404,0.2,0.3964981643603502,0.4325609505176544,11,score_oracle
0.05,787,39,748,0.04955527318932656,0.2183941605839416,0.6646680235862732,12,score_oracle
0.1,1183,118,1065,0.09974640743871513,0.310948905109489,0.5493821501731873,12,score_oracle
0.15,1463,219,1244,0.1496924128503076,0.3632116788321168,0.4954478442668915,12,score_oracle
0.2,1747,349,1398,0.19977103606182026,0.40817518248175183,0.4478605985641479,12,score_oracle
0.05,805,40,765,0.049689440993788817,0.2197644355070382,0.6676958799362183,13,score_oracle
0.1,1095,109,986,0.09954337899543379,0.28325193909796037,0.5943342447280884,13,score_oracle
0.15,1402,210,1192,0.14978601997146934,0.34243033611031315,0.5171471238136292,13,score_oracle
0.2,1695,339,1356,0.2,0.38954323470267166,0.4608871042728424,13,score_oracle
0.05,729,36,693,0.04938271604938271,0.1859903381642512,0.703933596611023,14,score_oracle
0.1,1165,116,1049,0.09957081545064378,0.2815351583467525,0.6019546389579773,14,score_oracle
0.15,1564,234,1330,0.149616368286445,0.3569511540526033,0.5079413652420044,14,score_oracle
0.2,1920,384,1536,0.2,0.41223832528180354,0.4368730783462524,14,score_oracle
0.05,682,34,648,0.04985337243401759,0.18243243243243243,0.693023681640625,15,score_oracle
0.1,1151,115,1036,0.0999131190269331,0.2916666666666667,0.5453521013259888,15,score_oracle
0.15,1434,215,1219,0.1499302649930265,0.3431869369369369,0.4779157042503357,15,score_oracle
0.2,1730,346,1384,0.2,0.38963963963963966,0.4259164333343506,15,score_oracle
0.05,963,48,915,0.04984423676012461,0.25702247191011235,0.6152811646461487,16,score_oracle
0.1,1403,140,1263,0.09978617248752673,0.3547752808988764,0.4945140480995178,16,score_oracle
0.15,1655,248,1407,0.14984894259818732,0.3952247191011236,0.4540223777294159,16,score_oracle
0.2,1938,387,1551,0.1996904024767802,0.4356741573033708,0.409958004951477,16,score_oracle
0.05,545,27,518,0.04954128440366973,0.15495064313490878,0.7422714829444885,17,score_oracle
0.1,1040,104,936,0.1,0.27998803469937183,0.5987900495529175,17,score_oracle
0.15,1492,223,1269,0.14946380697050937,0.379599162428956,0.4871901273727417,17,score_oracle
0.2,1827,365,1462,0.19978106185002736,0.43733173795991626,0.4259470403194427,17,score_oracle
0.05,860,43,817,0.05,0.2243272926963207,0.6678273677825928,18,score_oracle
0.1,1195,119,1076,0.099581589958159,0.2954420647995607,0.5814909934997559,18,score_oracle
0.15,1620,243,1377,0.15,0.37808896210873144,0.4845920503139496,18,score_oracle
0.2,1991,398,1593,0.1998995479658463,0.43739703459637563,0.4194126725196838,18,score_oracle
0.05,673,33,640,0.04903417533432392,0.17713811237199004,0.720680832862854,19,score_oracle
0.1,1033,103,930,0.09970958373668926,0.25740381954054803,0.6029543876647949,19,score_oracle
0.15,1454,218,1236,0.1499312242090784,0.34209797951840576,0.4866198599338531,19,score_oracle
0.2,1781,356,1425,0.19988770353733856,0.39440907832825906,0.4278731942176819,19,score_oracle
