alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,seed,method,cal_null_size,n_cal
0.05,2695,370,499,22,477,0.04408817635270541,0.13679380556352166,0.004956268221574345,0,betting,all,27844
0.1,2695,457,674,34,640,0.050445103857566766,0.18353885861772298,0.007414243147081737,0,betting,all,27844
0.15,2695,490,750,42,708,0.056,0.20303986234585603,0.009573555696004677,0,betting,all,27844
0.2,2695,533,855,81,774,0.09473684210526316,0.22196730714080873,0.015021870219949452,0,betting,all,27844
0.05,2695,333,425,16,409,0.03764705882352941,0.11652421652421652,0.004090909090909091,1,betting,all,27463
0.1,2695,409,570,27,543,0.04736842105263158,0.1547008547008547,0.0074757781900639045,1,betting,all,27463
0.15,2695,457,694,40,654,0.05763688760806916,0.18632478632478633,0.010350055016103253,1,betting,all,27463
0.2,2695,515,795,56,739,0.07044025157232704,0.21054131054131053,0.015421174372936896,1,betting,all,27463
0.05,2695,341,422,12,410,0.02843601895734597,0.11970802919708029,0.004267161410018553,2,betting,all,28683
0.1,2695,432,579,27,552,0.046632124352331605,0.16116788321167883,0.008660819699780739,2,betting,all,28683
0.15,2695,493,686,42,644,0.061224489795918366,0.18802919708029198,0.012075271667108402,2,betting,all,28683
0.2,2695,531,825,81,744,0.09818181818181818,0.21722627737226277,0.016700784997194473,2,betting,all,28683
0.05,2695,354,505,46,459,0.09108910891089109,0.1365258774538965,0.004218570545101157,3,betting,all,29552
0.1,2695,424,652,77,575,0.11809815950920245,0.1710291493158834,0.007871207133879943,3,betting,all,29552
0.15,2695,464,743,88,655,0.11843876177658143,0.19482450922070196,0.009193722943722943,3,betting,all,29552
0.2,2695,501,809,104,705,0.12855377008652658,0.20969660916121358,0.01302448252028084,3,betting,all,29552
0.05,2695,362,461,13,448,0.028199566160520606,0.13215339233038348,0.003719851576994434,4,betting,all,28273
0.1,2695,446,631,28,603,0.044374009508716325,0.17787610619469027,0.008152677048780945,4,betting,all,28273
0.15,2695,489,793,83,710,0.10466582597730138,0.20943952802359883,0.01097009051554506,4,betting,all,28273
0.2,2695,535,886,104,782,0.11738148984198646,0.23067846607669618,0.01653595322426491,4,betting,all,28273
0.05,2695,334,411,11,400,0.0267639902676399,0.11726766344180592,0.002634508348794063,5,betting,all,29908
0.1,2695,414,552,23,529,0.041666666666666664,0.15508648490178834,0.006703183437877315,5,betting,all,29908
0.15,2695,469,719,72,647,0.10013908205841446,0.18968044561712108,0.00955956226828212,5,betting,all,29908
0.2,2695,492,802,104,698,0.12967581047381546,0.20463207270595132,0.011792601338055883,5,betting,all,29908
0.05,2695,351,473,34,439,0.07188160676532769,0.13108390564347566,0.004434137291280148,6,betting,all,29950
0.1,2695,402,579,43,536,0.07426597582037997,0.1600477754553598,0.005841505433342168,6,betting,all,29950
0.15,2695,450,693,69,624,0.09956709956709957,0.1863242759032547,0.009095846130660055,6,betting,all,29950
0.2,2695,485,788,89,699,0.11294416243654823,0.20871902060316513,0.012357618372024134,6,betting,all,29950
0.05,2695,347,459,23,436,0.05010893246187364,0.12593876372039284,0.0055128544924463296,7,betting,all,29384
0.1,2695,436,620,34,586,0.054838709677419356,0.16926632004621606,0.00811454058207305,7,betting,all,29384
0.15,2695,494,795,94,701,0.11823899371069183,0.2024841132293472,0.012626578252005456,7,betting,all,29384
0.2,2695,541,908,126,782,0.13876651982378854,0.22588099364529174,0.016632960937228096,7,betting,all,29384
0.05,2695,362,483,13,470,0.026915113871635612,0.12737127371273713,0.0037724180581323436,8,betting,all,27005
0.1,2695,447,650,32,618,0.04923076923076923,0.16747967479674797,0.008076845850500766,8,betting,all,27005
