method,alpha,total_rejections,fdp,recall
betting,0.05,41.882636774179986,0.021523226181147305,0.009895103616872234
betting,0.1,49.21050379960083,0.02166134248725463,0.011488021861864572
betting,0.15,53.694457226441024,0.021395274081415946,0.01232549532698299
betting,0.2,59.49920388675714,0.02020181069623816,0.013447270724706934
binary,0.05,32.42298567374695,0.04163712785689264,0.007302962118598816
binary,0.1,38.90758280849634,0.0591144407844772,0.007921857213395325
binary,0.15,48.299068313995456,0.08488776581249202,0.008293194270273231
binary,0.2,106.17338104301501,0.2257710833938453,0.01495425903081273
pvalue_bh,0.05,114.50096529126546,0.037631803331393585,0.019258712654959202
pvalue_bh,0.1,243.90550370346728,0.059282417552704816,0.02535616711717123
pvalue_bh,0.15,309.7879198147628,0.056048026001173534,0.0247861993412305
pvalue_bh,0.2,405.04189192048557,0.055162155463368855,0.025105453939315278
