seed,alpha,R_statistic,iou_thresh,n_cal_all_null_clusters,total_tp_clusters,total_tp_candidates,sa_rej,sa_fp,sa_tp,sa_fdp_pooled,sa_family_fdp_mean,sa_recall_object,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall_candidate,base_recall_object
0,0.05,max_phi,0.7,5642,533,533,164,11,153,0.06707317073170732,0.018783542039355994,0.2870544090056285,164,11,153,0.06707317073170732,0.018783542039355994,0.2870544090056285,0.2870544090056285
0,0.1,max_phi,0.7,5642,533,533,203,17,186,0.08374384236453201,0.026744186046511628,0.34896810506566606,203,17,186,0.08374384236453201,0.026744186046511628,0.34896810506566606,0.34896810506566606
0,0.15,max_phi,0.7,5642,533,533,234,27,207,0.11538461538461539,0.03623534088650368,0.3883677298311445,234,27,207,0.11538461538461539,0.03623534088650368,0.3883677298311445,0.3883677298311445
0,0.2,max_phi,0.7,5642,533,533,247,30,217,0.1214574898785425,0.03862055257404094,0.4071294559099437,247,30,217,0.1214574898785425,0.03862055257404094,0.4071294559099437,0.4071294559099437
1,0.05,max_phi,0.7,5078,544,544,130,5,125,0.038461538461538464,0.008944543828264758,0.22977941176470587,130,5,125,0.038461538461538464,0.008944543828264758,0.22977941176470587,0.22977941176470587
1,0.1,max_phi,0.7,5078,544,544,180,9,171,0.05,0.014758497316636851,0.31433823529411764,180,9,171,0.05,0.014758497316636851,0.31433823529411764,0.31433823529411764
1,0.15,max_phi,0.7,5078,544,544,202,14,188,0.06930693069306931,0.020700230002555584,0.34558823529411764,202,14,188,0.06930693069306931,0.020700230002555584,0.34558823529411764,0.34558823529411764
1,0.2,max_phi,0.7,5078,544,544,219,19,200,0.0867579908675799,0.02517250191668796,0.36764705882352944,219,19,200,0.0867579908675799,0.02517250191668796,0.36764705882352944,0.36764705882352944
2,0.05,max_phi,0.7,4988,566,566,152,5,147,0.03289473684210526,0.007751937984496125,0.2597173144876325,152,5,147,0.03289473684210526,0.007751937984496125,0.2597173144876325,0.2597173144876325
2,0.1,max_phi,0.7,4988,566,566,211,11,200,0.052132701421800945,0.015802027429934404,0.35335689045936397,211,11,200,0.052132701421800945,0.015802027429934404,0.35335689045936397,0.35335689045936397
2,0.15,max_phi,0.7,4988,566,566,228,11,217,0.04824561403508772,0.015802027429934404,0.3833922261484099,228,11,217,0.04824561403508772,0.015802027429934404,0.3833922261484099,0.3833922261484099
2,0.2,max_phi,0.7,4988,566,566,244,13,231,0.05327868852459016,0.016607036374478235,0.4081272084805654,244,13,231,0.05327868852459016,0.016607036374478235,0.4081272084805654,0.4081272084805654
3,0.05,max_phi,0.7,5520,577,577,165,4,161,0.024242424242424242,0.007155635062611807,0.27902946273830154,165,4,161,0.024242424242424242,0.007155635062611807,0.27902946273830154,0.27902946273830154
3,0.1,max_phi,0.7,5520,577,577,218,15,203,0.06880733944954129,0.02032399125422381,0.35181975736568455,218,15,203,0.06880733944954129,0.02032399125422381,0.35181975736568455,0.35181975736568455
3,0.15,max_phi,0.7,5520,577,577,243,21,222,0.08641975308641975,0.023454581594116477,0.3847487001733102,243,21,222,0.08641975308641975,0.023454581594116477,0.3847487001733102,0.3847487001733102
3,0.2,max_phi,0.7,5520,577,577,257,25,232,0.09727626459143969,0.028284635261379445,0.4020797227036395,257,25,232,0.09727626459143969,0.028284635261379445,0.4020797227036395,0.4020797227036395
4,0.05,max_phi,0.7,5441,543,543,125,5,120,0.04,0.008050089445438283,0.22099447513812154,125,5,120,0.04,0.008050089445438283,0.22099447513812154,0.22099447513812154
4,0.1,max_phi,0.7,5441,543,543,175,7,168,0.04,0.011627906976744186,0.30939226519337015,175,7,168,0.04,0.011627906976744186,0.30939226519337015,0.30939226519337015
4,0.15,max_phi,0.7,5441,543,543,196,12,184,0.061224489795918366,0.019230769230769232,0.3388581952117864,196,12,184,0.061224489795918366,0.019230769230769232,0.3388581952117864,0.3388581952117864
4,0.2,max_phi,0.7,5441,543,543,226,23,203,0.10176991150442478,0.027827469687934803,0.3738489871086556,226,23,203,0.10176991150442478,0.027827469687934803,0.3738489871086556,0.3738489871086556
5,0.05,max_phi,0.7,5616,556,556,136,5,131,0.03676470588235294,0.008944543828264758,0.2356115107913669,136,5,131,0.03676470588235294,0.008944543828264758,0.2356115107913669,0.2356115107913669
5,0.1,max_phi,0.7,5616,556,556,182,16,166,0.08791208791208792,0.018753726893261775,0.29856115107913667,182,16,166,0.08791208791208792,0.018753726893261775,0.29856115107913667,0.29856115107913667
5,0.15,max_phi,0.7,5616,556,556,211,26,185,0.12322274881516587,0.021104154243689124,0.3327338129496403,211,26,185,0.12322274881516587,0.021104154243689124,0.3327338129496403,0.3327338129496403
5,0.2,max_phi,0.7,5616,556,556,229,32,197,0.13973799126637554,0.03094315245478036,0.35431654676258995,229,32,197,0.13973799126637554,0.03094315245478036,0.35431654676258995,0.35431654676258995
6,0.05,max_phi,0.7,4857,614,614,138,6,132,0.043478260869565216,0.009838998211091235,0.21498371335504887,138,6,132,0.043478260869565216,0.009838998211091235,0.21498371335504887,0.21498371335504887
6,0.1,max_phi,0.7,4857,614,614,196,10,186,0.05102040816326531,0.014460345855694692,0.30293159609120524,196,10,186,0.05102040816326531,0.014460345855694692,0.30293159609120524,0.30293159609120524
