alpha,score_threshold,k_max,template,cal_null,sum_phi_cal,phi_max,num_test_families,num_test_candidates,gated_tp_total,total_rejections,fp,tp,fdp,gated_recall,full_recall,frontier_supported_family_frac,frontier_T1_median
0.05,0.05,5,all,101.8,304.3241122975766,12.844148440659634,37.25,131.55,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.6209998504771
0.05,0.05,10,all,463.9,955.9132478500238,12.844148440659634,90.55,553.1,88.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.01264369182724
0.05,0.05,20,all,1566.2,2377.7798543086983,12.844148440659634,170.85,1755.45,202.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.3443212047585
0.05,0.05,30,all,2485.85,3335.2062722659102,12.844148440659634,212.65,2800.8,280.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.36415751139396
0.05,0.05,all,all,8140.45,8042.953682054838,12.844148440659634,299.0,8463.8,404.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.8361565685723
0.05,0.1,5,all,58.8125,287.5563973930702,12.903198426863346,37.5625,80.25,27.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.140218363734
0.05,0.1,10,all,189.7,799.4231738681906,12.844148440659634,90.55,250.45,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.13247595659857
0.05,0.1,20,all,542.15,1789.8793796171747,12.844148440659634,170.85,670.95,125.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.25655153493204
0.05,0.1,30,all,804.1,2376.2588191104005,12.844148440659634,212.65,987.0,172.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.77315273762804
0.05,0.1,all,all,2029.95,4610.000256476026,12.844148440659634,299.0,2273.5,248.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0951731177854
0.05,0.15,5,all,53.25,311.64980830221435,12.776020194720097,37.0,61.75,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.5616922790597
0.05,0.15,10,all,128.75,733.1061361653517,12.844148440659634,90.55,179.05,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.400503427985
0.05,0.15,20,all,327.25,1549.6263808093813,12.844148440659634,170.85,429.0,100.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.3087509234803
0.05,0.15,30,all,462.05,1992.2585558444182,12.844148440659634,212.65,605.65,136.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.1014822400651
0.05,0.15,all,all,959.75,3413.030110214296,12.844148440659634,299.0,1143.35,186.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.51659323640325
0.05,0.2,10,all,98.55,672.538141329781,12.844148440659634,90.55,143.7,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.88250354309645
0.05,0.2,20,all,237.95,1373.3155546190708,12.844148440659634,170.85,324.25,87.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.4016868382122
0.05,0.2,30,all,322.9,1720.3866318474768,12.844148440659634,212.65,443.15,116.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.84141173036042
0.05,0.2,all,all,581.15,2680.42863307726,12.844148440659634,299.0,727.85,149.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.91428622917846
0.05,0.25,10,all,77.9,612.0866402640629,12.844148440659634,90.55,120.2,41.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.47949732833553
0.05,0.25,20,all,180.8,1204.7129673778834,12.844148440659634,170.85,256.95,76.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.20606060528357
0.05,0.25,30,all,241.6,1480.7017568632286,12.844148440659634,212.65,341.95,97.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.11466881716282
0.05,0.25,all,all,384.3,2102.776051044106,12.844148440659634,294.85,500.85,114.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.3244710983049
