alpha,score_threshold,k_max,template,cal_null,sum_phi_cal,phi_max,num_test_families,num_test_candidates,gated_tp_total,total_rejections,fp,tp,fdp,gated_recall,full_recall,frontier_supported_family_frac,frontier_T1_median
0.05,0.05,5,all,14.799004233927008,44.936389380865435,0.9919196302805303,4.375469899577103,13.774404180447004,7.63234115975874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.3028135689324
0.05,0.05,10,all,47.84173469835065,102.60251564215379,0.9919196302805303,7.783078811721854,51.43508939481521,12.437104926282823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.194376521869934
0.05,0.05,20,all,82.95312563509334,152.92758738554798,0.9919196302805303,7.191186125719238,101.36981539730755,28.503739366874953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59301098217176
0.05,0.05,30,all,112.93932931119762,153.48638117031666,0.9919196302805303,7.242237223399963,172.51288281413113,37.74638358418208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.82471098932388
0.05,0.05,all,all,440.29493404690504,322.1808705918885,0.9919196302805303,0.0,510.63289934622935,58.331087676072734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.127320196713406
0.05,0.1,5,all,6.263319141371184,36.94250005033233,0.9264512459795751,4.471670083238849,8.481352093465603,6.365270352991039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.58724151567876
0.05,0.1,10,all,19.205536482455972,86.12957878405318,0.9919196302805303,7.783078811721854,24.007619404549136,7.95381404703032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3219452970758
0.05,0.1,20,all,37.056535754239945,132.21269686025457,0.9919196302805303,7.191186125719238,34.82660054129829,17.35511451993331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.301507853348795
0.05,0.1,30,all,36.03930602754956,139.27527569020867,0.9919196302805303,7.242237223399963,48.38007419328093,21.978218882865782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.503042230318222
0.05,0.1,all,all,94.83419048112617,202.7179268530885,0.9919196302805303,0.0,105.86013612806582,33.19682134434593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05839107189758
0.05,0.15,5,all,5.188127472091127,24.97495958039121,0.9861877273925199,4.08248290463863,6.652067347825035,5.9651767227244274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.48249583481345
0.05,0.15,10,all,12.27266967911349,80.2744793035429,0.9919196302805303,7.783078811721854,14.999912280445264,6.02276383486239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78324953954433
0.05,0.15,20,all,19.80928809263074,120.38510561406842,0.9919196302805303,7.191186125719238,20.6346667936318,11.952867966792697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35182734989393
0.05,0.15,30,all,22.57029953395904,126.0161239063787,0.9919196302805303,7.242237223399963,30.318094302004916,16.031137464978976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.718171761804555
0.05,0.15,all,all,37.76920912455987,154.77672824180777,0.9919196302805303,0.0,41.038204279991525,24.597550156147882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.966444007650676
0.05,0.2,10,all,9.539254080956885,78.76362930525272,0.9919196302805303,7.783078811721854,12.252174887491782,5.482028053462274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.8213616198675
0.05,0.2,20,all,13.335646729132053,112.74841141960451,0.9919196302805303,7.191186125719238,15.910522833713072,10.624078907443174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.535669797539008
0.05,0.2,30,all,18.492957407732558,124.14101241759504,0.9919196302805303,7.242237223399963,23.895110708876686,12.834575013979766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18764910861489
0.05,0.2,all,all,25.1422793423014,158.47908205806857,0.9919196302805303,0.0,25.715600425872978,17.165142156800158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.862057958781504
0.05,0.25,10,all,9.441788412215802,78.06605001545269,0.9919196302805303,7.783078811721854,9.876074225382432,5.2342495566272556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.150670459172773
0.05,0.25,20,all,12.433401533136882,110.56242837944298,0.9919196302805303,7.191186125719238,11.988920323628637,8.937796737804893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.144629528853416
0.05,0.25,30,all,14.701951177345562,123.83245423493119,0.9919196302805303,7.242237223399963,16.197709389715698,10.351074187836993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7353259863594
0.05,0.25,all,all,16.046314546534212,153.68917847746454,0.9919196302805303,2.7582412397834517,18.573538052548678,11.47353935205514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.09306986070912
0.05,0.3,10,all,6.407232755171873,65.28988974144347,1.0181763416494303,7.988661555623218,9.07312721319946,4.773219639927976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69892894272971
0.05,0.3,20,all,12.596574304568936,113.08321219581474,0.9919196302805303,7.5245213171757035,9.147188236369628,7.006763649653473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.54342602436003
0.05,0.3,30,all,13.79778777081388,126.51876616403956,0.9919196302805303,7.789838184928381,11.562644024707549,7.667429405231618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.922349256433943
0.05,0.3,all,all,12.677788284613113,152.5905654036976,0.9919196302805303,3.540740332933662,10.036774487118029,7.772251587335685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.790246856076923
0.05,0.35,10,all,3.6065708007990738,53.59964795406166,0.9048881522416908,6.8561908477795805,8.013774905454614,3.3683212785145846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85948953937235
0.05,0.35,20,all,9.4228166534328,107.33778517233412,0.9919196302805303,7.4964904069206035,8.114314836334477,6.682853156832751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6114269361142
