method,alpha,total_rejections,fdp,recall
betting,0.05,14.246975671681126,0.031219920681514145,0.027790157064509494
betting,0.1,19.625104760028808,0.03756026809069049,0.030211256256078407
betting,0.15,26.062425059844298,0.04936346055115902,0.03833994217549123
betting,0.2,38.930809068613534,0.06647851761005712,0.0501544891242868
binary,0.05,0.0,0.0,0.0
binary,0.1,46.51021393199563,0.05267660139302389,0.0795379884614019
binary,0.15,0.0,0.0,0.0
binary,0.2,89.61700672716557,0.0871796367028285,0.126173940533297
pvalue_bh,0.05,23.912725086293104,0.04399058676353306,0.03564946574859733
pvalue_bh,0.1,23.912725086293104,0.04399058676353306,0.03564946574859733
pvalue_bh,0.15,23.912725086293104,0.04399058676353306,0.03564946574859733
pvalue_bh,0.2,23.912725086293104,0.04399058676353306,0.03564946574859733
