alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,140,32,37,1,36,0.02702702702702703,0.2926829268292683,0.007142857142857143,0.4,236,0,betting,K<=5
0.05,90,23,38,0,38,0.0,0.1357142857142857,0.0,0.4,1034,0,betting,5<K<=30
0.05,19,3,6,0,6,0.0,0.03529411764705882,0.0,0.4,1082,0,betting,K>30
0.1,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.4,236,0,betting,K<=5
0.1,90,29,48,0,48,0.0,0.17142857142857143,0.0,0.4,1034,0,betting,5<K<=30
0.1,19,4,7,0,7,0.0,0.041176470588235294,0.0,0.4,1082,0,betting,K>30
0.15,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.4,236,0,betting,K<=5
0.15,90,29,48,0,48,0.0,0.17142857142857143,0.0,0.4,1034,0,betting,5<K<=30
0.15,19,4,19,0,19,0.0,0.11176470588235295,0.0,0.4,1082,0,betting,K>30
0.2,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.4,236,0,betting,K<=5
0.2,90,34,54,0,54,0.0,0.19285714285714287,0.0,0.4,1034,0,betting,5<K<=30
0.2,19,4,19,0,19,0.0,0.11176470588235295,0.0,0.4,1082,0,betting,K>30
0.05,142,30,33,0,33,0.0,0.22916666666666666,0.0,0.4,244,1,betting,K<=5
0.05,15,0,0,0,0,0.0,0.0,0.0,0.4,896,1,betting,K>30
0.05,92,24,41,1,40,0.024390243902439025,0.14925373134328357,0.003623188405797101,0.4,1030,1,betting,5<K<=30
0.1,142,35,39,0,39,0.0,0.2708333333333333,0.0,0.4,244,1,betting,K<=5
0.1,15,2,8,3,5,0.375,0.04950495049504951,0.04,0.4,896,1,betting,K>30
0.1,92,36,60,4,56,0.06666666666666667,0.208955223880597,0.021739130434782608,0.4,1030,1,betting,5<K<=30
