alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method
0.05,249,58,81,1,80,0.012345679012345678,0.13961605584642234,0.004016064257028112,0.4,2352.0,0,betting
0.1,249,72,99,1,98,0.010101010101010102,0.17102966841186737,0.004016064257028112,0.4,2352.0,0,betting
0.15,249,72,111,1,110,0.009009009009009009,0.19197207678883071,0.004016064257028112,0.4,2352.0,0,betting
0.2,249,77,117,1,116,0.008547008547008548,0.2024432809773124,0.004016064257028112,0.4,2352.0,0,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2352.0,0,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2352.0,0,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2352.0,0,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2352.0,0,binary
0.05,249,130,298,56,242,0.18791946308724833,0.4223385689354276,0.05405909351692484,0.4,,0,pvalue_bh
0.1,249,130,298,56,242,0.18791946308724833,0.4223385689354276,0.05405909351692484,0.4,,0,pvalue_bh
0.15,249,130,298,56,242,0.18791946308724833,0.4223385689354276,0.05405909351692484,0.4,,0,pvalue_bh
0.2,249,130,298,56,242,0.18791946308724833,0.4223385689354276,0.05405909351692484,0.4,,0,pvalue_bh
0.05,249,54,74,1,73,0.013513513513513514,0.14230019493177387,0.0013386880856760374,0.4,2170.0,1,betting
0.1,249,73,107,7,100,0.06542056074766354,0.1949317738791423,0.010441767068273093,0.4,2170.0,1,betting
0.15,249,97,146,10,136,0.0684931506849315,0.2651072124756335,0.015528781793842036,0.4,2170.0,1,betting
0.2,249,124,245,49,196,0.2,0.3820662768031189,0.049976094855612926,0.4,2170.0,1,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2170.0,1,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2170.0,1,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2170.0,1,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2170.0,1,binary
0.05,249,124,245,49,196,0.2,0.3820662768031189,0.049976094855612926,0.4,,1,pvalue_bh
0.1,249,124,245,49,196,0.2,0.3820662768031189,0.049976094855612926,0.4,,1,pvalue_bh
0.15,249,124,245,49,196,0.2,0.3820662768031189,0.049976094855612926,0.4,,1,pvalue_bh
0.2,249,124,245,49,196,0.2,0.3820662768031189,0.049976094855612926,0.4,,1,pvalue_bh
0.05,249,61,71,0,71,0.0,0.13221601489757914,0.0,0.4,2329.0,2,betting
0.1,249,81,99,1,98,0.010101010101010102,0.1824953445065177,0.004016064257028112,0.4,2329.0,2,betting
0.15,249,85,119,1,118,0.008403361344537815,0.21973929236499068,0.004016064257028112,0.4,2329.0,2,betting
0.2,249,138,252,63,189,0.25,0.35195530726256985,0.06477337923121056,0.4,2329.0,2,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2329.0,2,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2329.0,2,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2329.0,2,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2329.0,2,binary
0.05,249,138,252,63,189,0.25,0.35195530726256985,0.06477337923121056,0.4,,2,pvalue_bh
0.1,249,138,252,63,189,0.25,0.35195530726256985,0.06477337923121056,0.4,,2,pvalue_bh
0.15,249,138,252,63,189,0.25,0.35195530726256985,0.06477337923121056,0.4,,2,pvalue_bh
0.2,249,138,252,63,189,0.25,0.35195530726256985,0.06477337923121056,0.4,,2,pvalue_bh
0.05,249,55,68,2,66,0.029411764705882353,0.11934900542495479,0.006024096385542169,0.4,2769.0,3,betting
0.1,249,82,107,7,100,0.06542056074766354,0.18083182640144665,0.01606425702811245,0.4,2769.0,3,betting
0.15,249,83,109,7,102,0.06422018348623854,0.1844484629294756,0.01606425702811245,0.4,2769.0,3,betting
0.2,249,112,183,36,147,0.19672131147540983,0.26582278481012656,0.04484605087014726,0.4,2769.0,3,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2769.0,3,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2769.0,3,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2769.0,3,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2769.0,3,binary
0.05,249,112,183,36,147,0.19672131147540983,0.26582278481012656,0.04484605087014726,0.4,,3,pvalue_bh
0.1,249,112,183,36,147,0.19672131147540983,0.26582278481012656,0.04484605087014726,0.4,,3,pvalue_bh
0.15,249,112,183,36,147,0.19672131147540983,0.26582278481012656,0.04484605087014726,0.4,,3,pvalue_bh
0.2,249,112,183,36,147,0.19672131147540983,0.26582278481012656,0.04484605087014726,0.4,,3,pvalue_bh
0.05,249,65,94,8,86,0.0851063829787234,0.14262023217247097,0.011474469305794608,0.4,2755.0,4,betting
0.1,249,90,146,15,131,0.10273972602739725,0.21724709784411278,0.022215847517052335,0.4,2755.0,4,betting
0.15,249,96,162,16,146,0.09876543209876543,0.24212271973466004,0.023219863581309366,0.4,2755.0,4,betting
0.2,249,109,230,61,169,0.26521739130434785,0.2802653399668325,0.03914175219396102,0.4,2755.0,4,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2755.0,4,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2755.0,4,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2755.0,4,binary
0.2,249,122,270,75,195,0.2777777777777778,0.32338308457711445,0.0530864882983033,0.4,2755.0,4,binary
0.05,249,122,270,75,195,0.2777777777777778,0.32338308457711445,0.0530864882983033,0.4,,4,pvalue_bh
0.1,249,122,270,75,195,0.2777777777777778,0.32338308457711445,0.0530864882983033,0.4,,4,pvalue_bh
0.15,249,122,270,75,195,0.2777777777777778,0.32338308457711445,0.0530864882983033,0.4,,4,pvalue_bh
0.2,249,122,270,75,195,0.2777777777777778,0.32338308457711445,0.0530864882983033,0.4,,4,pvalue_bh
0.05,249,47,53,3,50,0.05660377358490566,0.08992805755395683,0.012048192771084338,0.4,2279.0,5,betting
0.1,249,85,112,12,100,0.10714285714285714,0.17985611510791366,0.03112449799196787,0.4,2279.0,5,betting
0.15,249,98,153,21,132,0.13725490196078433,0.23741007194244604,0.04749768303985171,0.4,2279.0,5,betting
0.2,249,117,214,52,162,0.24299065420560748,0.29136690647482016,0.08063205201759419,0.4,2279.0,5,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2279.0,5,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2279.0,5,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2279.0,5,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2279.0,5,binary
0.05,249,122,225,54,171,0.24,0.30755395683453235,0.08196277172180787,0.4,,5,pvalue_bh
0.1,249,122,225,54,171,0.24,0.30755395683453235,0.08196277172180787,0.4,,5,pvalue_bh
0.15,249,122,225,54,171,0.24,0.30755395683453235,0.08196277172180787,0.4,,5,pvalue_bh
0.2,249,122,225,54,171,0.24,0.30755395683453235,0.08196277172180787,0.4,,5,pvalue_bh
0.05,249,56,68,1,67,0.014705882352941176,0.1254681647940075,0.002008032128514056,0.4,2318.0,6,betting
0.1,249,78,101,3,98,0.0297029702970297,0.18352059925093633,0.010040160642570281,0.4,2318.0,6,betting
0.15,249,108,157,17,140,0.10828025477707007,0.26217228464419473,0.037617135207496655,0.4,2318.0,6,betting
0.2,249,112,170,19,151,0.11176470588235295,0.28277153558052437,0.0429718875502008,0.4,2318.0,6,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2318.0,6,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2318.0,6,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2318.0,6,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2318.0,6,binary
0.05,249,128,245,55,190,0.22448979591836735,0.35580524344569286,0.05785682412188436,0.4,,6,pvalue_bh
0.1,249,128,245,55,190,0.22448979591836735,0.35580524344569286,0.05785682412188436,0.4,,6,pvalue_bh
0.15,249,128,245,55,190,0.22448979591836735,0.35580524344569286,0.05785682412188436,0.4,,6,pvalue_bh
0.2,249,128,245,55,190,0.22448979591836735,0.35580524344569286,0.05785682412188436,0.4,,6,pvalue_bh
0.05,249,64,82,5,77,0.06097560975609756,0.1375,0.020080321285140562,0.4,2305.0,7,betting
0.1,249,82,108,6,102,0.05555555555555555,0.18214285714285713,0.024096385542168676,0.4,2305.0,7,betting
0.15,249,94,133,7,126,0.05263157894736842,0.225,0.02543507362784471,0.4,2305.0,7,betting
0.2,249,112,188,35,153,0.18617021276595744,0.2732142857142857,0.044979919678714855,0.4,2305.0,7,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2305.0,7,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2305.0,7,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2305.0,7,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2305.0,7,binary
0.05,249,133,239,47,192,0.19665271966527198,0.34285714285714286,0.0605581054376235,0.4,,7,pvalue_bh
0.1,249,133,239,47,192,0.19665271966527198,0.34285714285714286,0.0605581054376235,0.4,,7,pvalue_bh
0.15,249,133,239,47,192,0.19665271966527198,0.34285714285714286,0.0605581054376235,0.4,,7,pvalue_bh
0.2,249,133,239,47,192,0.19665271966527198,0.34285714285714286,0.0605581054376235,0.4,,7,pvalue_bh
0.05,249,67,88,5,83,0.056818181818181816,0.1680161943319838,0.01104417670682731,0.4,2076.0,8,betting
0.1,249,86,120,7,113,0.058333333333333334,0.22874493927125505,0.01706827309236948,0.4,2076.0,8,betting
0.15,249,110,158,21,137,0.13291139240506328,0.2773279352226721,0.057429718875502,0.4,2076.0,8,betting
0.2,249,112,172,25,147,0.14534883720930233,0.2975708502024291,0.05938037865748709,0.4,2076.0,8,betting
0.05,249,0,0,0,0,0.0,0.0,0.0,0.4,2076.0,8,binary
0.1,249,0,0,0,0,0.0,0.0,0.0,0.4,2076.0,8,binary
0.15,249,0,0,0,0,0.0,0.0,0.0,0.4,2076.0,8,binary
0.2,249,0,0,0,0,0.0,0.0,0.0,0.4,2076.0,8,binary
0.05,249,130,216,30,186,0.1388888888888889,0.3765182186234818,0.06512717536813922,0.4,,8,pvalue_bh
0.1,249,130,216,30,186,0.1388888888888889,0.3765182186234818,0.06512717536813922,0.4,,8,pvalue_bh
0.15,249,130,216,30,186,0.1388888888888889,0.3765182186234818,0.06512717536813922,0.4,,8,pvalue_bh
0.2,249,130,216,30,186,0.1388888888888889,0.3765182186234818,0.06512717536813922,0.4,,8,pvalue_bh
