selected,selected_fraction,threshold,fp,tp,fdp,recall
16,0.009738283627510651,0.3958134055137634,16,0,1.0,0.0
33,0.02008520998174072,0.3240697979927063,33,0,1.0,0.0
49,0.02982349360925137,0.2762344479560852,49,0,1.0,0.0
66,0.04017041996348144,0.23842912912368774,66,0,1.0,0.0
82,0.04990870359099209,0.21700377762317657,82,0,1.0,0.0
99,0.060255629945222156,0.2032509297132492,99,0,1.0,0.0
115,0.06999391357273281,0.19130082428455353,115,0,1.0,0.0
131,0.07973219720024345,0.1775365024805069,131,0,1.0,0.0
148,0.09007912355447352,0.16679006814956665,148,0,1.0,0.0
164,0.09981740718198417,0.16109506785869598,164,0,1.0,0.0
181,0.11016433353621424,0.15395575761795044,181,0,1.0,0.0
197,0.1199026171637249,0.14659801125526428,197,0,1.0,0.0
214,0.13024954351795495,0.1405431479215622,214,0,1.0,0.0
230,0.13998782714546562,0.13471679389476776,230,0,1.0,0.0
246,0.14972611077297626,0.13115359842777252,246,0,1.0,0.0
263,0.16007303712720633,0.12680462002754211,263,0,1.0,0.0
279,0.16981132075471697,0.12300887703895569,279,0,1.0,0.0
296,0.18015824710894704,0.11860718578100204,296,0,1.0,0.0
312,0.1898965307364577,0.1151680275797844,312,0,1.0,0.0
329,0.20024345709068778,0.11270350962877274,329,0,1.0,0.0
345,0.20998174071819842,0.11021557450294495,345,0,1.0,0.0
361,0.21972002434570906,0.10799835622310638,361,0,1.0,0.0
378,0.23006695069993913,0.10573134571313858,378,0,1.0,0.0
394,0.2398052343274498,0.10390482097864151,394,0,1.0,0.0
411,0.25015216068167984,0.10112470388412476,411,0,1.0,0.0
427,0.2598904443091905,0.09823087602853775,427,0,1.0,0.0
444,0.2702373706634206,0.09706210345029831,444,0,1.0,0.0
460,0.27997565429093124,0.09544777870178223,460,0,1.0,0.0
476,0.28971393791844186,0.09344097226858139,476,0,1.0,0.0
493,0.3000608642726719,0.09180108457803726,493,0,1.0,0.0
509,0.3097991479001826,0.09036006033420563,509,0,1.0,0.0
526,0.32014607425441266,0.08843772858381271,526,0,1.0,0.0
542,0.32988435788192333,0.08703216910362244,542,0,1.0,0.0
559,0.3402312842361534,0.08545718342065811,559,0,1.0,0.0
575,0.349969567863664,0.08396467566490173,575,0,1.0,0.0
591,0.3597078514911747,0.08274845033884048,591,0,1.0,0.0
608,0.37005477784540475,0.08130878955125809,608,0,1.0,0.0
624,0.3797930614729154,0.08019641786813736,624,0,1.0,0.0
641,0.3901399878271455,0.07843239605426788,641,0,1.0,0.0
657,0.3998782714546561,0.07772970199584961,657,0,1.0,0.0
674,0.41022519780888617,0.07643737643957138,674,0,1.0,0.0
690,0.41996348143639683,0.07575428485870361,690,0,1.0,0.0
706,0.4297017650639075,0.07481164485216141,706,0,1.0,0.0
723,0.44004869141813757,0.07367083430290222,723,0,1.0,0.0
739,0.4497869750456482,0.07256607711315155,739,0,1.0,0.0
756,0.46013390139987825,0.07151258736848831,756,0,1.0,0.0
772,0.4698721850273889,0.07112298905849457,772,0,1.0,0.0
789,0.480219111381619,0.06998760253190994,789,0,1.0,0.0
805,0.48995739500912966,0.06957564502954483,805,0,1.0,0.0
822,0.5003043213633597,0.06909201294183731,822,0,1.0,0.0
838,0.5100426049908704,0.06851490586996078,838,0,1.0,0.0
854,0.519780888618381,0.06776505708694458,854,0,1.0,0.0
871,0.5301278149726111,0.06717102974653244,871,0,1.0,0.0
887,0.5398660986001217,0.06672044098377228,887,0,1.0,0.0
904,0.5502130249543518,0.06584516912698746,904,0,1.0,0.0
920,0.5599513085818625,0.06531622260808945,920,0,1.0,0.0
937,0.5702982349360926,0.06471871584653854,937,0,1.0,0.0
953,0.5800365185636032,0.06429296731948853,953,0,1.0,0.0
969,0.5897748021911138,0.06374989449977875,969,0,1.0,0.0
986,0.6001217285453438,0.06329350918531418,986,0,1.0,0.0
1002,0.6098600121728546,0.06278263032436371,1002,0,1.0,0.0
1019,0.6202069385270846,0.06253134459257126,1019,0,1.0,0.0
1035,0.6299452221545953,0.062216922640800476,1035,0,1.0,0.0
1052,0.6402921485088253,0.0616137757897377,1052,0,1.0,0.0
1068,0.6500304321363359,0.06120869889855385,1068,0,1.0,0.0
1084,0.6597687157638467,0.0606369711458683,1084,0,1.0,0.0
1101,0.6701156421180767,0.060206200927495956,1101,0,1.0,0.0
1117,0.6798539257455873,0.05977886915206909,1117,0,1.0,0.0
1134,0.6902008520998174,0.05936148390173912,1134,0,1.0,0.0
1150,0.699939135727328,0.05902615189552307,1150,0,1.0,0.0
1167,0.7102860620815581,0.05848146229982376,1167,0,1.0,0.0
1183,0.7200243457090688,0.0582229383289814,1183,0,1.0,0.0
1199,0.7297626293365794,0.057908110320568085,1199,0,1.0,0.0
1216,0.7401095556908095,0.05751342326402664,1216,0,1.0,0.0
1232,0.7498478393183201,0.057181697338819504,1232,0,1.0,0.0
1249,0.7601947656725502,0.05671892315149307,1249,0,1.0,0.0
1265,0.7699330493000609,0.05636264756321907,1265,0,1.0,0.0
1282,0.780279975654291,0.05602676048874855,1282,0,1.0,0.0
1298,0.7900182592818016,0.05577922239899635,1298,0,1.0,0.0
1314,0.7997565429093122,0.05541292950510979,1314,0,1.0,0.0
1331,0.8101034692635423,0.05496371164917946,1331,0,1.0,0.0
1347,0.819841752891053,0.05477113649249077,1347,0,1.0,0.0
1364,0.8301886792452831,0.05440507084131241,1364,0,1.0,0.0
1380,0.8399269628727937,0.05411697179079056,1380,0,1.0,0.0
1397,0.8502738892270237,0.05379602685570717,1397,0,1.0,0.0
1413,0.8600121728545344,0.053488168865442276,1413,0,1.0,0.0
1429,0.8697504564820451,0.053181130439043045,1429,0,1.0,0.0
1446,0.8800973828362751,0.052933353930711746,1446,0,1.0,0.0
1462,0.8898356664637858,0.0526597797870636,1462,0,1.0,0.0
1479,0.9001825928180158,0.05237765982747078,1479,0,1.0,0.0
1495,0.9099208764455264,0.052093904465436935,1495,0,1.0,0.0
1512,0.9202678027997565,0.051866576075553894,1512,0,1.0,0.0
1528,0.9300060864272672,0.051574934273958206,1528,0,1.0,0.0
1544,0.9397443700547778,0.05135888606309891,1544,0,1.0,0.0
1561,0.9500912964090079,0.05105879530310631,1561,0,1.0,0.0
1577,0.9598295800365185,0.05088754743337631,1577,0,1.0,0.0
1594,0.9701765063907486,0.050652626901865005,1594,0,1.0,0.0
1610,0.9799147900182593,0.05039398744702339,1610,0,1.0,0.0
1627,0.9902617163724894,0.05019867420196533,1627,0,1.0,0.0
1643,1.0,0.050003938376903534,1643,0,1.0,0.0
