seed,mean_loo_evalue,std_loo_evalue,max_loo_evalue,p95_loo_evalue,p99_loo_evalue,mondrian
0,1.0000000000000002,10.060599370749083,177.54654048870765,1.8303767060691511,3.9929328884248325,none
1,1.0,2.131203299853976,50.08955457419378,4.136951066046774,6.74890840578611,none
2,0.9999999999999999,6.032272273976975,171.22083717195594,2.8703688102901004,6.282388612023647,none
3,1.0,1.9907659338966939,25.265019784692154,3.5962114082765746,6.513637913240946,none
4,0.9999999999999998,5.462643746714475,131.3469438405015,3.167231269912802,11.325548349068997,none
5,0.9999999999999999,2.9848661442093536,79.29545449729164,4.038194441991705,10.917490111945952,none
6,1.0000000000000002,4.006178288554008,109.22808092552447,2.9106320014069027,12.439864772073621,none
7,1.0,4.837775750995317,183.30152985106196,4.011649643205059,6.139285688791547,none
8,1.0,4.186767628862309,163.19844685244675,3.7020441630044636,6.873847625578599,none
9,1.0000000000000002,6.3466351811889306,166.7952149219079,3.40398397799812,5.888025526757166,none
10,0.9999999999999999,4.244820625858118,96.84054141995132,2.9345618612106468,10.079582045027873,none
11,1.0,2.6371264022966088,44.8156559465369,3.4643681406040043,11.74660357036178,none
12,1.0,6.255236174370325,153.06733916461414,3.090940898275774,6.249639366210721,none
13,1.0,2.609611841501094,57.038109468292504,4.149328456643218,11.585865985746915,none
14,1.0000000000000002,4.558960242412774,175.67841274783765,4.173445036143163,6.924861630448422,none
15,1.0,3.558374083365152,105.53782839475603,3.561901708323016,11.012642962931066,none
16,1.0,3.510487582351456,135.51061174019938,3.4438276033265796,7.328144783822839,none
17,1.0000000000000002,2.3663645098994346,44.18206519790909,3.874976897929824,10.547442620190496,none
18,1.0000000000000002,2.904660237499945,70.8484715267844,3.9159444296266877,5.627287451997198,none
19,0.9999999999999999,2.3347827775581895,66.24916286337853,4.7743666321510165,6.49412133669941,none
