alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,score_floor,total_pruned,seed,method,stratum
0.05,140,32,37,1,36,0.02702702702702703,0.2926829268292683,0.007142857142857143,0.3,221,0,betting,K<=5
0.05,90,19,33,0,33,0.0,0.11785714285714285,0.0,0.3,988,0,betting,5<K<=30
0.05,19,2,4,0,4,0.0,0.023529411764705882,0.0,0.3,1019,0,betting,K>30
0.1,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.3,221,0,betting,K<=5
0.1,90,25,41,0,41,0.0,0.14642857142857144,0.0,0.3,988,0,betting,5<K<=30
0.1,19,3,6,0,6,0.0,0.03529411764705882,0.0,0.3,1019,0,betting,K>30
0.15,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.3,221,0,betting,K<=5
0.15,90,28,47,0,47,0.0,0.16785714285714284,0.0,0.3,988,0,betting,5<K<=30
0.15,19,4,13,0,13,0.0,0.07647058823529412,0.0,0.3,1019,0,betting,K>30
0.2,140,39,44,1,43,0.022727272727272728,0.34959349593495936,0.007142857142857143,0.3,221,0,betting,K<=5
0.2,90,32,52,0,52,0.0,0.18571428571428572,0.0,0.3,988,0,betting,5<K<=30
0.2,19,4,13,0,13,0.0,0.07647058823529412,0.0,0.3,1019,0,betting,K>30
0.05,142,30,33,0,33,0.0,0.22916666666666666,0.0,0.3,218,1,betting,K<=5
0.05,15,0,0,0,0,0.0,0.0,0.0,0.3,858,1,betting,K>30
0.05,92,22,37,0,37,0.0,0.13805970149253732,0.0,0.3,963,1,betting,5<K<=30
0.1,142,34,38,0,38,0.0,0.2638888888888889,0.0,0.3,218,1,betting,K<=5
0.1,15,1,3,0,3,0.0,0.0297029702970297,0.0,0.3,858,1,betting,K>30
0.1,92,34,58,4,54,0.06896551724137931,0.20149253731343283,0.021739130434782608,0.3,963,1,betting,5<K<=30
0.15,142,47,54,0,54,0.0,0.375,0.0,0.3,218,1,betting,K<=5
0.15,15,4,13,3,10,0.23076923076923078,0.09900990099009901,0.04,0.3,858,1,betting,K>30
0.15,92,41,72,8,64,0.1111111111111111,0.23880597014925373,0.03804347826086956,0.3,963,1,betting,5<K<=30
0.2,142,68,87,1,86,0.011494252873563218,0.5972222222222222,0.007042253521126761,0.3,218,1,betting,K<=5
0.2,15,10,45,19,26,0.4222222222222222,0.25742574257425743,0.25952380952380955,0.3,858,1,betting,K>30
0.2,92,57,119,29,90,0.24369747899159663,0.3358208955223881,0.14130434782608695,0.3,963,1,betting,5<K<=30
0.05,87,23,29,0,29,0.0,0.11788617886178862,0.0,0.3,962,2,betting,5<K<=30
0.05,23,2,3,0,3,0.0,0.01948051948051948,0.0,0.3,1010,2,betting,K>30
0.05,139,35,38,0,38,0.0,0.2773722627737226,0.0,0.3,213,2,betting,K<=5
0.1,87,28,38,0,38,0.0,0.15447154471544716,0.0,0.3,962,2,betting,5<K<=30
0.1,23,3,4,0,4,0.0,0.025974025974025976,0.0,0.3,1010,2,betting,K>30
0.1,139,45,51,1,50,0.0196078431372549,0.36496350364963503,0.007194244604316547,0.3,213,2,betting,K<=5
0.15,87,31,45,0,45,0.0,0.18292682926829268,0.0,0.3,962,2,betting,5<K<=30
0.15,23,5,19,0,19,0.0,0.12337662337662338,0.0,0.3,1010,2,betting,K>30
0.15,139,45,51,1,50,0.0196078431372549,0.36496350364963503,0.007194244604316547,0.3,213,2,betting,K<=5
0.2,87,42,66,9,57,0.13636363636363635,0.23170731707317074,0.053639846743295014,0.3,962,2,betting,5<K<=30
0.2,23,6,36,8,28,0.2222222222222222,0.18181818181818182,0.02318840579710145,0.3,1010,2,betting,K>30
0.2,139,63,73,3,70,0.0410958904109589,0.5109489051094891,0.014388489208633094,0.3,213,2,betting,K<=5
0.05,142,33,36,0,36,0.0,0.28346456692913385,0.0,0.3,223,3,betting,K<=5
0.05,27,2,3,0,3,0.0,0.016666666666666666,0.0,0.3,1445,3,betting,K>30
0.05,80,20,29,2,27,0.06896551724137931,0.10975609756097561,0.01875,0.3,977,3,betting,5<K<=30
0.1,142,41,45,0,45,0.0,0.3543307086614173,0.0,0.3,223,3,betting,K<=5
0.1,27,3,5,0,5,0.0,0.027777777777777776,0.0,0.3,1445,3,betting,K>30
0.1,80,28,40,4,36,0.1,0.14634146341463414,0.04375,0.3,977,3,betting,5<K<=30
0.15,142,41,45,0,45,0.0,0.3543307086614173,0.0,0.3,223,3,betting,K<=5
0.15,27,4,11,3,8,0.2727272727272727,0.044444444444444446,0.018518518518518517,0.3,1445,3,betting,K>30
0.15,80,30,45,4,41,0.08888888888888889,0.16666666666666666,0.04375,0.3,977,3,betting,5<K<=30
0.2,142,53,58,1,57,0.017241379310344827,0.44881889763779526,0.007042253521126761,0.3,223,3,betting,K<=5
0.2,27,8,18,5,13,0.2777777777777778,0.07222222222222222,0.043209876543209874,0.3,1445,3,betting,K>30
0.2,80,42,73,10,63,0.136986301369863,0.25609756097560976,0.075,0.3,977,3,betting,5<K<=30
0.05,149,37,45,1,44,0.022222222222222223,0.2802547770700637,0.006711409395973154,0.3,234,4,betting,K<=5
0.05,27,0,0,0,0,0.0,0.0,0.0,0.3,1577,4,betting,K>30
0.05,73,25,40,1,39,0.025,0.16883116883116883,0.0136986301369863,0.3,779,4,betting,5<K<=30
0.1,149,49,58,1,57,0.017241379310344827,0.3630573248407643,0.006711409395973154,0.3,234,4,betting,K<=5
0.1,27,5,22,8,14,0.36363636363636365,0.06511627906976744,0.03292181069958847,0.3,1577,4,betting,K>30
0.1,73,29,45,3,42,0.06666666666666667,0.18181818181818182,0.03424657534246575,0.3,779,4,betting,5<K<=30
0.15,149,49,58,1,57,0.017241379310344827,0.3630573248407643,0.006711409395973154,0.3,234,4,betting,K<=5
0.15,27,9,45,11,34,0.24444444444444444,0.15813953488372093,0.04835390946502058,0.3,1577,4,betting,K>30
0.15,73,32,49,4,45,0.08163265306122448,0.19480519480519481,0.04794520547945205,0.3,779,4,betting,5<K<=30
0.2,149,53,63,2,61,0.031746031746031744,0.3885350318471338,0.013422818791946308,0.3,234,4,betting,K<=5
0.2,27,9,49,11,38,0.22448979591836735,0.17674418604651163,0.04747207524985302,0.3,1577,4,betting,K>30
0.2,73,35,55,6,49,0.10909090909090909,0.21212121212121213,0.0593607305936073,0.3,779,4,betting,5<K<=30
0.05,142,23,26,1,25,0.038461538461538464,0.18115942028985507,0.007042253521126761,0.3,243,5,betting,K<=5
0.05,24,1,1,0,1,0.0,0.005405405405405406,0.0,0.3,1039,5,betting,K>30
0.05,83,21,24,2,22,0.08333333333333333,0.0944206008583691,0.024096385542168676,0.3,867,5,betting,5<K<=30
0.1,142,41,46,4,42,0.08695652173913043,0.30434782608695654,0.02464788732394366,0.3,243,5,betting,K<=5
0.1,24,3,10,0,10,0.0,0.05405405405405406,0.0,0.3,1039,5,betting,K>30
