method,alpha,total_rejections,fdp,recall
betting,0.05,13.022248168746481,0.03087709486530103,0.025399358289081197
betting,0.1,15.720837663499536,0.03604707873346657,0.02747720914622497
betting,0.15,21.755580046459222,0.04023801100441167,0.035072213882267285
betting,0.2,43.779681660740636,0.053786936498745476,0.05796801016535884
binary,0.05,0.0,0.0,0.0
binary,0.1,70.65974808899335,0.0658083297175571,0.11155327941441903
binary,0.15,0.0,0.0,0.0
binary,0.2,140.44271167688942,0.11961068540462483,0.17382713172159767
pvalue_bh,0.05,72.61477303660664,0.06984477850708246,0.07719714673051811
pvalue_bh,0.1,31.13514683474372,0.04208213524767005,0.033262503880267885
pvalue_bh,0.15,31.13514683474372,0.04208213524767005,0.033262503880267885
pvalue_bh,0.2,31.13514683474372,0.04208213524767005,0.033262503880267885
